lines	n_lines	observed_count	D_value
Ara+2|Ara+3|Ara+4|Ara-2|Ara-6	5	65	83.75912238528474
Ara+2|Ara+3|Ara+4|Ara-3|Ara-4	5	80	98.62414654972912
Ara+2|Ara+3|Ara+4|Ara-3|Ara-5	5	74	79.83788277142658
Ara+2|Ara+3|Ara+4|Ara-3|Ara-6	5	58	80.50995435440912
Ara+2|Ara+3|Ara+4|Ara-4|Ara-5	5	88	112.34211154334764
Ara+2|Ara+3|Ara+4|Ara-4|Ara-6	5	69	120.4716315771374
Ara+2|Ara+3|Ara+4|Ara-5|Ara-6	5	55	83.7887436491245
Ara+2|Ara+3|Ara+5|Ara-1|Ara-2	5	81	63.99571390357054
Ara+2|Ara+3|Ara+5|Ara-1|Ara-3	5	70	59.32962809948648
Ara+2|Ara+3|Ara+5|Ara-1|Ara-4	5	80	85.3241632658477
Ara+2|Ara+3|Ara+5|Ara-1|Ara-5	5	79	75.86188614344223
Ara+2|Ara+3|Ara+5|Ara-1|Ara-6	5	59	77.41596194814413
Ara+2|Ara+3|Ara+5|Ara-2|Ara-3	5	99	74.90968699520396
Ara+2|Ara+3|Ara+5|Ara-2|Ara-4	5	87	82.23595952584643
Ara+2|Ara+3|Ara+5|Ara-2|Ara-5	5	83	65.63786223138972
Ara+2|Ara+3|Ara+5|Ara-2|Ara-6	5	59	62.80645541518494
Ara+2|Ara+3|Ara+5|Ara-3|Ara-4	5	75	77.22607663572707
Ara+2|Ara+3|Ara+5|Ara-3|Ara-5	5	78	75.58229336049564
Ara+2|Ara+3|Ara+5|Ara-3|Ara-6	5	53	66.54235629869083
Ara+2|Ara+3|Ara+5|Ara-4|Ara-5	5	78	90.63226195581314
Ara+2|Ara+3|Ara+5|Ara-4|Ara-6	5	55	81.69602053676495
Ara+2|Ara+3|Ara+5|Ara-5|Ara-6	5	53	71.52593889107331
Ara+2|Ara+3|Ara-1|Ara-2|Ara-3	5	95	72.66117175167427
Ara+2|Ara+3|Ara-1|Ara-2|Ara-4	5	110	98.48329824668554
Ara+2|Ara+3|Ara-1|Ara-2|Ara-5	5	94	79.43025847946107
Ara+2|Ara+3|Ara-1|Ara-2|Ara-6	5	69	73.14428309030451
Ara+2|Ara+3|Ara-1|Ara-3|Ara-4	5	84	88.16221143898683
Ara+2|Ara+3|Ara-1|Ara-3|Ara-5	5	73	67.535172634278
Ara+2|Ara+3|Ara-1|Ara-3|Ara-6	5	63	74.95082149361414
Ara+2|Ara+3|Ara-1|Ara-4|Ara-5	5	94	105.34873863796416
Ara+2|Ara+3|Ara-1|Ara-4|Ara-6	5	74	111.03406697902284
Ara+2|Ara+3|Ara-1|Ara-5|Ara-6	5	54	73.10786984317767
Ara+2|Ara+3|Ara-2|Ara-3|Ara-4	5	98	89.34748709414667
Ara+2|Ara+3|Ara-2|Ara-3|Ara-5	5	84	67.94533154215613
Ara+2|Ara+3|Ara-2|Ara-3|Ara-6	5	67	70.17485567039938
Ara+2|Ara+3|Ara-2|Ara-4|Ara-5	5	96	93.66926582471012
Ara+2|Ara+3|Ara-2|Ara-4|Ara-6	5	71	84.79600925231911
Ara+2|Ara+3|Ara-2|Ara-5|Ara-6	5	61	70.68949086249278
Ara+2|Ara+3|Ara-3|Ara-4|Ara-5	5	69	75.90680339229182
Ara+2|Ara+3|Ara-3|Ara-4|Ara-6	5	61	89.78760704954061
Ara+2|Ara+3|Ara-3|Ara-5|Ara-6	5	53	64.96839304641597
Ara+2|Ara+3|Ara-4|Ara-5|Ara-6	5	55	89.33688040674308
Ara+2|Ara+4|Ara+5|Ara-1|Ara-2	5	73	70.29414442169085
Ara+2|Ara+4|Ara+5|Ara-1|Ara-3	5	63	68.38465186872016
Ara+2|Ara+4|Ara+5|Ara-1|Ara-4	5	79	99.4030791777046
Ara+2|Ara+4|Ara+5|Ara-1|Ara-5	5	70	86.07580340261683
Ara+2|Ara+4|Ara+5|Ara-1|Ara-6	5	57	87.25817439024567
Ara+2|Ara+4|Ara+5|Ara-2|Ara-3	5	87	82.84091807312616
Ara+2|Ara+4|Ara+5|Ara-2|Ara-4	5	89	97.2104036839633
Ara+2|Ara+4|Ara+5|Ara-2|Ara-5	5	91	95.3324954734937
Ara+2|Ara+4|Ara+5|Ara-2|Ara-6	5	70	93.46734717930482
Ara+2|Ara+4|Ara+5|Ara-3|Ara-4	5	75	94.35806766996608
Ara+2|Ara+4|Ara+5|Ara-3|Ara-5	5	79	88.72193351077733
Ara+2|Ara+4|Ara+5|Ara-3|Ara-6	5	62	94.00253976634195
Ara+2|Ara+4|Ara+5|Ara-4|Ara-5	5	83	114.19259146337554
Ara+2|Ara+4|Ara+5|Ara-4|Ara-6	5	68	122.06218440719267
Ara+2|Ara+4|Ara+5|Ara-5|Ara-6	5	62	100.84756803117033
Ara+2|Ara+4|Ara-1|Ara-2|Ara-3	5	76	69.47133673782743
Ara+2|Ara+4|Ara-1|Ara-2|Ara-4	5	88	100.72968060372686
Ara+2|Ara+4|Ara-1|Ara-2|Ara-5	5	71	68.60242458068075
Ara+2|Ara+4|Ara-1|Ara-2|Ara-6	5	66	85.97371750542376
Ara+2|Ara+4|Ara-1|Ara-3|Ara-4	5	72	86.37000855454814
Ara+2|Ara+4|Ara-1|Ara-3|Ara-5	5	64	67.34202817981527
Ara+2|Ara+4|Ara-1|Ara-3|Ara-6	5	57	89.15260402876007
Ara+2|Ara+4|Ara-1|Ara-4|Ara-5	5	76	103.70483167419916
Ara+2|Ara+4|Ara-1|Ara-4|Ara-6	5	74	137.26771473827154
Ara+2|Ara+4|Ara-1|Ara-5|Ara-6	5	51	84.58967857975682
Ara+2|Ara+4|Ara-2|Ara-3|Ara-4	5	89	93.91088197752364
Ara+2|Ara+4|Ara-2|Ara-3|Ara-5	5	84	77.79972952918907
Ara+2|Ara+4|Ara-2|Ara-3|Ara-6	5	72	89.82218056239486
Ara+2|Ara+4|Ara-2|Ara-4|Ara-5	5	91	104.8736684845755
Ara+2|Ara+4|Ara-2|Ara-4|Ara-6	5	80	119.01799482856656
Ara+2|Ara+4|Ara-2|Ara-5|Ara-6	5	68	90.53029913346748
Ara+2|Ara+4|Ara-3|Ara-4|Ara-5	5	73	95.77467193485172
Ara+2|Ara+4|Ara-3|Ara-4|Ara-6	5	68	116.08645730954846
Ara+2|Ara+4|Ara-3|Ara-5|Ara-6	5	59	87.95359564267
Ara+2|Ara+4|Ara-4|Ara-5|Ara-6	5	64	113.89251969412544
Ara+2|Ara+5|Ara-1|Ara-2|Ara-3	5	85	67.63530886414148
Ara+2|Ara+5|Ara-1|Ara-2|Ara-4	5	97	92.4260724450118
Ara+2|Ara+5|Ara-1|Ara-2|Ara-5	5	92	81.66459483847903
Ara+2|Ara+5|Ara-1|Ara-2|Ara-6	5	62	69.27074701330058
Ara+2|Ara+5|Ara-1|Ara-3|Ara-4	5	80	87.1535709826606
Ara+2|Ara+5|Ara-1|Ara-3|Ara-5	5	80	76.88577936909509
Ara+2|Ara+5|Ara-1|Ara-3|Ara-6	5	60	71.65933684436072
Ara+2|Ara+5|Ara-1|Ara-4|Ara-5	5	89	104.23222312680248
Ara+2|Ara+5|Ara-1|Ara-4|Ara-6	5	66	98.11357936629248
Ara+2|Ara+5|Ara-1|Ara-5|Ara-6	5	56	77.55774478452824
Ara+2|Ara+5|Ara-2|Ara-3|Ara-4	5	90	81.95565344242866
Ara+2|Ara+5|Ara-2|Ara-3|Ara-5	5	92	74.84304456427101
Ara+2|Ara+5|Ara-2|Ara-3|Ara-6	5	66	68.07214879437342
Ara+2|Ara+5|Ara-2|Ara-4|Ara-5	5	100	100.03123690722114
Ara+2|Ara+5|Ara-2|Ara-4|Ara-6	5	70	90.6465783174516
Ara+2|Ara+5|Ara-2|Ara-5|Ara-6	5	70	79.85812562052398
Ara+2|Ara+5|Ara-3|Ara-4|Ara-5	5	75	86.20707003282442
Ara+2|Ara+5|Ara-3|Ara-4|Ara-6	5	63	88.7776210625216
Ara+2|Ara+5|Ara-3|Ara-5|Ara-6	5	62	86.2872769703459
Ara+2|Ara+5|Ara-4|Ara-5|Ara-6	5	63	102.73568967168728
Ara+2|Ara-1|Ara-2|Ara-3|Ara-4	5	97	90.97768905858824
Ara+2|Ara-1|Ara-2|Ara-3|Ara-5	5	80	68.57936541479819
Ara+2|Ara-1|Ara-2|Ara-3|Ara-6	5	74	82.15769792604715
Ara+2|Ara-1|Ara-2|Ara-4|Ara-5	5	102	103.63564981676386
Ara+2|Ara-1|Ara-2|Ara-4|Ara-6	5	80	106.09210798611817
Ara+2|Ara-1|Ara-2|Ara-5|Ara-6	5	59	72.24980965979624
Ara+2|Ara-1|Ara-3|Ara-4|Ara-5	5	74	84.12378239820337
Ara+2|Ara-1|Ara-3|Ara-4|Ara-6	5	74	110.31323005985725
Ara+2|Ara-1|Ara-3|Ara-5|Ara-6	5	56	78.13272361363887
Ara+2|Ara-1|Ara-4|Ara-5|Ara-6	5	60	101.93596417769471
Ara+2|Ara-2|Ara-3|Ara-4|Ara-5	5	84	81.4855826605556
Ara+2|Ara-2|Ara-3|Ara-4|Ara-6	5	77	102.42279943435447
Ara+2|Ara-2|Ara-3|Ara-5|Ara-6	5	64	76.10005428051652
Ara+2|Ara-2|Ara-4|Ara-5|Ara-6	5	72	103.86183823389013
Ara+2|Ara-3|Ara-4|Ara-5|Ara-6	5	61	93.81584855086496
Ara+3|Ara+4|Ara+5|Ara-1|Ara-2	5	68	63.37288013155936
Ara+3|Ara+4|Ara+5|Ara-1|Ara-3	5	56	56.34001511544997
Ara+3|Ara+4|Ara+5|Ara-1|Ara-4	5	72	89.69733501978152
Ara+3|Ara+4|Ara+5|Ara-1|Ara-5	5	64	75.73846179936716
Ara+3|Ara+4|Ara+5|Ara-1|Ara-6	5	55	80.25012342450816
Ara+3|Ara+4|Ara+5|Ara-2|Ara-3	5	73	66.14533853267127
Ara+3|Ara+4|Ara+5|Ara-2|Ara-4	5	73	81.22523656830218
Ara+3|Ara+4|Ara+5|Ara-2|Ara-5	5	75	76.37838521943537
Ara+3|Ara+4|Ara+5|Ara-2|Ara-6	5	53	68.20878920518395
Ara+3|Ara+4|Ara+5|Ara-3|Ara-4	5	65	79.34301430876937
Ara+3|Ara+4|Ara+5|Ara-3|Ara-5	5	65	69.53754912808421
Ara+3|Ara+4|Ara+5|Ara-3|Ara-6	5	48	70.24344109783276
Ara+3|Ara+4|Ara+5|Ara-4|Ara-5	5	70	96.85923518118256
Ara+3|Ara+4|Ara+5|Ara-4|Ara-6	5	51	85.62281077961553
Ara+3|Ara+4|Ara+5|Ara-5|Ara-6	5	47	79.57595951877258
Ara+3|Ara+4|Ara-1|Ara-2|Ara-3	5	71	65.03454488446773
Ara+3|Ara+4|Ara-1|Ara-2|Ara-4	5	82	88.31201942563003
Ara+3|Ara+4|Ara-1|Ara-2|Ara-5	5	68	66.09429636550213
Ara+3|Ara+4|Ara-1|Ara-2|Ara-6	5	61	78.61210023702178
Ara+3|Ara+4|Ara-1|Ara-3|Ara-4	5	67	84.11288767234791
Ara+3|Ara+4|Ara-1|Ara-3|Ara-5	5	59	67.105461571773
Ara+3|Ara+4|Ara-1|Ara-3|Ara-6	5	52	79.56050023381246
Ara+3|Ara+4|Ara-1|Ara-4|Ara-5	5	75	101.73037764113025
Ara+3|Ara+4|Ara-1|Ara-4|Ara-6	5	68	123.27645440697322
Ara+3|Ara+4|Ara-1|Ara-5|Ara-6	5	50	79.51319600600246
Ara+3|Ara+4|Ara-2|Ara-3|Ara-4	5	78	86.75848059648554
Ara+3|Ara+4|Ara-2|Ara-3|Ara-5	5	74	71.052665323373
Ara+3|Ara+4|Ara-2|Ara-3|Ara-6	5	58	72.4881672486021
Ara+3|Ara+4|Ara-2|Ara-4|Ara-5	5	78	92.14971113164162
Ara+3|Ara+4|Ara-2|Ara-4|Ara-6	5	62	91.24529862126668
Ara+3|Ara+4|Ara-2|Ara-5|Ara-6	5	56	78.01598076237813
Ara+3|Ara+4|Ara-3|Ara-4|Ara-5	5	66	85.21252756825685
Ara+3|Ara+4|Ara-3|Ara-4|Ara-6	5	53	82.85450167380404
Ara+3|Ara+4|Ara-3|Ara-5|Ara-6	5	48	73.99933969833226
Ara+3|Ara+4|Ara-4|Ara-5|Ara-6	5	53	106.45790976851085
Ara+3|Ara+5|Ara-1|Ara-2|Ara-3	5	73	56.30769947194608
Ara+3|Ara+5|Ara-1|Ara-2|Ara-4	5	81	78.18684321667801
Ara+3|Ara+5|Ara-1|Ara-2|Ara-5	5	74	62.75989805091279
Ara+3|Ara+5|Ara-1|Ara-2|Ara-6	5	56	62.69377979459801
Ara+3|Ara+5|Ara-1|Ara-3|Ara-4	5	64	69.52975803494883
Ara+3|Ara+5|Ara-1|Ara-3|Ara-5	5	66	64.26439326433785
Ara+3|Ara+5|Ara-1|Ara-3|Ara-6	5	48	58.8867634025965
Ara+3|Ara+5|Ara-1|Ara-4|Ara-5	5	69	80.35534238722913
Ara+3|Ara+5|Ara-1|Ara-4|Ara-6	5	56	84.15436366638312
Ara+3|Ara+5|Ara-1|Ara-5|Ara-6	5	49	68.58226376949277
Ara+3|Ara+5|Ara-2|Ara-3|Ara-4	5	76	68.30787664193315
Ara+3|Ara+5|Ara-2|Ara-3|Ara-5	5	78	59.47522637988856
Ara+3|Ara+5|Ara-2|Ara-3|Ara-6	5	53	55.29464979590128
Ara+3|Ara+5|Ara-2|Ara-4|Ara-5	5	75	77.10048423886575
Ara+3|Ara+5|Ara-2|Ara-4|Ara-6	5	55	73.52064914577963
Ara+3|Ara+5|Ara-2|Ara-5|Ara-6	5	54	66.98643196085125
Ara+3|Ara+5|Ara-3|Ara-4|Ara-5	5	61	70.12575451360496
Ara+3|Ara+5|Ara-3|Ara-4|Ara-6	5	45	66.30042030525533
Ara+3|Ara+5|Ara-3|Ara-5|Ara-6	5	48	63.80250090018096
Ara+3|Ara+5|Ara-4|Ara-5|Ara-6	5	45	68.91295396562504
Ara+3|Ara-1|Ara-2|Ara-3|Ara-4	5	87	81.6437410445828
Ara+3|Ara-1|Ara-2|Ara-3|Ara-5	5	72	58.17385368964408
Ara+3|Ara-1|Ara-2|Ara-3|Ara-6	5	64	70.58233092561964
Ara+3|Ara-1|Ara-2|Ara-4|Ara-5	5	88	89.45089627039061
Ara+3|Ara-1|Ara-2|Ara-4|Ara-6	5	71	98.4262106980978
Ara+3|Ara-1|Ara-2|Ara-5|Ara-6	5	53	66.52896341219169
Ara+3|Ara-1|Ara-3|Ara-4|Ara-5	5	62	71.22492450441524
Ara+3|Ara-1|Ara-3|Ara-4|Ara-6	5	59	82.0716162771631
Ara+3|Ara-1|Ara-3|Ara-5|Ara-6	5	48	65.05532329766515
Ara+3|Ara-1|Ara-4|Ara-5|Ara-6	5	53	84.85867739519568
Ara+3|Ara-2|Ara-3|Ara-4|Ara-5	5	75	76.73666433870298
Ara+3|Ara-2|Ara-3|Ara-4|Ara-6	5	63	79.70848831456382
Ara+3|Ara-2|Ara-3|Ara-5|Ara-6	5	55	62.09855473838185
Ara+3|Ara-2|Ara-4|Ara-5|Ara-6	5	57	78.3489305584526
Ara+3|Ara-3|Ara-4|Ara-5|Ara-6	5	47	74.59455086968421
Ara+4|Ara+5|Ara-1|Ara-2|Ara-3	5	68	64.74330293019901
Ara+4|Ara+5|Ara-1|Ara-2|Ara-4	5	82	93.9134665922414
Ara+4|Ara+5|Ara-1|Ara-2|Ara-5	5	68	71.91593758000195
Ara+4|Ara+5|Ara-1|Ara-2|Ara-6	5	62	83.32916205027752
Ara+4|Ara+5|Ara-1|Ara-3|Ara-4	5	64	87.66183659555122
Ara+4|Ara+5|Ara-1|Ara-3|Ara-5	5	59	67.89446624197782
Ara+4|Ara+5|Ara-1|Ara-3|Ara-6	5	51	73.28907274655833
Ara+4|Ara+5|Ara-1|Ara-4|Ara-5	5	65	87.52466571855355
Ara+4|Ara+5|Ara-1|Ara-4|Ara-6	5	60	106.60074852064382
Ara+4|Ara+5|Ara-1|Ara-5|Ara-6	5	49	81.68232222254966
Ara+4|Ara+5|Ara-2|Ara-3|Ara-4	5	83	90.27214976373848
Ara+4|Ara+5|Ara-2|Ara-3|Ara-5	5	88	86.06293529028201
Ara+4|Ara+5|Ara-2|Ara-3|Ara-6	5	69	86.61472731888394
Ara+4|Ara+5|Ara-2|Ara-4|Ara-5	5	85	101.9985928366975
Ara+4|Ara+5|Ara-2|Ara-4|Ara-6	5	69	102.26923006086577
Ara+4|Ara+5|Ara-2|Ara-5|Ara-6	5	67	93.97696216794014
Ara+4|Ara+5|Ara-3|Ara-4|Ara-5	5	67	84.7391091077659
Ara+4|Ara+5|Ara-3|Ara-4|Ara-6	5	56	103.15017686945356
Ara+4|Ara+5|Ara-3|Ara-5|Ara-6	5	56	82.09869373211659
Ara+4|Ara+5|Ara-4|Ara-5|Ara-6	5	55	109.06421175825376
Ara+4|Ara-1|Ara-2|Ara-3|Ara-4	5	75	83.8311253557816
Ara+4|Ara-1|Ara-2|Ara-3|Ara-5	5	60	59.49777984190547
Ara+4|Ara-1|Ara-2|Ara-3|Ara-6	5	63	81.3020242271196
Ara+4|Ara-1|Ara-2|Ara-4|Ara-5	5	71	87.33337206006703
Ara+4|Ara-1|Ara-2|Ara-4|Ara-6	5	74	116.3413004553828
Ara+4|Ara-1|Ara-2|Ara-5|Ara-6	5	53	77.65424340600201
Ara+4|Ara-1|Ara-3|Ara-4|Ara-5	5	57	80.87355460309064
Ara+4|Ara-1|Ara-3|Ara-4|Ara-6	5	59	104.31426597667398
Ara+4|Ara-1|Ara-3|Ara-5|Ara-6	5	46	73.46606324101475
Ara+4|Ara-1|Ara-4|Ara-5|Ara-6	5	52	110.28504817635108
Ara+4|Ara-2|Ara-3|Ara-4|Ara-5	5	78	89.19768767591367
Ara+4|Ara-2|Ara-3|Ara-4|Ara-6	5	72	110.69274045522488
Ara+4|Ara-2|Ara-3|Ara-5|Ara-6	5	62	86.28884782944192
Ara+4|Ara-2|Ara-4|Ara-5|Ara-6	5	65	107.09831149087856
Ara+4|Ara-3|Ara-4|Ara-5|Ara-6	5	52	90.64235367860744
Ara+5|Ara-1|Ara-2|Ara-3|Ara-4	5	88	87.53992831490734
Ara+5|Ara-1|Ara-2|Ara-3|Ara-5	5	80	68.84835124836938
Ara+5|Ara-1|Ara-2|Ara-3|Ara-6	5	65	71.41263559078475
Ara+5|Ara-1|Ara-2|Ara-4|Ara-5	5	86	87.34656302146371
Ara+5|Ara-1|Ara-2|Ara-4|Ara-6	5	69	89.8195163978326
Ara+5|Ara-1|Ara-2|Ara-5|Ara-6	5	58	73.32688669723774
Ara+5|Ara-1|Ara-3|Ara-4|Ara-5	5	68	80.75649425598468
Ara+5|Ara-1|Ara-3|Ara-4|Ara-6	5	63	92.82749441500512
Ara+5|Ara-1|Ara-3|Ara-5|Ara-6	5	52	66.62008957888062
Ara+5|Ara-1|Ara-4|Ara-5|Ara-6	5	53	91.809067601998
Ara+5|Ara-2|Ara-3|Ara-4|Ara-5	5	84	82.47168926723029
Ara+5|Ara-2|Ara-3|Ara-4|Ara-6	5	66	84.4405170934982
Ara+5|Ara-2|Ara-3|Ara-5|Ara-6	5	66	78.76452923705047
Ara+5|Ara-2|Ara-4|Ara-5|Ara-6	5	64	95.99659111894454
Ara+5|Ara-3|Ara-4|Ara-5|Ara-6	5	51	79.484709511419
Ara-1|Ara-2|Ara-3|Ara-4|Ara-5	5	74	75.37518127533933
Ara-1|Ara-2|Ara-3|Ara-4|Ara-6	5	77	96.357007636879
Ara-1|Ara-2|Ara-3|Ara-5|Ara-6	5	56	64.9123671580963
Ara-1|Ara-2|Ara-4|Ara-5|Ara-6	5	60	88.798916650923
Ara-1|Ara-3|Ara-4|Ara-5|Ara-6	5	52	88.157623504343
Ara-2|Ara-3|Ara-4|Ara-5|Ara-6	5	60	80.63430360432035
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5|Ara-1	6	66	166.80457574698002
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5|Ara-2	6	62	131.75958891639397
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5|Ara-3	6	54	122.24097420115572
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5|Ara-4	6	68	189.6217715691025
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5|Ara-5	6	64	159.23041666974578
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5|Ara-6	6	44	148.22705089078366
Ara+1|Ara+2|Ara+3|Ara+4|Ara-1|Ara-2	6	74	160.17590428779988
Ara+1|Ara+2|Ara+3|Ara+4|Ara-1|Ara-3	6	61	135.68561222861345
Ara+1|Ara+2|Ara+3|Ara+4|Ara-1|Ara-4	6	78	222.61672651417703
Ara+1|Ara+2|Ara+3|Ara+4|Ara-1|Ara-5	6	71	185.74124742922228
Ara+1|Ara+2|Ara+3|Ara+4|Ara-1|Ara-6	6	53	167.01377174999936
Ara+1|Ara+2|Ara+3|Ara+4|Ara-2|Ara-3	6	62	126.03719685740704
Ara+1|Ara+2|Ara+3|Ara+4|Ara-2|Ara-4	6	71	182.6381456076184
Ara+1|Ara+2|Ara+3|Ara+4|Ara-2|Ara-5	6	67	145.21670137907148
Ara+1|Ara+2|Ara+3|Ara+4|Ara-2|Ara-6	6	49	136.01262357689288
Ara+1|Ara+2|Ara+3|Ara+4|Ara-3|Ara-4	6	61	171.26334415013034
Ara+1|Ara+2|Ara+3|Ara+4|Ara-3|Ara-5	6	58	153.54474561670165
Ara+1|Ara+2|Ara+3|Ara+4|Ara-3|Ara-6	6	40	139.30195882369603
Ara+1|Ara+2|Ara+3|Ara+4|Ara-4|Ara-5	6	72	228.34739880123692
Ara+1|Ara+2|Ara+3|Ara+4|Ara-4|Ara-6	6	52	213.3256852561672
Ara+1|Ara+2|Ara+3|Ara+4|Ara-5|Ara-6	6	46	155.2755041768982
Ara+1|Ara+2|Ara+3|Ara+5|Ara-1|Ara-2	6	71	124.85142524148144
Ara+1|Ara+2|Ara+3|Ara+5|Ara-1|Ara-3	6	57	117.95202558160268
Ara+1|Ara+2|Ara+3|Ara+5|Ara-1|Ara-4	6	68	185.87964430223732
Ara+1|Ara+2|Ara+3|Ara+5|Ara-1|Ara-5	6	69	160.8955711925844
Ara+1|Ara+2|Ara+3|Ara+5|Ara-1|Ara-6	6	47	133.51021157859776
Ara+1|Ara+2|Ara+3|Ara+5|Ara-2|Ara-3	6	72	134.52061800030037
Ara+1|Ara+2|Ara+3|Ara+5|Ara-2|Ara-4	6	69	141.29271038498425
Ara+1|Ara+2|Ara+3|Ara+5|Ara-2|Ara-5	6	70	142.67068913040586
Ara+1|Ara+2|Ara+3|Ara+5|Ara-2|Ara-6	6	46	109.31733119875696
Ara+1|Ara+2|Ara+3|Ara+5|Ara-3|Ara-4	6	61	135.1247720729631
Ara+1|Ara+2|Ara+3|Ara+5|Ara-3|Ara-5	6	60	123.17890510727788
Ara+1|Ara+2|Ara+3|Ara+5|Ara-3|Ara-6	6	37	101.15640152219844
Ara+1|Ara+2|Ara+3|Ara+5|Ara-4|Ara-5	6	70	177.61047789978943
Ara+1|Ara+2|Ara+3|Ara+5|Ara-4|Ara-6	6	45	144.75997191242166
Ara+1|Ara+2|Ara+3|Ara+5|Ara-5|Ara-6	6	43	127.39404393505193
Ara+1|Ara+2|Ara+3|Ara-1|Ara-2|Ara-3	6	74	138.70201384310394
Ara+1|Ara+2|Ara+3|Ara-1|Ara-2|Ara-4	6	89	193.53288862949375
Ara+1|Ara+2|Ara+3|Ara-1|Ara-2|Ara-5	6	87	168.67711470184506
Ara+1|Ara+2|Ara+3|Ara-1|Ara-2|Ara-6	6	56	138.5646334223419
Ara+1|Ara+2|Ara+3|Ara-1|Ara-3|Ara-4	6	65	144.5812152172483
Ara+1|Ara+2|Ara+3|Ara-1|Ara-3|Ara-5	6	65	141.3060246737007
Ara+1|Ara+2|Ara+3|Ara-1|Ara-3|Ara-6	6	47	123.9423213123084
Ara+1|Ara+2|Ara+3|Ara-1|Ara-4|Ara-5	6	85	249.14053172606
Ara+1|Ara+2|Ara+3|Ara-1|Ara-4|Ara-6	6	57	210.9660236885452
Ara+1|Ara+2|Ara+3|Ara-1|Ara-5|Ara-6	6	47	136.61782403860602
Ara+1|Ara+2|Ara+3|Ara-2|Ara-3|Ara-4	6	70	137.4655877800311
Ara+1|Ara+2|Ara+3|Ara-2|Ara-3|Ara-5	6	65	117.91229987661754
Ara+1|Ara+2|Ara+3|Ara-2|Ara-3|Ara-6	6	49	117.15499484883048
Ara+1|Ara+2|Ara+3|Ara-2|Ara-4|Ara-5	6	81	189.2618412439824
Ara+1|Ara+2|Ara+3|Ara-2|Ara-4|Ara-6	6	54	164.13789951742154
Ara+1|Ara+2|Ara+3|Ara-2|Ara-5|Ara-6	6	51	131.56923860103848
Ara+1|Ara+2|Ara+3|Ara-3|Ara-4|Ara-5	6	58	150.3303654522582
Ara+1|Ara+2|Ara+3|Ara-3|Ara-4|Ara-6	6	45	139.22898957638648
Ara+1|Ara+2|Ara+3|Ara-3|Ara-5|Ara-6	6	41	130.14349808554536
Ara+1|Ara+2|Ara+3|Ara-4|Ara-5|Ara-6	6	47	162.90277777777777
Ara+1|Ara+2|Ara+4|Ara+5|Ara-1|Ara-2	6	60	131.81541683114483
Ara+1|Ara+2|Ara+4|Ara+5|Ara-1|Ara-3	6	50	120.7439769340888
Ara+1|Ara+2|Ara+4|Ara+5|Ara-1|Ara-4	6	64	192.14297616219108
Ara+1|Ara+2|Ara+4|Ara+5|Ara-1|Ara-5	6	62	171.07346541111824
Ara+1|Ara+2|Ara+4|Ara+5|Ara-1|Ara-6	6	44	146.16560098337573
Ara+1|Ara+2|Ara+4|Ara+5|Ara-2|Ara-3	6	60	124.73570245961514
Ara+1|Ara+2|Ara+4|Ara+5|Ara-2|Ara-4	6	66	168.65426904526197
Ara+1|Ara+2|Ara+4|Ara+5|Ara-2|Ara-5	6	69	162.1360260690469
Ara+1|Ara+2|Ara+4|Ara+5|Ara-2|Ara-6	6	46	128.67801946932008
Ara+1|Ara+2|Ara+4|Ara+5|Ara-3|Ara-4	6	56	171.11452302058942
Ara+1|Ara+2|Ara+4|Ara+5|Ara-3|Ara-5	6	60	155.97658033010364
Ara+1|Ara+2|Ara+4|Ara+5|Ara-3|Ara-6	6	37	119.63565543289997
Ara+1|Ara+2|Ara+4|Ara+5|Ara-4|Ara-5	6	66	222.72303992047057
Ara+1|Ara+2|Ara+4|Ara+5|Ara-4|Ara-6	6	47	184.4136702508149
Ara+1|Ara+2|Ara+4|Ara+5|Ara-5|Ara-6	6	46	170.53665760088643
Ara+1|Ara+2|Ara+4|Ara-1|Ara-2|Ara-3	6	58	123.57355411660647
Ara+1|Ara+2|Ara+4|Ara-1|Ara-2|Ara-4	6	70	180.87967823605604
Ara+1|Ara+2|Ara+4|Ara-1|Ara-2|Ara-5	6	64	149.1036483645443
Ara+1|Ara+2|Ara+4|Ara-1|Ara-2|Ara-6	6	50	169.83522805990495
Ara+1|Ara+2|Ara+4|Ara-1|Ara-3|Ara-4	6	55	157.0777906670746
Ara+1|Ara+2|Ara+4|Ara-1|Ara-3|Ara-5	6	57	156.9313690277273
Ara+1|Ara+2|Ara+4|Ara-1|Ara-3|Ara-6	6	40	130.48799759460798
Ara+1|Ara+2|Ara+4|Ara-1|Ara-4|Ara-5	6	67	197.767350912096
Ara+1|Ara+2|Ara+4|Ara-1|Ara-4|Ara-6	6	52	201.370882023734
Ara+1|Ara+2|Ara+4|Ara-1|Ara-5|Ara-6	6	44	165.07288234113528
Ara+1|Ara+2|Ara+4|Ara-2|Ara-3|Ara-4	6	63	156.24373392560844
Ara+1|Ara+2|Ara+4|Ara-2|Ara-3|Ara-5	6	64	136.5507263916139
