lines	n_lines	observed_count	D_value
Ara+2|Ara-4|Ara-5|Ara-6	4	81	55.424480423822125
Ara+3|Ara+4|Ara+5|Ara-1	4	85	40.83429011376382
Ara+3|Ara+4|Ara+5|Ara-2	4	99	38.87710709809127
Ara+3|Ara+4|Ara+5|Ara-3	4	89	39.6578785344514
Ara+3|Ara+4|Ara+5|Ara-4	4	92	49.6313008900705
Ara+3|Ara+4|Ara+5|Ara-5	4	92	44.32973588172898
Ara+3|Ara+4|Ara+5|Ara-6	4	68	43.36731599468138
Ara+3|Ara+4|Ara-1|Ara-2	4	98	38.84498065852127
Ara+3|Ara+4|Ara-1|Ara-3	4	80	35.86336733838792
Ara+3|Ara+4|Ara-1|Ara-4	4	108	57.23013567259662
Ara+3|Ara+4|Ara-1|Ara-5	4	86	43.03723907697171
Ara+3|Ara+4|Ara-1|Ara-6	4	80	53.05357348578959
Ara+3|Ara+4|Ara-2|Ara-3	4	100	39.70403115114337
Ara+3|Ara+4|Ara-2|Ara-4	4	103	47.63145785205889
Ara+3|Ara+4|Ara-2|Ara-5	4	96	40.90236592309959
Ara+3|Ara+4|Ara-2|Ara-6	4	77	43.42547142931352
Ara+3|Ara+4|Ara-3|Ara-4	4	89	46.72050567658722
Ara+3|Ara+4|Ara-3|Ara-5	4	83	38.828664359817154
Ara+3|Ara+4|Ara-3|Ara-6	4	66	41.93751028498942
Ara+3|Ara+4|Ara-4|Ara-5	4	98	56.400659126535736
Ara+3|Ara+4|Ara-4|Ara-6	4	77	60.26326453116142
Ara+3|Ara+4|Ara-5|Ara-6	4	63	42.54760252910912
Ara+3|Ara+5|Ara-1|Ara-2	4	100	34.82715834069989
Ara+3|Ara+5|Ara-1|Ara-3	4	82	31.298147240738476
Ara+3|Ara+5|Ara-1|Ara-4	4	94	41.295245087534646
Ara+3|Ara+5|Ara-1|Ara-5	4	92	38.75678134358179
Ara+3|Ara+5|Ara-1|Ara-6	4	70	37.90947215166329
Ara+3|Ara+5|Ara-2|Ara-3	4	121	39.20866911587866
Ara+3|Ara+5|Ara-2|Ara-4	4	107	40.875048818670734
Ara+3|Ara+5|Ara-2|Ara-5	4	106	37.13844459044349
Ara+3|Ara+5|Ara-2|Ara-6	4	73	35.385690904089905
Ara+3|Ara+5|Ara-3|Ara-4	4	84	38.92892730232134
Ara+3|Ara+5|Ara-3|Ara-5	4	99	41.403886931326674
Ara+3|Ara+5|Ara-3|Ara-6	4	62	32.9363460243893
Ara+3|Ara+5|Ara-4|Ara-5	4	91	44.01226482140688
Ara+3|Ara+5|Ara-4|Ara-6	4	63	40.78870273094186
Ara+3|Ara+5|Ara-5|Ara-6	4	63	36.7710222118269
Ara+3|Ara-1|Ara-2|Ara-3	4	110	35.41082612043471
Ara+3|Ara-1|Ara-2|Ara-4	4	132	54.97753142860827
Ara+3|Ara-1|Ara-2|Ara-5	4	114	42.23026726107502
Ara+3|Ara-1|Ara-2|Ara-6	4	84	39.798266649409925
Ara+3|Ara-1|Ara-3|Ara-4	4	94	43.24963931927233
Ara+3|Ara-1|Ara-3|Ara-5	4	86	35.9833200823477
Ara+3|Ara-1|Ara-3|Ara-6	4	73	38.36066592064837
Ara+3|Ara-1|Ara-4|Ara-5	4	109	57.04462634917144
Ara+3|Ara-1|Ara-4|Ara-6	4	85	55.70113289057163
Ara+3|Ara-1|Ara-5|Ara-6	4	63	38.26975936193783
Ara+3|Ara-2|Ara-3|Ara-4	4	115	46.36222784748039
Ara+3|Ara-2|Ara-3|Ara-5	4	105	35.97660361137261
Ara+3|Ara-2|Ara-3|Ara-6	4	77	34.92742685338104
Ara+3|Ara-2|Ara-4|Ara-5	4	115	48.31719966829401
Ara+3|Ara-2|Ara-4|Ara-6	4	83	47.14952375915457
Ara+3|Ara-2|Ara-5|Ara-6	4	72	38.70260931201443
Ara+3|Ara-3|Ara-4|Ara-5	4	81	37.81032746331372
Ara+3|Ara-3|Ara-4|Ara-6	4	66	39.66914469103711
Ara+3|Ara-3|Ara-5|Ara-6	4	61	33.95783452480946
Ara+3|Ara-4|Ara-5|Ara-6	4	62	42.55587898685407
Ara+4|Ara+5|Ara-1|Ara-2	4	96	40.903221039892856
Ara+4|Ara+5|Ara-1|Ara-3	4	75	33.10124020335167
Ara+4|Ara+5|Ara-1|Ara-4	4	96	54.997635933806144
Ara+4|Ara+5|Ara-1|Ara-5	4	84	42.49823894830257
Ara+4|Ara+5|Ara-1|Ara-6	4	73	48.71296026836691
Ara+4|Ara+5|Ara-2|Ara-3	4	117	46.04503379268824
Ara+4|Ara+5|Ara-2|Ara-4	4	115	57.21806450730634
Ara+4|Ara+5|Ara-2|Ara-5	4	120	54.48174923093794
Ara+4|Ara+5|Ara-2|Ara-6	4	94	53.3398717658108
Ara+4|Ara+5|Ara-3|Ara-4	4	92	47.65628744953902
Ara+4|Ara+5|Ara-3|Ara-5	4	105	51.27539358615354
Ara+4|Ara+5|Ara-3|Ara-6	4	83	52.22650222497351
Ara+4|Ara+5|Ara-4|Ara-5	4	97	59.63293812041571
Ara+4|Ara+5|Ara-4|Ara-6	4	80	63.37354741653656
Ara+4|Ara+5|Ara-5|Ara-6	4	77	53.131471644744366
Ara+4|Ara-1|Ara-2|Ara-3	4	92	37.15575520769239
Ara+4|Ara-1|Ara-2|Ara-4	4	111	54.563872957591535
Ara+4|Ara-1|Ara-2|Ara-5	4	85	36.74603399917204
Ara+4|Ara-1|Ara-2|Ara-6	4	87	52.227778038825896
Ara+4|Ara-1|Ara-3|Ara-4	4	85	48.189464152908045
Ara+4|Ara-1|Ara-3|Ara-5	4	72	34.35076903647121
Ara+4|Ara-1|Ara-3|Ara-6	4	75	47.80761539292266
Ara+4|Ara-1|Ara-4|Ara-5	4	86	49.856632621325694
Ara+4|Ara-1|Ara-4|Ara-6	4	91	69.22824190602041
Ara+4|Ara-1|Ara-5|Ara-6	4	61	44.22299544029489
Ara+4|Ara-2|Ara-3|Ara-4	4	112	53.64107129987501
Ara+4|Ara-2|Ara-3|Ara-5	4	106	45.3095060066645
Ara+4|Ara-2|Ara-3|Ara-6	4	90	49.492580641924725
Ara+4|Ara-2|Ara-4|Ara-5	4	109	56.24757393306194
Ara+4|Ara-2|Ara-4|Ara-6	4	100	67.43142932775238
Ara+4|Ara-2|Ara-5|Ara-6	4	84	50.7589188701989
Ara+4|Ara-3|Ara-4|Ara-5	4	86	49.50014075862692
Ara+4|Ara-3|Ara-4|Ara-6	4	79	62.25293307295406
Ara+4|Ara-3|Ara-5|Ara-6	4	69	46.7114657180408
Ara+4|Ara-4|Ara-5|Ara-6	4	72	57.55704709939319
Ara+5|Ara-1|Ara-2|Ara-3	4	110	36.34992887624466
Ara+5|Ara-1|Ara-2|Ara-4	4	125	50.26966121634276
Ara+5|Ara-1|Ara-2|Ara-5	4	113	40.52338436225185
Ara+5|Ara-1|Ara-2|Ara-6	4	84	41.85188204599026
Ara+5|Ara-1|Ara-3|Ara-4	4	98	46.18398332869191
Ara+5|Ara-1|Ara-3|Ara-5	4	95	38.77047598658414
Ara+5|Ara-1|Ara-3|Ara-6	4	75	42.21299546002774
Ara+5|Ara-1|Ara-4|Ara-5	4	99	52.312385568710624
Ara+5|Ara-1|Ara-4|Ara-6	4	81	52.5725083810445
Ara+5|Ara-1|Ara-5|Ara-6	4	68	42.32531201613661
Ara+5|Ara-2|Ara-3|Ara-4	4	120	47.785047372737154
Ara+5|Ara-2|Ara-3|Ara-5	4	127	47.829307848292686
Ara+5|Ara-2|Ara-3|Ara-6	4	89	42.91446099133146
Ara+5|Ara-2|Ara-4|Ara-5	4	123	55.606135269090736
Ara+5|Ara-2|Ara-4|Ara-6	4	89	51.98503618335934
Ara+5|Ara-2|Ara-5|Ara-6	4	88	46.18325142175549
Ara+5|Ara-3|Ara-4|Ara-5	4	92	44.308639797158285
Ara+5|Ara-3|Ara-4|Ara-6	4	75	48.5501636830371
Ara+5|Ara-3|Ara-5|Ara-6	4	77	42.47634211763264
Ara+5|Ara-4|Ara-5|Ara-6	4	70	47.98794695541917
Ara-1|Ara-2|Ara-3|Ara-4	4	124	50.324278949349896
Ara-1|Ara-2|Ara-3|Ara-5	4	99	35.910779725872764
Ara-1|Ara-2|Ara-3|Ara-6	4	95	45.6211986741375
Ara-1|Ara-2|Ara-4|Ara-5	4	118	54.44002611331109
Ara-1|Ara-2|Ara-4|Ara-6	4	105	61.10151015821983
Ara-1|Ara-2|Ara-5|Ara-6	4	77	39.692313121354594
Ara-1|Ara-3|Ara-4|Ara-5	4	83	41.07077964281315
Ara-1|Ara-3|Ara-4|Ara-6	4	89	58.95925952436202
Ara-1|Ara-3|Ara-5|Ara-6	4	66	38.11666219885616
Ara-1|Ara-4|Ara-5|Ara-6	4	69	48.78243463959752
Ara-2|Ara-3|Ara-4|Ara-5	4	105	41.60779449407839
Ara-2|Ara-3|Ara-4|Ara-6	4	95	52.66686682077163
Ara-2|Ara-3|Ara-5|Ara-6	4	82	41.53329019044622
Ara-2|Ara-4|Ara-5|Ara-6	4	83	50.11062531990784
Ara-3|Ara-4|Ara-5|Ara-6	4	66	43.503448713847455
Ara+1|Ara+2|Ara+3|Ara+4|Ara+5	5	80	81.26929252933384
Ara+1|Ara+2|Ara+3|Ara+4|Ara-1	5	93	99.74250706145226
Ara+1|Ara+2|Ara+3|Ara+4|Ara-2	5	84	77.6701336037727
Ara+1|Ara+2|Ara+3|Ara+4|Ara-3	5	72	74.09320743617214
Ara+1|Ara+2|Ara+3|Ara+4|Ara-4	5	92	117.66372546618555
Ara+1|Ara+2|Ara+3|Ara+4|Ara-5	5	83	93.31857771822
Ara+1|Ara+2|Ara+3|Ara+4|Ara-6	5	59	87.32971671532852
Ara+1|Ara+2|Ara+3|Ara+5|Ara-1	5	87	79.22397329007572
Ara+1|Ara+2|Ara+3|Ara+5|Ara-2	5	96	79.77876441511921
Ara+1|Ara+2|Ara+3|Ara+5|Ara-3	5	85	73.848660794237
Ara+1|Ara+2|Ara+3|Ara+5|Ara-4	5	91	102.19492572923885
Ara+1|Ara+2|Ara+3|Ara+5|Ara-5	5	89	84.58290824844771
Ara+1|Ara+2|Ara+3|Ara+5|Ara-6	5	54	65.72708487476503
Ara+1|Ara+2|Ara+3|Ara-1|Ara-2	5	116	99.8620006112846
Ara+1|Ara+2|Ara+3|Ara-1|Ara-3	5	83	74.10262614238582
Ara+1|Ara+2|Ara+3|Ara-1|Ara-4	5	110	122.38170765850114
Ara+1|Ara+2|Ara+3|Ara-1|Ara-5	5	106	108.3531653930988
Ara+1|Ara+2|Ara+3|Ara-1|Ara-6	5	65	80.04259260612609
Ara+1|Ara+2|Ara+3|Ara-2|Ara-3	5	97	72.09950002220928
Ara+1|Ara+2|Ara+3|Ara-2|Ara-4	5	109	100.70074542830548
Ara+1|Ara+2|Ara+3|Ara-2|Ara-5	5	100	85.03425991504758
Ara+1|Ara+2|Ara+3|Ara-2|Ara-6	5	64	71.36096152451438
Ara+1|Ara+2|Ara+3|Ara-3|Ara-4	5	78	78.00126521296416
Ara+1|Ara+2|Ara+3|Ara-3|Ara-5	5	77	73.14443105324496
Ara+1|Ara+2|Ara+3|Ara-3|Ara-6	5	51	63.18370086791946
Ara+1|Ara+2|Ara+3|Ara-4|Ara-5	5	103	117.87105313730834
Ara+1|Ara+2|Ara+3|Ara-4|Ara-6	5	62	88.58690269394738
Ara+1|Ara+2|Ara+3|Ara-5|Ara-6	5	56	76.09287027011347
Ara+1|Ara+2|Ara+4|Ara+5|Ara-1	5	75	83.20015586580045
Ara+1|Ara+2|Ara+4|Ara+5|Ara-2	5	80	74.83288809446191
Ara+1|Ara+2|Ara+4|Ara+5|Ara-3	5	67	67.46901161125902
Ara+1|Ara+2|Ara+4|Ara+5|Ara-4	5	83	106.02279262402526
Ara+1|Ara+2|Ara+4|Ara+5|Ara-5	5	80	87.04288601863175
Ara+1|Ara+2|Ara+4|Ara+5|Ara-6	5	54	84.07515073792085
Ara+1|Ara+2|Ara+4|Ara-1|Ara-2	5	82	76.85897850522804
Ara+1|Ara+2|Ara+4|Ara-1|Ara-3	5	65	63.33524833264647
Ara+1|Ara+2|Ara+4|Ara-1|Ara-4	5	87	109.75819227823244
Ara+1|Ara+2|Ara+4|Ara-1|Ara-5	5	77	90.2530931347447
Ara+1|Ara+2|Ara+4|Ara-1|Ara-6	5	58	85.56173327897606
Ara+1|Ara+2|Ara+4|Ara-2|Ara-3	5	75	70.7517004791939
Ara+1|Ara+2|Ara+4|Ara-2|Ara-4	5	89	101.7273613374828
Ara+1|Ara+2|Ara+4|Ara-2|Ara-5	5	83	77.42073715578084
Ara+1|Ara+2|Ara+4|Ara-2|Ara-6	5	60	74.93767623011702
Ara+1|Ara+2|Ara+4|Ara-3|Ara-4	5	70	84.43549553527278
Ara+1|Ara+2|Ara+4|Ara-3|Ara-5	5	71	76.8692558578384
Ara+1|Ara+2|Ara+4|Ara-3|Ara-6	5	46	63.6371749633142
Ara+1|Ara+2|Ara+4|Ara-4|Ara-5	5	84	114.95994000579672
Ara+1|Ara+2|Ara+4|Ara-4|Ara-6	5	62	109.36054350247124
Ara+1|Ara+2|Ara+4|Ara-5|Ara-6	5	55	83.98970663919341
Ara+1|Ara+2|Ara+5|Ara-1|Ara-2	5	98	78.70922425939048
Ara+1|Ara+2|Ara+5|Ara-1|Ara-3	5	76	67.47438652285308
Ara+1|Ara+2|Ara+5|Ara-1|Ara-4	5	96	109.2981112975105
Ara+1|Ara+2|Ara+5|Ara-1|Ara-5	5	101	103.02773919707197
Ara+1|Ara+2|Ara+5|Ara-1|Ara-6	5	56	71.4116796517136
Ara+1|Ara+2|Ara+5|Ara-2|Ara-3	5	94	72.99377823824368
Ara+1|Ara+2|Ara+5|Ara-2|Ara-4	5	101	92.77774684798872
Ara+1|Ara+2|Ara+5|Ara-2|Ara-5	5	106	88.98387570857766
Ara+1|Ara+2|Ara+5|Ara-2|Ara-6	5	60	67.33683623247984
Ara+1|Ara+2|Ara+5|Ara-3|Ara-4	5	81	87.6645836367214
Ara+1|Ara+2|Ara+5|Ara-3|Ara-5	5	88	81.0578771836387
Ara+1|Ara+2|Ara+5|Ara-3|Ara-6	5	47	59.61060360488299
Ara+1|Ara+2|Ara+5|Ara-4|Ara-5	5	102	115.98490840743357
Ara+1|Ara+2|Ara+5|Ara-4|Ara-6	5	59	88.54386804700974
Ara+1|Ara+2|Ara+5|Ara-5|Ara-6	5	59	77.95787689866903
Ara+1|Ara+2|Ara-1|Ara-2|Ara-3	5	88	69.88715859419781
Ara+1|Ara+2|Ara-1|Ara-2|Ara-4	5	116	114.8235371644628
Ara+1|Ara+2|Ara-1|Ara-2|Ara-5	5	113	107.1004688199305
Ara+1|Ara+2|Ara-1|Ara-2|Ara-6	5	68	74.78500935975168
Ara+1|Ara+2|Ara-1|Ara-3|Ara-4	5	80	87.19400742057275
Ara+1|Ara+2|Ara-1|Ara-3|Ara-5	5	85	82.32485846245025
Ara+1|Ara+2|Ara-1|Ara-3|Ara-6	5	54	71.49236120592037
Ara+1|Ara+2|Ara-1|Ara-4|Ara-5	5	111	134.73828496625208
Ara+1|Ara+2|Ara-1|Ara-4|Ara-6	5	68	108.95493218043288
Ara+1|Ara+2|Ara-1|Ara-5|Ara-6	5	59	80.84268586913507
Ara+1|Ara+2|Ara-2|Ara-3|Ara-4	5	89	82.14553940002392
Ara+1|Ara+2|Ara-2|Ara-3|Ara-5	5	87	70.71058296785478
Ara+1|Ara+2|Ara-2|Ara-3|Ara-6	5	58	63.44221588393837
Ara+1|Ara+2|Ara-2|Ara-4|Ara-5	5	113	113.44980746789398
Ara+1|Ara+2|Ara-2|Ara-4|Ara-6	5	70	94.56075437297812
Ara+1|Ara+2|Ara-2|Ara-5|Ara-6	5	67	77.60723427858791
Ara+1|Ara+2|Ara-3|Ara-4|Ara-5	5	77	86.40756902155117
Ara+1|Ara+2|Ara-3|Ara-4|Ara-6	5	55	80.75784211569193
Ara+1|Ara+2|Ara-3|Ara-5|Ara-6	5	52	64.4055315777852
Ara+1|Ara+2|Ara-4|Ara-5|Ara-6	5	63	99.121228838447
Ara+1|Ara+3|Ara+4|Ara+5|Ara-1	5	69	76.67588940579552
Ara+1|Ara+3|Ara+4|Ara+5|Ara-2	5	68	60.961338200696034
Ara+1|Ara+3|Ara+4|Ara+5|Ara-3	5	58	64.14536651225234
Ara+1|Ara+3|Ara+4|Ara+5|Ara-4	5	72	90.3525387087778
Ara+1|Ara+3|Ara+4|Ara+5|Ara-5	5	69	76.48213750103449
Ara+1|Ara+3|Ara+4|Ara+5|Ara-6	5	46	66.77058677031404
Ara+1|Ara+3|Ara+4|Ara-1|Ara-2	5	78	76.76426618627568
Ara+1|Ara+3|Ara+4|Ara-1|Ara-3	5	65	66.44475098209216
Ara+1|Ara+3|Ara+4|Ara-1|Ara-4	5	84	110.1349077301761
Ara+1|Ara+3|Ara+4|Ara-1|Ara-5	5	77	89.11102923341166
Ara+1|Ara+3|Ara+4|Ara-1|Ara-6	5	58	89.29831999424933
Ara+1|Ara+3|Ara+4|Ara-2|Ara-3	5	67	61.24897055085118
Ara+1|Ara+3|Ara+4|Ara-2|Ara-4	5	77	80.88183640415242
Ara+1|Ara+3|Ara+4|Ara-2|Ara-5	5	74	73.57514580693064
Ara+1|Ara+3|Ara+4|Ara-2|Ara-6	5	52	68.35542338618139
Ara+1|Ara+3|Ara+4|Ara-3|Ara-4	5	67	79.42259475167684
Ara+1|Ara+3|Ara+4|Ara-3|Ara-5	5	63	66.06058799430504
Ara+1|Ara+3|Ara+4|Ara-3|Ara-6	5	43	66.458034501617
Ara+1|Ara+3|Ara+4|Ara-4|Ara-5	5	79	106.02279084875364
Ara+1|Ara+3|Ara+4|Ara-4|Ara-6	5	56	102.04555859458496
Ara+1|Ara+3|Ara+4|Ara-5|Ara-6	5	49	78.68992615125592
Ara+1|Ara+3|Ara+5|Ara-1|Ara-2	5	77	63.36816055291842
Ara+1|Ara+3|Ara+5|Ara-1|Ara-3	5	64	60.05693665255884
Ara+1|Ara+3|Ara+5|Ara-1|Ara-4	5	73	81.6915502811087
Ara+1|Ara+3|Ara+5|Ara-1|Ara-5	5	75	70.98520101180046
Ara+1|Ara+3|Ara+5|Ara-1|Ara-6	5	53	72.05899634666135
Ara+1|Ara+3|Ara+5|Ara-2|Ara-3	5	82	63.2926193916485
Ara+1|Ara+3|Ara+5|Ara-2|Ara-4	5	76	72.6466467835341
Ara+1|Ara+3|Ara+5|Ara-2|Ara-5	5	80	65.61664083447187
Ara+1|Ara+3|Ara+5|Ara-2|Ara-6	5	52	57.612813621735576
Ara+1|Ara+3|Ara+5|Ara-3|Ara-4	5	67	68.46892406217407
Ara+1|Ara+3|Ara+5|Ara-3|Ara-5	5	71	66.03945704497995
Ara+1|Ara+3|Ara+5|Ara-3|Ara-6	5	42	53.831339148146746
Ara+1|Ara+3|Ara+5|Ara-4|Ara-5	5	76	88.9966235911055
Ara+1|Ara+3|Ara+5|Ara-4|Ara-6	5	49	76.31454327893823
Ara+1|Ara+3|Ara+5|Ara-5|Ara-6	5	49	66.51449214249944
Ara+1|Ara+3|Ara-1|Ara-2|Ara-3	5	81	63.89609816753855
Ara+1|Ara+3|Ara-1|Ara-2|Ara-4	5	99	100.3829070404424
Ara+1|Ara+3|Ara-1|Ara-2|Ara-5	5	97	84.05484053437029
Ara+1|Ara+3|Ara-1|Ara-2|Ara-6	5	64	74.63160000409323
Ara+1|Ara+3|Ara-1|Ara-3|Ara-4	5	71	78.11379254902184
Ara+1|Ara+3|Ara-1|Ara-3|Ara-5	5	72	69.16212264122449
Ara+1|Ara+3|Ara-1|Ara-3|Ara-6	5	53	65.79396984924624
Ara+1|Ara+3|Ara-1|Ara-4|Ara-5	5	94	112.64698852310084
Ara+1|Ara+3|Ara-1|Ara-4|Ara-6	5	64	102.82240291737034
Ara+1|Ara+3|Ara-1|Ara-5|Ara-6	5	52	72.53586678605448
Ara+1|Ara+3|Ara-2|Ara-3|Ara-4	5	78	70.69072896774418
Ara+1|Ara+3|Ara-2|Ara-3|Ara-5	5	75	59.4649681911818
Ara+1|Ara+3|Ara-2|Ara-3|Ara-6	5	57	58.882400354786974
Ara+1|Ara+3|Ara-2|Ara-4|Ara-5	5	90	89.17500522597516
Ara+1|Ara+3|Ara-2|Ara-4|Ara-6	5	61	81.18074969836498
Ara+1|Ara+3|Ara-2|Ara-5|Ara-6	5	59	69.95296168588106
Ara+1|Ara+3|Ara-3|Ara-4|Ara-5	5	65	71.86767288576301
Ara+1|Ara+3|Ara-3|Ara-4|Ara-6	5	49	71.21358355188552
Ara+1|Ara+3|Ara-3|Ara-5|Ara-6	5	47	62.714339962353804
Ara+1|Ara+3|Ara-4|Ara-5|Ara-6	5	52	80.19787588570537
Ara+1|Ara+4|Ara+5|Ara-1|Ara-2	5	67	64.6371451246607
Ara+1|Ara+4|Ara+5|Ara-1|Ara-3	5	54	57.30756731660824
Ara+1|Ara+4|Ara+5|Ara-1|Ara-4	5	69	92.21746656852896
Ara+1|Ara+4|Ara+5|Ara-1|Ara-5	5	68	79.67431238312119
Ara+1|Ara+4|Ara+5|Ara-1|Ara-6	5	49	79.38711592453309
Ara+1|Ara+4|Ara+5|Ara-2|Ara-3	5	75	73.10810329714094
Ara+1|Ara+4|Ara+5|Ara-2|Ara-4	5	78	94.13035315614547
Ara+1|Ara+4|Ara+5|Ara-2|Ara-5	5	86	87.22547809927914
Ara+1|Ara+4|Ara+5|Ara-2|Ara-6	5	53	69.2660011244945
Ara+1|Ara+4|Ara+5|Ara-3|Ara-4	5	67	85.31098167022182
Ara+1|Ara+4|Ara+5|Ara-3|Ara-5	5	76	85.98236208958446
Ara+1|Ara+4|Ara+5|Ara-3|Ara-6	5	42	61.12711598720338
Ara+1|Ara+4|Ara+5|Ara-4|Ara-5	5	75	102.73347763850724
Ara+1|Ara+4|Ara+5|Ara-4|Ara-6	5	51	96.87134267032216
Ara+1|Ara+4|Ara+5|Ara-5|Ara-6	5	48	82.51159565958505
Ara+1|Ara+4|Ara-1|Ara-2|Ara-3	5	64	59.754130597695095
Ara+1|Ara+4|Ara-1|Ara-2|Ara-4	5	78	91.32809407157222
Ara+1|Ara+4|Ara-1|Ara-2|Ara-5	5	71	71.30152219413517
Ara+1|Ara+4|Ara-1|Ara-2|Ara-6	5	57	76.52120767538844
Ara+1|Ara+4|Ara-1|Ara-3|Ara-4	5	60	75.9289942820655
Ara+1|Ara+4|Ara-1|Ara-3|Ara-5	5	61	68.80712245831566
Ara+1|Ara+4|Ara-1|Ara-3|Ara-6	5	44	70.60429984827083
Ara+1|Ara+4|Ara-1|Ara-4|Ara-5	5	73	103.86044886187372
Ara+1|Ara+4|Ara-1|Ara-4|Ara-6	5	59	115.48362008255232
Ara+1|Ara+4|Ara-1|Ara-5|Ara-6	5	48	77.9897353259554
Ara+1|Ara+4|Ara-2|Ara-3|Ara-4	5	76	82.50287150371229
Ara+1|Ara+4|Ara-2|Ara-3|Ara-5	5	80	80.5634444237397
Ara+1|Ara+4|Ara-2|Ara-3|Ara-6	5	50	63.58183685441976
Ara+1|Ara+4|Ara-2|Ara-4|Ara-5	5	84	99.65067007358054
Ara+1|Ara+4|Ara-2|Ara-4|Ara-6	5	62	100.2116108147968
Ara+1|Ara+4|Ara-2|Ara-5|Ara-6	5	56	82.24910674496667
Ara+1|Ara+4|Ara-3|Ara-4|Ara-5	5	69	91.39166723669906
Ara+1|Ara+4|Ara-3|Ara-4|Ara-6	5	46	76.81822487561904
Ara+1|Ara+4|Ara-3|Ara-5|Ara-6	5	46	74.48695282218557
Ara+1|Ara+4|Ara-4|Ara-5|Ara-6	5	53	96.7590104524744
Ara+1|Ara+5|Ara-1|Ara-2|Ara-3	5	78	64.48240288393524
Ara+1|Ara+5|Ara-1|Ara-2|Ara-4	5	88	87.74822609313651
Ara+1|Ara+5|Ara-1|Ara-2|Ara-5	5	95	85.94653354861056
Ara+1|Ara+5|Ara-1|Ara-2|Ara-6	5	55	63.62092446391663
Ara+1|Ara+5|Ara-1|Ara-3|Ara-4	5	68	72.77954934273107
Ara+1|Ara+5|Ara-1|Ara-3|Ara-5	5	77	73.64282691265039
Ara+1|Ara+5|Ara-1|Ara-3|Ara-6	5	47	59.63797225344761
Ara+1|Ara+5|Ara-1|Ara-4|Ara-5	5	86	101.25147389709092
Ara+1|Ara+5|Ara-1|Ara-4|Ara-6	5	55	85.27255560789956
Ara+1|Ara+5|Ara-1|Ara-5|Ara-6	5	52	68.03207440743833
Ara+1|Ara+5|Ara-2|Ara-3|Ara-4	5	89	86.48720262241086
Ara+1|Ara+5|Ara-2|Ara-3|Ara-5	5	95	84.12761627379071
Ara+1|Ara+5|Ara-2|Ara-3|Ara-6	5	56	61.4696745307292
Ara+1|Ara+5|Ara-2|Ara-4|Ara-5	5	99	105.18363148911148
Ara+1|Ara+5|Ara-2|Ara-4|Ara-6	5	60	79.2749108799868
Ara+1|Ara+5|Ara-2|Ara-5|Ara-6	5	63	79.66105415102403
Ara+1|Ara+5|Ara-3|Ara-4|Ara-5	5	77	89.52021975511146
Ara+1|Ara+5|Ara-3|Ara-4|Ara-6	5	49	71.79948523829364
Ara+1|Ara+5|Ara-3|Ara-5|Ara-6	5	51	67.5823513942157
Ara+1|Ara+5|Ara-4|Ara-5|Ara-6	5	55	91.48796596839742
Ara+1|Ara-1|Ara-2|Ara-3|Ara-4	5	81	79.50533665860037
Ara+1|Ara-1|Ara-2|Ara-3|Ara-5	5	84	73.13861529512687
Ara+1|Ara-1|Ara-2|Ara-3|Ara-6	5	61	65.33695956476181
Ara+1|Ara-1|Ara-2|Ara-4|Ara-5	5	101	108.3752420241342
Ara+1|Ara-1|Ara-2|Ara-4|Ara-6	5	72	96.59685951915203
Ara+1|Ara-1|Ara-2|Ara-5|Ara-6	5	62	73.96264219731131
Ara+1|Ara-1|Ara-3|Ara-4|Ara-5	5	72	84.81325384779066
Ara+1|Ara-1|Ara-3|Ara-4|Ara-6	5	54	77.86661232466788
Ara+1|Ara-1|Ara-3|Ara-5|Ara-6	5	52	68.97494573844747
Ara+1|Ara-1|Ara-4|Ara-5|Ara-6	5	57	93.52051902741644
Ara+1|Ara-2|Ara-3|Ara-4|Ara-5	5	84	83.97470908177881
Ara+1|Ara-2|Ara-3|Ara-4|Ara-6	5	60	78.2863442306655
Ara+1|Ara-2|Ara-3|Ara-5|Ara-6	5	61	70.84588907313125
Ara+1|Ara-2|Ara-4|Ara-5|Ara-6	5	65	95.72421319760312
Ara+1|Ara-3|Ara-4|Ara-5|Ara-6	5	52	83.42899327924978
Ara+2|Ara+3|Ara+4|Ara+5|Ara-1	5	76	81.23385223880385
Ara+2|Ara+3|Ara+4|Ara+5|Ara-2	5	85	77.0261747103279
Ara+2|Ara+3|Ara+4|Ara+5|Ara-3	5	81	84.84690641750153
Ara+2|Ara+3|Ara+4|Ara+5|Ara-4	5	83	104.4871836551604
Ara+2|Ara+3|Ara+4|Ara+5|Ara-5	5	79	87.2751941485464
Ara+2|Ara+3|Ara+4|Ara+5|Ara-6	5	60	84.30879959705204
Ara+2|Ara+3|Ara+4|Ara-1|Ara-2	5	86	79.720041251733
Ara+2|Ara+3|Ara+4|Ara-1|Ara-3	5	72	75.1712889931242
Ara+2|Ara+3|Ara+4|Ara-1|Ara-4	5	96	121.3930614288544
Ara+2|Ara+3|Ara+4|Ara-1|Ara-5	5	77	85.27674479013167
Ara+2|Ara+3|Ara+4|Ara-1|Ara-6	5	67	97.78845413527728
Ara+2|Ara+3|Ara+4|Ara-2|Ara-3	5	89	82.01039300498023
Ara+2|Ara+3|Ara+4|Ara-2|Ara-4	5	91	96.9419392404887
Ara+2|Ara+3|Ara+4|Ara-2|Ara-5	5	84	82.24642625304281
