WT at 42C_1,ALE1 at 42C,WT at 42C_2,ALE2 at 42C,WT at 42C_3,ALE3 at 42C,WT at 42C_4,ALE4 at 42C,WT at 42C_5,ALE5 at 42C,WT at 42C_6,ALE6 at 42C,WT at 42C_7,ALE7 at 42C,WT at 42C_8,ALE8 at 42C,WT at 42C_9,ALE9 at 42C,WT at 42C_10,ALE10 at 42C
8453.55,4101.22,8732.23,6777.45,9432.52,4131.23,8600.64,7639.11,9374.67,6456.12,8767.7,1729.73,8568.69,2708.99,8582.24,5219.38,9206.77,2878.2,8837.33,7433.04
7.25489,6.46104,7.49405,7.46385,8.09505,4.96598,7.38112,9.83385,8.0454,2.9591,7.52449,4.03396,7.3537,4.62399,7.36533,8.61567,7.90131,8.16153,7.58425,11.0785
21.7261,16.4813,22.4423,12.4019,24.2421,20.3822,22.1041,25.8736,24.0934,26.6304,22.5334,11.6009,22.022,8.80635,22.0568,20.1906,23.6619,24.0568,22.7124,13.9542
30.7832,23.2656,31.798,23.2603,34.348,27.1393,31.3188,38.316,34.1374,25.1113,31.9271,23.4493,31.2024,16.6205,31.2518,29.9043,33.526,20.6187,32.1807,32.9729
8.89752,4.7228,9.19084,5.62857,9.92791,8.18283,9.05234,14.0014,9.86702,11.3117,9.22818,8.79729,9.01871,8.87799,9.03298,7.3478,9.69031,6.31482,9.30146,9.9128
35.9801,16.3344,37.1662,66.563,40.1468,146.041,36.6062,82.6399,39.9006,92.3308,37.3172,27.3298,36.4702,19.7181,36.5278,148.287,39.186,95.8459,37.6136,214.441
83.169,29.0003,85.9108,191.789,92.8005,221.204,84.6162,297.024,92.2313,121.826,86.2598,23.3127,84.3018,43.1791,84.4351,448.598,90.5795,174.122,86.9448,655.087
19.1271,14.3058,19.7576,1031.6,21.3421,443.845,19.4599,2580.18,21.2112,420.024,19.8379,11.9715,19.3876,2.83186,19.4183,2420.57,20.8314,428.046,19.9954,3365.96
65.1868,1176.6,67.3358,1683.31,72.7359,1454.91,66.3211,2545.18,72.2898,1674.69,67.6093,436.72,66.0747,200.326,66.1792,3929.67,70.9951,823.927,68.1462,7735.34
16.9999,242.85,17.5603,524.086,18.9686,607.81,17.2957,472.247,18.8523,561.947,17.6317,86.0417,17.2314,29.8635,17.2587,1002.1,18.5146,325.446,17.7717,2146.68
12.8909,187.05,13.3159,166.648,14.3837,168.987,13.1152,161.74,14.2955,185.447,13.37,81.0399,13.0665,10.3395,13.0871,155.726,14.0395,103.563,13.4761,242.182
97.9167,58.3255,101.145,36.3314,109.256,71.6267,99.6205,26.045,108.586,82.5403,101.556,36.2538,99.2504,19.1783,99.4073,20.6272,106.641,76.2314,102.362,33.6362
84.3285,42.0137,87.1085,40.0192,94.0943,52.5613,85.7959,32.7085,93.5172,53.583,87.4624,30.7175,85.4771,46.6986,85.6123,36.5306,91.8424,24.3565,88.157,53.9366
696.551,479.103,719.514,650.498,777.216,667.782,708.671,610.078,772.449,635.262,722.437,615.906,706.039,543.989,707.155,591.379,758.615,557.126,728.174,582.887
58.9756,75.3584,60.9198,95.651,65.8053,48.6548,60.0018,183.507,65.4017,68.2763,61.1672,45.1658,59.7788,91.1581,59.8734,172.757,64.2304,44.6431,61.653,170.149
0,6.30227,0,29.7047,0,15.6872,0,30.8585,0,32.7929,0,1.21741,0,5.37725,0,3.20491,0,34.8199,0,14.3409
47.4172,39.7017,48.9804,12.9264,52.9084,4.71802,48.2423,9.68569,52.5839,7.16167,49.1793,26.5502,48.0631,12.1547,48.1391,44.5925,51.6422,15.2258,49.5699,11.5902
119.818,36.3962,123.768,82.5142,133.694,95.7032,121.903,75.5013,132.874,87.1642,124.271,46.6481,121.45,44.1558,121.642,56.0438,130.494,109.786,125.258,55.279
16.0123,6.43523,16.5402,7.91063,17.8666,12.1783,16.2909,13.1456,17.757,12.5358,16.6074,7.55119,16.2304,11.2157,16.2561,9.23982,17.439,16.0672,16.7392,15.6902
35.1802,18.5773,36.34,103.938,39.2543,41.0574,35.7924,112.021,39.0136,42.6793,36.4876,17.193,35.6594,6.71331,35.7158,45.5946,38.3148,51.9277,36.7774,88.5485
27.2566,9.29799,28.1552,86.6928,30.4131,20.2185,27.7309,219.651,30.2266,21.5138,28.2695,12.3234,27.6279,0.7548,27.6716,194.217,29.6852,35.5137,28.494,228.336
28.2305,81.0936,29.1611,71.4526,31.4997,45.278,28.7217,85.0093,31.3065,51.7229,29.2796,177.366,28.615,10.1383,28.6602,93.45,30.7458,40.6015,29.5121,133.584
0.81723,0,0.844171,0.334757,0.91187,0.870852,0.83145,0.560746,0.906278,0.327854,0.8476,0.132736,0.828361,0,0.829671,0,0.890046,1.30254,0.854331,0.165345
54.775,29.3402,56.5807,74.7553,61.1183,74.7553,55.7281,91.8974,60.7435,46.0223,56.8106,41.407,55.5211,6.19767,55.6089,139.021,59.6556,58.0104,57.2617,192.005
18.6079,8.27016,19.2214,32.4734,20.7628,31.7963,18.9317,37.7559,20.6355,23.6672,19.2994,17.7923,18.8614,2.19685,18.8912,67.8651,20.2659,28.0386,19.4527,66.6883
39.4872,4.07125,40.789,63.4076,44.0601,47.4273,40.1743,140.595,43.7899,30.5275,40.9547,5.64492,40.0251,1.08227,40.0884,91.3526,43.0056,44.4515,41.2799,92.0895
41.6744,4.77946,43.0483,55.9874,46.5006,33.5199,42.3996,41.1035,46.2154,31.242,43.2232,2.4935,42.2421,0.332619,42.3089,33.999,45.3877,41.923,43.5664,47.3023
73.2451,11.4397,75.6597,90.4599,81.7273,62.2369,74.5195,161.967,81.226,46.7134,75.967,9.53118,74.2427,3.21978,74.3601,128.654,79.7713,74.0671,76.5703,121.675
84.113,5.76419,86.8859,226.741,93.8538,80.5257,85.5766,154.833,93.2781,52.4389,87.2388,7.3861,85.2586,0.894742,85.3935,92.7521,91.6076,102.332,87.9316,94.5677
58.6708,16.4305,60.605,144.607,65.4653,62.8037,59.6917,151.041,65.0638,53.8456,60.8512,26.8948,59.47,1.73883,59.564,80.8916,63.8985,59.8672,61.3344,117.361
30.2256,46.5551,31.222,102.705,33.7259,57.7765,30.7515,103.295,33.519,53.0897,31.3488,145.439,30.6372,13.9932,30.6857,88.588,32.9187,52.6416,31.5978,137
44.9344,50.4113,46.4157,89.9956,50.1381,53.3789,45.7163,78.56,49.8306,58.2671,46.6043,97.9081,45.5464,13.6118,45.6185,85.389,48.9381,51.4492,46.9743,136.431
41.0946,55.0584,42.4494,67.9386,45.8537,58.0591,41.8097,53.3372,45.5724,61.8081,42.6218,126.182,41.6544,17.2692,41.7203,75.952,44.7562,48.8854,42.9603,109.591
110.3,172.779,113.936,66.2645,123.073,90.0828,112.219,62.5315,122.319,44.9433,114.399,16.0944,111.802,28.2838,111.979,38.4813,120.128,131.899,115.308,38.8321
61.26,14.3629,63.2795,61.87,68.3543,89.8307,62.326,41.9898,67.9351,103.062,63.5366,13.3478,62.0944,19.8211,62.1926,24.5899,66.7184,91.2122,64.0411,20.1248
56.2404,16.3375,58.0945,80.3834,62.7534,85.6988,57.219,45.8003,62.3685,118.759,58.3305,7.49477,57.0065,9.44893,57.0966,32.0569,61.2515,90.3365,58.7937,28.4644
10.0077,11.4404,10.3376,17.2596,11.1666,15.2228,10.1818,13.544,11.0982,16.0179,10.3796,8.62993,10.144,19.2269,10.16,21.3975,10.8994,8.92623,10.462,30.3344
1.48298,1.44818,1.53186,1.83888,1.65471,4.39289,1.50878,4.4519,1.64457,3.75512,1.53809,3.66114,1.50318,2.39602,1.50555,2.29074,1.61511,3.12567,1.5503,4.69921
3.36411,1.27803,3.47501,0.221689,3.75369,1.90935,3.42265,0.988021,3.73067,3.46279,3.48913,0,3.40993,5.93713,3.41532,1.50394,3.66386,6.0731,3.51684,0.653526
85.3753,35.4541,88.1898,51.3855,95.2623,52.1658,86.8609,33.1277,94.6781,72.0745,88.5481,31.3306,86.5382,69.9585,86.6751,34.6171,92.9824,68.7853,89.2513,35.4942
7618.37,4468.86,7869.51,8180.68,8500.62,7786.53,7750.93,8867.06,8448.48,7217.21,7901.48,4326.12,7722.13,2760.52,7734.34,7230.96,8297.17,8227.72,7964.23,5930.39
462.505,669.429,477.752,573.598,516.066,604.006,470.553,661.868,512.901,603.549,479.693,668.363,468.805,561.017,469.546,757.409,503.715,588.966,483.502,561.23
246.465,628.736,254.59,289.144,275.007,189.513,250.753,386.049,273.32,101.613,255.624,664.441,249.822,218.589,250.217,664.385,268.425,64.6481,257.654,751.825
22.5537,7.96545,23.2972,6.17492,25.1655,10.2082,22.9461,11.9496,25.0112,9.00651,23.3918,7.32222,22.8608,15.98,22.897,13.7139,24.5632,5.26478,23.5776,8.79229
178.353,462.916,184.233,259.67,199.008,161.801,181.457,182.49,197.787,132.717,184.981,273.749,180.783,126.492,181.068,160.671,194.245,177.674,186.45,151.342
212.246,217.014,219.243,234.205,236.825,145.473,215.939,240.05,235.373,149.541,220.133,215.378,215.137,212.361,215.477,268.532,231.157,171.108,221.882,201.768
2.94506,2.32709,3.04215,3.34764,3.28611,2.70259,2.9963,3.88386,3.26596,2.92178,3.0545,4.38302,2.98517,3.60161,2.98989,4.04663,3.20747,2.04095,3.07876,2.46002
0,0,0,0.688269,0,0.592217,0,1.2777,0,1.34324,0,1.42905,0,1.02395,0,0.622451,0,0.898595,0,0
0,0.886669,0,0,0,0.36676,0,0.48289,0,0.421561,0,2.88837,0,1.45997,0,1.77101,0,2.62732,0,0
1.11303,2.20409,1.14973,0.94089,1.24193,1.1289,1.1324,2.36902,1.23431,1.3863,1.1544,4.63906,1.12819,2.10258,1.12998,2.23949,1.21221,1.13806,1.16356,1.98473
0,0.84452,0,0,0,0,0,0.734879,0,0.214639,0,7.0376,0,1.47191,0,0,0,0.215041,0,0.648181
0,0,0,0,0,0,0,0,0,0,0,16.079,0,0,0,0,0,0,0,0
0,0.692147,0,0,0,0,0,0.202945,0,0.177941,0,7.46647,0,0.406034,0,1.72868,0,0,0,1.97319
27.807,17.6886,28.7237,13.4395,31.0273,20.2907,28.2909,21.5455,30.837,19.6549,28.8404,18.3177,28.1858,19.9443,28.2304,22.379,30.2847,17.2519,29.0694,21.6872
43.643,50.1345,45.0817,39.6236,48.6971,35.8967,44.4024,29.6674,48.3985,46.272,45.2649,27.3494,44.2374,41.2883,44.3074,27.4719,47.5317,33.7706,45.6243,42.6358
5.0451,666.898,5.21142,5.67943,5.62936,4.14153,5.13289,27.0316,5.59483,2.98139,5.23259,1240.55,5.11382,306.021,5.12191,302.595,5.49463,2.43204,5.27414,326.53
2.49509,21.5699,2.57735,4.26644,2.78404,3.94129,2.53851,5.65618,2.76697,5.35026,2.58782,17.5865,2.52908,19.9449,2.53308,17.8596,2.71741,8.53481,2.60837,20.9645
9278.67,21315,9584.55,10146.3,10353.2,9998.77,9440.12,8585.44,10289.7,17439.8,9623.49,8335.95,9405.05,14572.9,9419.93,10988,10105.4,33008.9,9699.91,10572.3
96.8358,63.224,100.028,50.6701,108.05,38.6822,98.5208,79.1102,107.387,50.1262,100.434,49.4358,98.1548,70.6105,98.31,51.3996,105.464,46.0234,101.232,66.0721
0,227.966,0,85.832,0,145.491,0,128.66,0,98.6674,0,62.7485,0,73.8458,0,60.3028,0,114.802,0,171.034
384.819,612.939,397.505,419.755,429.384,338.077,391.515,411.949,426.75,331.402,399.12,205.799,390.061,682.641,390.678,365.744,419.107,279.03,402.29,541.703
4.14491,2.7727,4.28155,1.44808,4.62492,3.92702,4.21703,6.45779,4.59655,7.27678,4.29895,3.40498,4.20137,6.6957,4.20801,5.054,4.51423,7.07274,4.33309,4.88574
156.723,63.1839,161.89,73.151,174.873,116.604,159.45,65.5559,173.8,133.281,162.547,84.2302,158.858,99.8262,159.109,79.0695,170.687,129.501,163.838,80.8495
286.142,458.493,295.575,826.53,319.279,730.635,291.121,806.048,317.321,528.387,296.776,667.466,290.04,290.976,290.498,620.56,311.638,473.257,299.133,603.259
351.873,124.22,363.473,310.418,392.622,306.401,357.996,253.908,390.214,405.156,364.949,111.004,356.666,199.239,357.23,167.222,383.225,386.55,367.848,187.918
397.759,203.084,410.871,311.459,443.822,458.289,404.68,289.22,441.1,357.019,412.54,201.886,403.176,219.602,403.814,302.002,433.2,447.334,415.816,246.876
72.8964,33.7964,75.2995,80.1176,81.3382,94.6645,74.1648,135.138,80.8394,105.77,75.6054,56.954,73.8893,64.4178,74.0061,67.4386,79.3916,100.789,76.2058,56.8004
83.7975,39.8656,86.56,68.9075,93.5018,108.693,85.2556,57.8683,92.9284,129.13,86.9117,71.2389,84.9389,62.3767,85.0733,42.432,91.264,144.574,87.6018,44.889
271.369,139.659,280.315,78.6439,302.795,289.783,276.091,155.228,300.938,299.327,281.454,166.242,275.065,174.126,275.5,133.454,295.549,432.468,283.689,141.387
477.12,212.554,492.849,157.91,532.374,429.368,485.422,207.548,529.109,412.567,494.851,311.84,483.619,293.653,484.384,243.675,519.633,437.647,498.781,190.339
40.1014,23.2031,41.4234,27.3714,44.7454,42.1449,40.7992,20.341,44.4709,50.0638,41.5916,21.8402,40.6476,43.4313,40.7119,11.6592,43.6745,54.076,41.9219,22.509
137.375,83.3194,141.903,84.7012,153.283,150.428,139.765,84.9512,152.343,151.934,142.48,120.554,139.246,186.004,139.466,73.3879,149.615,194.425,143.611,96.4759
164.33,97.6494,169.747,85.3949,183.36,142.691,167.189,82.717,182.236,167.619,170.437,153.265,166.568,109.16,166.832,89.4518,178.972,187.169,171.79,92.7024
584.932,584.475,604.215,658.071,652.671,713.999,595.11,763.875,648.668,669.966,606.669,662.147,592.899,415.335,593.837,493.64,637.05,710.562,611.487,480.278
690.681,540.281,713.45,592.59,770.666,584.18,702.699,479.13,765.939,563.054,716.348,583.506,700.088,335.958,701.195,414.306,752.221,589.047,722.037,365.696
199.971,418.297,206.564,121.639,223.129,53.2912,203.451,147.432,221.761,69.942,207.403,233.394,202.695,78.7163,203.016,272.304,217.789,93.0702,209.05,189.117
3.00144,2.68402,3.10039,2.20616,3.34903,3.46387,3.05367,4.02588,3.32849,4.11686,3.11298,2.04737,3.04232,3.35793,3.04714,3.81156,3.26888,2.74097,3.1377,6.31951
0,0,0,0,0,1.04099,0,0,0,0.29661,0,0,0,0,0,0,0,0,0,0
0.607519,0.719065,0.627547,0.127595,0.677874,0.333597,0.61809,0.713624,0.673716,1.87886,0.630096,0.716812,0.615794,1.28294,0.616768,0.520507,0.66165,0.494389,0.6351,1.13882
0,1.75713,0,0.433678,0,1.45558,0,0,0,1.25452,0,0.318601,0,0.482666,0,0,0,0,0,0
1.63503,1.19789,1.68893,0,1.82437,0.520495,1.66348,0,1.81318,2.66949,1.69579,2.09297,1.6573,0.680694,1.65992,0.826896,1.78071,0.301404,1.70925,0.59521
9.52087,7.98966,9.83474,6.75899,10.6234,6.76519,9.68653,7.00112,10.5583,10.9373,9.87469,12.3647,9.65055,14.823,9.66581,11.7445,10.3692,6.54554,9.9531,12.1674
5.51335,6.57807,5.6951,3.19933,6.15183,6.70945,5.60928,4.0594,6.1141,5.97475,5.71824,3.01464,5.58844,5.24364,5.59728,8.26982,6.0046,3.91685,5.76365,9.74982
62.8209,123.068,64.8919,45.9753,70.0959,51.8868,63.914,45.1064,69.666,32.0782,65.1555,85.7266,63.6766,76.3735,63.7773,36.8037,68.4183,90.6972,65.6729,40.4277
95.6908,67.5456,98.8454,111.526,106.772,94.1767,97.3559,133.717,106.118,102.388,99.2469,69.8711,96.9942,251.965,97.1476,93.1141,104.217,145.47,100.035,84.3475
53.1714,37.9443,54.9243,47.2899,59.329,50.4653,54.0966,33.2865,58.9651,48.4171,55.1474,19.755,53.8956,129.029,53.9809,23.8371,57.9091,67.1174,55.5853,19.9876
51.5918,39.2311,53.2926,34.7264,57.5664,56.1473,52.4895,35.0794,57.2133,55.8219,53.509,19.5579,52.2945,125.438,52.3772,22.1618,56.1887,64.1865,53.934,21.5785
376.505,337.808,388.917,340.966,420.106,314.375,383.056,366.215,417.53,364.242,390.497,139.379,381.633,758.771,382.237,344.223,410.052,375.032,393.598,314.584
332.528,540.17,343.49,303.641,371.036,362.142,338.314,341.946,368.761,197.914,344.885,416.814,337.057,292.67,337.59,358.828,362.156,331.332,347.624,395.499
150.096,55.7276,155.044,99.4075,167.478,134.261,152.708,56.9976,166.451,131.001,155.674,73.6234,152.14,111.203,152.381,39.6541,163.47,144.902,156.91,57.769
905.183,281.81,935.023,485.459,1010.01,719.543,920.933,342.935,1003.81,589.906,938.821,468.014,917.512,408.554,918.963,439.762,985.836,662.04,946.277,445.815
371.738,201.729,383.993,216.556,414.788,303.896,378.207,279.16,412.244,214.273,385.553,304.238,376.802,214.017,377.398,404.964,404.861,287.154,388.615,331.529
459.835,364.551,474.994,413.151,513.087,454.676,467.836,580.09,509.94,339.742,476.923,432.911,466.098,374.657,466.835,651.089,500.807,447.626,480.711,472.558
364.25,124.47,376.258,282.031,406.433,366.386,370.588,218.325,403.94,343.908,377.787,140.618,369.212,90.5953,369.796,137.573,396.706,391.53,380.787,112.507
146.419,227.837,151.246,133.16,163.375,136.018,148.967,147.494,162.373,93.8876,151.86,296.081,148.413,122.401,148.648,201.181,159.465,101.554,153.066,161.098
284.414,780.253,293.791,301.426,317.351,264.59,289.363,349.564,315.405,235.326,294.984,434.088,288.288,627.009,288.744,329.223,309.756,250.468,297.327,306.548
294.265,474.807,303.966,175.261,328.343,333.542,299.386,262.225,326.329,335.274,305.201,497.879,298.273,394.615,298.745,387.405,320.485,337.655,307.625,372.385
180.182,851.238,186.122,151.554,201.048,192.089,183.317,294.511,199.815,190.91,186.878,1073.93,182.636,275.029,182.925,751.154,196.236,212.694,188.362,344.406
113.235,2726.73,116.968,1712.99,126.348,121.05,115.205,143.895,125.574,88.439,117.443,2534.25,114.777,132.283,114.959,1855.87,123.325,106.068,118.376,133.983
155.658,10797.7,160.79,7507.74,173.684,88.736,158.367,125.223,172.619,101.08,161.443,10280,157.778,260.045,158.028,5975.3,169.528,118.191,162.725,165.699
109.128,7775.32,112.725,1669.01,121.766,83.5862,111.027,125.57,121.019,99.0437,113.183,3214.94,110.614,175.307,110.789,2383.68,118.851,82.6445,114.082,168.285
660.446,542.454,682.218,570.942,736.929,635.373,671.938,407.945,732.41,640.726,684.989,591.726,669.441,680.616,670.5,293.678,719.292,661.464,690.429,468.706
5.56977,965.579,5.75338,6.10054,6.21478,3.16647,5.66668,2.03247,6.17666,2.93029,5.77675,18.53,5.64563,47.1272,5.65456,5.64767,6.06604,1.13185,5.82263,3.47473
0,520.542,0,19.6239,0,10.7245,0,39.6876,0,19.2682,0,28.3976,0,85.3129,0,30.6585,0,6.21823,0,41.6843
967.494,1160.79,999.389,873.106,1079.54,933.414,984.328,1051.78,1072.91,910.772,1003.45,1466.63,980.672,781.923,982.223,1652.09,1053.7,945.604,1011.42,1596.08
717.878,802.79,741.543,837.125,801.012,662.174,730.369,923.409,796.1,769.122,744.556,1062.73,727.656,807.878,728.806,1169.51,781.842,838.413,750.468,994.917
193.827,43.8718,200.217,19.5781,216.274,232.667,197.2,76.8173,214.947,233.682,201.03,125.969,196.467,77.7465,196.778,35.7288,211.098,182.011,202.627,67.4882
102.379,94.7683,105.754,103.398,114.235,103.288,104.161,112.199,113.535,91.7957,106.184,157.413,103.774,114.691,103.938,128.564,111.501,77.3879,107.027,146.782
508.735,477.858,525.506,426.887,567.65,652.467,517.587,471.267,564.169,527.059,527.641,588.848,515.665,398.839,516.48,548.594,554.065,569.091,531.831,504.268
508.182,627.392,524.935,495.38,567.033,613.13,517.025,390.783,563.555,442.983,527.067,940.847,515.104,384.37,515.918,475.926,553.462,450.499,531.253,511.313
13.0314,5.3725,13.461,4.67353,14.5405,10.7812,13.2581,0,14.4513,10.9615,13.5157,1.49072,13.2089,8.08255,13.2298,2.0991,14.1925,8.91903,13.623,2.4798
24.1469,8.42835,24.943,6.29107,26.9433,9.61033,24.5671,11.4098,26.778,6.17137,25.0443,5.70109,24.4758,15.6162,24.5145,12.5431,26.2984,6.37301,25.2432,9.83177
1.08943,2.04325,1.12534,1.96503,1.21559,2.5503,1.10838,2.81925,1.20813,3.40495,1.12991,1.53669,1.10427,4.2176,1.10601,3.63812,1.1865,1.21195,1.13889,3.05465
58.0453,38.3304,59.9589,26.5785,64.7673,53.4745,59.0553,56.0993,64.3701,50.3262,60.2024,61.6347,58.8359,37.5681,58.929,64.4932,63.2173,55.1471,60.6805,47.3055
62.8625,43.6717,64.9348,46.7035,70.1424,63.3876,63.9563,71.5463,69.7122,51.2611,65.1986,43.6628,63.7187,36.6522,63.8195,67.4808,68.4636,48.4058,65.7164,60.1879
43.0682,12.4933,44.488,9.50449,48.0558,25.3754,43.8176,16.9013,47.761,15.1596,44.6687,14.0443,43.6548,12.4209,43.7239,20.0948,46.9056,21.8748,45.0234,15.5478
8.27347,5.21288,8.54622,9.34419,9.23159,8.8574,8.41743,4.4739,9.17497,4.34727,8.58093,6.6992,8.38616,8.16596,8.39942,7.51565,9.01065,4.34159,8.64908,7.86735
3.50093,0.397844,3.61634,4.57643,3.90636,3.06903,3.56185,0.953229,3.8824,1.04609,3.63103,1.54735,3.54862,1.18933,3.55423,1.30313,3.81287,1.02864,3.65987,1.05764
207.885,1189.08,214.738,377.203,231.959,248.366,211.502,1205.24,230.537,101.383,215.611,737.598,210.717,715.27,211.05,976.762,226.408,188.991,217.323,1359.16
6.40573,9.93777,6.6169,5.04672,7.14755,11.7447,6.51719,9.11871,7.10371,6.41978,6.64378,13.9785,6.49298,14.8165,6.50325,8.16602,6.97649,6.28145,6.69654,10.649
0,5.39421,0,0,0,0,0,3.72071,0,2.14092,0,2.83976,0,11.4599,0,1.53293,0,8.70553,0,0
4.83499,0.840169,4.99438,2.08255,5.39491,1.40088,4.91912,8.74656,5.36182,7.23635,5.01467,1.22979,4.90084,10.2005,4.9086,6.75078,5.26579,5.40991,5.05449,4.82031
0,2.4138,0,0.362432,0,0.156868,0,3.03377,0,1.59601,0,0.429354,0,1.61855,0,0.492214,0,0.353074,0,1.78774
0,0.53842,0,0.552878,0,0.47295,0,4.30231,0,0.807028,0,0,0,2.46613,0,0,0,2.99256,0,0.810622
60.9437,25.4468,62.9528,8.41268,68.0014,9.48007,62.0042,13.0845,67.5843,9.50976,63.2085,20.0205,61.7738,13.7586,61.8715,29.3558,66.3739,24.4341,63.7105,14.6856
38.5768,13.2825,39.8485,13.6242,43.0442,9.29607,39.248,11.0699,42.7802,14.6355,40.0104,15.5716,39.1022,16.5131,39.164,13.2825,42.014,16.187,40.3281,9.81378
56.2769,60.3243,58.1321,33.7431,62.7941,24.3092,57.2561,22.7063,62.409,29.6538,58.3683,27.4192,57.0434,48.4912,57.1336,9.14459,61.2913,16.2154,58.8318,8.24882
331.66,513.171,342.594,252.042,370.068,254.877,337.431,274.373,367.799,188.782,343.985,270.041,336.177,238.063,336.709,335.663,361.211,167.864,346.717,240.014
455.08,375.244,470.082,247.617,507.781,259.368,462.999,181.035,504.667,206.914,471.992,233.071,461.279,202.31,462.008,274.092,495.628,147.665,475.74,223.803
330.528,327.13,341.424,242.293,368.805,249.083,336.279,208.179,366.543,194.485,342.811,273.467,335.03,232.181,335.56,272.808,359.979,161.56,345.534,229.091
229.09,208.683,236.642,154.946,255.62,241.845,233.076,176.986,254.052,173.232,237.603,269.475,232.21,201.225,232.577,203.214,249.502,136.983,239.49,161.167
81.9345,62.1955,84.6356,66.1848,91.4231,90.2467,83.3602,58.7188,90.8623,92.0831,84.9794,110.375,83.0505,115.706,83.1819,80.4578,89.235,65.5542,85.6543,74.2903
17.2939,80.7626,17.864,23.4178,19.2967,12.2857,17.5948,50.2075,19.1783,6.49471,17.9366,81.4738,17.5295,107.251,17.5572,90.1445,18.8348,5.39075,18.079,83.1056
0.892695,2.75863,0.922124,2.35581,0.996075,1.72555,0.908229,1.82026,0.989966,1.59601,0.92587,1.43118,0.904854,5.66494,0.906285,3.93771,0.972236,0.176537,0.933223,4.82689
3.11633,2.29543,3.21907,1.76039,3.47723,2.2541,3.17056,2.93338,3.4559,2.56706,3.23215,3.58784,3.15878,1.96265,3.16378,0.397418,3.39401,0.867799,3.25781,4.29473
0.321391,0.259159,0.331986,0.559435,0.35861,1.2278,0.326983,1.5682,0.35641,1.10213,0.333334,0.799632,0.325768,1.48544,0.326283,0.666523,0.350027,1.61589,0.335981,0.627683
2.44283,3.39032,2.52336,0,2.72572,2.11724,2.48533,2.31978,2.709,1.6206,2.53361,0,2.4761,5.60807,2.48001,0.567011,2.66048,0,2.55373,0
2452.83,2643,2533.69,2581.7,2736.89,1639.12,2495.51,2051.92,2720.1,1550.46,2543.99,631.775,2486.24,1744.91,2490.17,1799.54,2671.38,2563.13,2564.19,1935.56
804.997,99.3921,831.535,260.811,898.22,285.058,819.004,75.0831,892.711,461.406,834.912,9.01235,815.961,49.1886,817.252,27.5963,876.723,665.471,841.543,56.8481
492.431,146.646,508.665,385.062,549.457,277.52,500.999,141.888,546.088,416.949,510.731,7.6545,499.138,29.9213,499.928,41.4213,536.307,520.917,514.787,86.1802
1361.88,292.879,1406.78,696.528,1519.59,463.134,1385.58,450.4,1510.27,626.286,1412.49,77.8848,1380.43,88.4192,1382.61,248.006,1483.23,1034.33,1423.71,435.979
1405.83,396.853,1452.18,877.469,1568.64,502.959,1430.3,708.877,1559.02,755.304,1458.08,135.976,1424.98,152.218,1427.24,470.637,1531.1,1323.18,1469.66,873.003
1006.61,545.841,1039.79,801.844,1123.18,548.149,1024.12,679.143,1116.29,643.192,1044.02,581.129,1020.32,355.72,1021.93,581.632,1096.3,917.773,1052.31,894.825
1837.35,1515.6,1897.92,1113.16,2050.12,694.863,1869.32,811.74,2037.55,745.817,1905.63,916.612,1862.37,667.35,1865.32,715.12,2001.06,953.472,1920.76,1141.54
1768.61,1309.67,1826.91,912.58,1973.42,683.566,1799.38,949.973,1961.32,601.268,1834.33,902.846,1792.7,436.138,1795.53,688.189,1926.19,759.521,1848.9,1022.03
1767.03,1575.25,1825.28,1000.29,1971.66,643.428,1797.78,1101.86,1959.57,694.463,1832.7,960.611,1791.1,488.913,1793.93,837.198,1924.47,745.264,1847.25,1339.26
26.8495,28.4597,27.7346,31.1542,29.9588,37.7235,27.3167,29.331,29.7751,30.5694,27.8473,19.9367,27.2152,26.132,27.2582,39.7851,29.2418,36.5792,28.0684,28.3663
0.410713,1.64468,0.424253,0.265115,0.458276,0.232197,0.41786,0.891114,0.455465,0.782588,0.425976,0.287092,0.416307,1.38288,0.416966,0.962218,0.447308,0.42625,0.429359,0.351904
16.2784,18.7715,16.8151,12.9856,18.1636,16.2885,16.5617,19.2009,18.0522,15.7236,16.8834,12.5265,16.5001,18.6362,16.5262,19.8832,17.7289,11.0658,17.0174,22.6921
663.2,2584.64,685.063,512.331,740.002,1364.9,674.74,1359.33,735.464,665.034,687.846,1545.25,672.233,1669.79,673.296,2174.28,722.292,483.075,693.308,1715.1
423.61,1901.24,437.575,339.793,472.666,1181.06,430.981,597.345,469.768,582.859,439.352,1658.33,429.38,1257.35,430.059,1271.68,461.354,454.09,442.841,1040.62
290.741,566.677,300.326,90.3604,324.411,241.703,295.8,131.23,322.421,191.069,301.546,175.148,294.701,464.825,295.167,206.433,316.647,143.605,303.94,168.059
180.731,147.535,186.689,143.051,201.661,435.151,183.876,146.416,200.424,301.204,187.448,210.986,183.193,192.95,183.483,154.212,196.835,328.687,188.936,151.148
372.84,142.816,385.132,208.16,416.018,316.449,379.328,137.158,413.466,394.462,386.696,92.6845,377.919,166.127,378.516,123.883,406.061,388.395,389.767,158.321
218.563,72.3828,225.768,111.413,243.874,170.02,222.366,61.6808,242.378,191.865,226.685,64.6111,221.54,89.7908,221.89,50.764,238.037,206.874,228.486,69.3704
