WT at 42C_1,ALE1 at 42C,WT at 42C_2,ALE2 at 42C,WT at 42C_3,ALE3 at 42C,WT at 42C_4,ALE4 at 42C,WT at 42C_5,ALE5 at 42C,WT at 42C_6,ALE6 at 42C,WT at 42C_7,ALE7 at 42C,WT at 42C_8,ALE8 at 42C,WT at 42C_9,ALE9 at 42C,WT at 42C_10,ALE10 at 42C
807.393,249.995,834.01,859.353,900.894,660.745,821.442,1157.93,895.369,731.879,837.398,191.696,818.39,22.9504,819.685,618.188,879.333,488.456,844.048,462.995
1397.18,117.811,1443.24,1176.12,1558.98,760.75,1421.49,1047.45,1549.42,1001.51,1449.1,64.025,1416.21,13.0019,1418.45,365.103,1521.67,705.766,1460.61,249.766
69.9995,25.918,72.3071,41.37,78.1059,44.6552,71.2175,30.9828,77.6268,58.8844,72.6009,39.9702,70.9529,58.8751,71.0652,47.3205,76.2366,20.8885,73.1774,44.0994
22.8639,12.0639,23.6176,11.4735,25.5117,17.0279,23.2617,22.5593,25.3552,26.7848,23.7136,13.7468,23.1753,37.7467,23.2119,17.2357,24.9011,16.5119,23.9019,19.9744
19.7084,18.754,20.3581,19.7574,21.9907,22.2651,20.0513,14.5173,21.8559,20.1415,20.4408,10.5189,19.9768,29.317,20.0084,17.3821,21.4644,5.30794,20.6031,20.4904
28.4714,10.0436,29.41,14.2803,31.7686,16.9384,28.9668,20.9284,31.5737,24.2572,29.5295,3.73531,28.8592,21.9201,28.9048,6.78163,31.0083,3.07472,29.764,19.0388
19.4962,10.9331,20.1389,14.35,21.754,13.8641,19.8354,11.2161,21.6205,21.8351,20.2207,6.66731,19.7617,14.9019,19.793,10.1528,21.2333,6.77628,20.3813,19.0358
18.052,4.99291,18.6471,6.48172,20.1426,4.55279,18.3661,1.95565,20.019,9.77495,18.7229,1.38601,18.2979,7.23708,18.3268,4.75891,19.6605,4.60484,18.8716,5.87935
10.3433,4.49782,10.6843,11.353,11.5412,10.7478,10.5233,5.35035,11.4704,4.14471,10.7277,2.70043,10.4842,1.80266,10.5008,6.55278,11.265,5.47472,10.8129,6.18366
4.53924,1.34722,4.68888,2.51481,5.06491,2.08936,4.61822,1.74196,5.03384,2.82272,4.70792,2.1194,4.60106,2.54221,4.60834,0.162869,4.94369,1.97038,4.74531,0.594251
2.04313,4.5999,2.11048,2.99597,2.27974,3.80828,2.07868,3.21719,2.26575,4.3341,2.11906,2.39953,2.07096,3.42102,2.07423,1.56254,2.22517,2.33067,2.13588,4.89816
814.884,217.756,841.747,732.076,909.252,477,829.063,1140.25,903.676,920.611,845.167,55.9371,825.983,21.6754,827.289,755.075,887.491,1326.64,851.878,805.266
1140.36,122.224,1177.95,1144.24,1272.42,812.758,1160.2,1423.09,1264.61,1094.48,1182.73,55.3281,1155.89,16.2245,1157.72,834.832,1241.96,1601.19,1192.13,677.452
1403.35,66.7883,1449.62,1287.28,1565.87,922.351,1427.77,1120.14,1556.27,1139.92,1455.5,28.0398,1422.47,16.9927,1424.72,237.859,1528.39,1799.21,1467.06,123.317
91.0045,66.7381,94.0046,67.5535,101.543,83.0503,92.588,39.0619,100.921,142.993,94.3864,59.2649,92.244,78.7371,92.3899,70.9753,99.1131,209.355,95.136,60.6503
4.21967,44.6296,4.35878,7.4465,4.70834,4.82419,4.2931,11.0974,4.67946,8.1612,4.37649,62.4614,4.27715,44.1958,4.28391,24.4102,4.59565,7.51065,4.41124,24.2822
0,0,0,0,0,1.52559,0,0,0,1.89651,0,35.129,0,27.8075,0,8.30374,0,2.44944,0,12.5543
2.36836,18.9917,2.44643,1.64007,2.64263,2.07021,2.40957,6.79936,2.62642,1.58361,2.45637,19.7082,2.40062,13.2376,2.40441,4.43104,2.57938,8.5968,2.47588,11.4746
7.21653,4.99687,7.45443,8.00996,8.05225,4.25363,7.3421,5.24678,8.00286,4.59611,7.48471,3.662,7.31482,7.0968,7.32639,3.51496,7.85953,8.54096,7.54415,6.47326
6.9925,1.56262,7.22302,4.01984,7.80228,1.8359,7.11417,2.08614,7.75443,6.52291,7.25236,3.71391,7.08775,2.09213,7.09895,1.45287,7.61555,0.263497,7.30995,2.62162
3.95587,1.29558,4.08628,1.37608,4.41398,3.35366,4.0247,1.38474,4.38691,2.56513,4.10288,0.990939,4.00975,2.61317,4.01609,0.56122,4.30834,1.60124,4.13546,0.545327
0,2.06111,0,0.795861,0,0.454498,0,0,0,1.0333,0,0,0,0,0,1.79788,0,1.30382,0,0.778758
1.39808,3.28701,1.44417,0.145204,1.55999,0.252529,1.42241,0,1.55042,0.284791,1.45004,0.695503,1.41712,2.10841,1.41937,0.197365,1.52265,0.140916,1.46155,0.143751
9.30606,9.88655,9.61285,4.28899,10.3838,4.91574,9.46799,4.66147,10.3201,4.09133,9.6519,5.22034,9.43281,2.60134,9.44773,7.99927,10.1352,3.67783,9.72854,4.1339
26.7903,33.0207,27.6734,46.9285,29.8927,35.7045,27.2564,27.6668,29.7094,42.6639,27.7859,29.0551,27.1552,44.2521,27.1981,32.4237,29.1773,28.904,28.0065,42.7702
1.17832,0,1.21717,1.38865,1.31478,0.79637,1.19882,1.03107,1.30671,0.677449,1.22211,0,1.19437,1.80763,1.19626,0,1.28331,2.26674,1.23182,0.908843
4019.3,9789.4,4151.8,5665.15,4484.76,3935.76,4089.24,6994.63,4457.25,5380.02,4168.67,6343.32,4074.04,10948.2,4080.49,6423.5,4377.42,4420.34,4201.77,6810.56
946.222,1241.34,977.415,1000.99,1055.8,737.679,962.686,1072.57,1049.32,809.968,981.386,1235.17,959.11,1325.9,960.627,993.587,1030.53,859.546,989.179,888.072
99.687,92.7835,102.973,56.7298,111.231,60.7646,101.422,77.4154,110.549,69.8297,103.392,73.1105,101.045,182.2,101.205,58.7413,108.569,66.0704,104.213,88.1716
136.143,145.516,140.631,82.4063,151.909,91.2992,138.512,119.114,150.978,110.986,141.203,77.1966,137.997,144.848,138.216,98.0666,148.274,95.1833,142.324,82.7014
314.171,207.975,324.528,84.1633,350.554,139.442,319.638,151.721,348.404,137.73,325.847,109.567,318.451,182.827,318.954,141.016,342.165,156.69,328.434,88.0943
212.799,282.215,219.814,173.043,237.443,232.974,216.502,202.452,235.986,165.134,220.707,274.806,215.698,240.144,216.039,248.299,231.76,193.966,222.46,224.325
34.1294,40.4376,35.2545,48.3027,38.0818,38.0643,34.7233,50.0272,37.8482,30.9346,35.3977,34.283,34.5943,29.8333,34.649,55.0379,37.1704,28.1165,35.6788,51.6326
52.877,42.7698,54.6201,42.0716,59.0005,46.6496,53.7971,35.6688,58.6386,52.8588,54.842,40.2446,53.5972,71.3179,53.682,26.1355,57.5884,49.8789,55.2775,38.3103
18.4084,14.9882,19.0153,14.6856,20.5402,11.8272,18.7287,16.7273,20.4142,10.5033,19.0925,7.24871,18.6591,11.0387,18.6886,12.8745,20.0486,4.25868,19.2441,18.0854
5.25954,5.94361,5.43293,5.48994,5.86863,5.49546,5.35106,4.60383,5.83264,5.79026,5.455,3.18504,5.33118,4.90609,5.33961,6.15736,5.72818,4.25868,5.49832,4.35139
2.6003,2.0453,2.68602,0.814987,2.90143,0.354762,2.64554,1.82262,2.88363,2.66555,2.69693,1.52238,2.63572,3.48989,2.63988,1.66199,2.83199,1.71197,2.71835,0.80757
196.763,231.927,203.25,181.011,219.55,178.768,200.187,175.769,218.203,147.772,204.075,140.924,199.443,175.976,199.759,273.71,214.295,182.187,205.696,214.72
83.4073,18.6502,86.1569,74.6568,93.0664,68.2805,84.8586,30.8387,92.4956,77.3652,86.5069,32.0367,84.5433,23.1945,84.6771,30.3565,90.839,121.101,87.1939,16.6955
78.9712,44.7384,81.5746,88.1437,88.1166,90.3308,80.3453,31.5935,87.5761,100.72,81.906,25.8507,80.0468,58.604,80.1734,30.0294,86.0077,160.356,82.5564,41.9103
84.3499,112.915,87.1306,81.8201,94.1181,109.552,85.8176,155.616,93.5409,113.982,87.4845,111.06,85.4988,166.265,85.634,126.045,91.8656,110.52,88.1793,147.132
144.93,127.334,149.708,137.693,161.714,122.034,147.452,91.8743,160.722,134.748,150.316,88.6339,146.904,118.29,147.137,109.964,157.844,189.77,151.51,97.8875
183.218,330.372,189.258,200.319,204.436,126.431,186.406,213.485,203.182,163.061,190.027,331.638,185.713,441.247,186.007,291.358,199.543,207.476,191.536,268.873
110.515,95.6007,114.158,208.677,123.313,121.288,112.438,245.145,122.557,168.602,114.622,188.577,112.02,102.026,112.197,149.146,120.362,168.897,115.532,177.611
67.9559,38.3495,70.1961,105.134,75.8256,57.5687,69.1383,177.703,75.3606,90.2725,70.4813,65.4134,68.8815,26.0659,68.9904,90.2482,74.0109,72.793,71.041,96.0883
45.6861,46.0627,47.1922,40.9671,50.9768,52.1776,46.4811,37.8285,50.6642,45.3539,47.3839,64.7015,46.3084,35.4877,46.3816,42.8133,49.7568,64.7352,47.7602,36.3993
25.6101,110.807,26.4544,19.7092,28.5759,24.7914,26.0557,27.1488,28.4007,9.81405,26.5618,41.458,25.9589,13.5722,26,25.6617,27.892,21.7212,26.7728,29.5382
3.80628,10.9507,3.93176,2.07245,4.24707,4.68755,3.87251,10.7208,4.22103,8.70413,3.94773,7.02273,3.85813,12.7,3.86423,6.07494,4.14543,0.342459,3.97908,9.05555
0.672693,3.43345,0.694869,1.26157,0.750594,0.731809,0.684398,0.940278,0.745991,0.687519,0.697691,4.59493,0.681855,0.469733,0.682933,0,0.73263,1.63155,0.703232,1.52724
7.45569,16.1661,7.70148,6.87096,8.3191,7.31565,7.58542,13.8281,8.26808,9.59584,7.73276,10.1555,7.55724,8.68049,7.56919,6.50377,8.12,7.9825,7.79417,10.0014
8.35218,16.4897,8.62752,8.78255,9.31942,10.8278,8.49751,15.2986,9.26226,13.1805,8.66257,7.9598,8.46594,12.8959,8.47933,13.8198,9.09637,11.3001,8.73136,22.2765
111.186,138.838,114.851,100.684,124.061,169.074,113.12,139.106,123.301,97.668,115.317,85.1763,112.7,80.767,112.878,194.517,121.092,77.6279,116.233,197.146
99.0575,166.57,102.323,86.364,110.529,69.7528,100.781,82.9812,109.851,72.0533,102.739,112.22,100.407,90.1083,100.565,103.945,107.884,101.527,103.555,104.227
167.484,111.018,173.005,162.175,186.879,141.725,170.398,114.251,185.733,160.302,173.708,94.7375,169.765,154.933,170.033,147.251,182.407,152.793,175.087,139.39
64.4665,70.7705,66.5917,41.5602,71.9321,37.2447,65.5882,57.8648,71.4909,53.8813,66.8622,64.7054,65.3445,45.2095,65.4479,60.8297,70.2105,62.2962,67.3932,62.4889
67.8844,76.2662,70.1223,112.899,75.7459,58.5628,69.0656,131.139,75.2813,65.0888,70.4072,59.5504,68.809,78.7441,68.9179,129.924,73.933,82.1668,70.9663,84.9498
0,86.9902,0,139.037,0,85.0445,0,121.428,0,175.783,0,145.549,0,54.7303,0,186.233,0,73.9041,0,174.756
104.741,88.5168,108.193,81.64,116.87,102.5,106.563,133.086,116.153,93.2715,108.633,129.079,106.167,133.899,106.335,149.823,114.073,105.301,109.496,122.574
93.3593,88.6685,96.437,89.8422,104.171,111.561,94.9837,110.769,103.532,121.991,96.8287,141.106,94.6309,173.879,94.7805,121.601,101.678,142.805,97.5977,134.541
128.674,71.5105,132.916,89.9409,143.575,111.412,130.913,72.6991,142.695,101.108,133.456,65.7219,130.427,60.0212,130.633,58.3615,140.139,112.73,134.516,54.7081
183.459,71.4023,189.507,132.431,204.705,184.702,186.651,82.7637,203.449,187.745,190.277,81.9502,185.958,68.5899,186.252,81.0775,199.805,217.171,191.788,75.7627
83.0915,73.1642,85.8308,60.2838,92.714,90.2144,84.5373,48.7875,92.1454,97.5402,86.1794,60.63,84.2233,61.0295,84.3565,50.2497,90.4951,110.561,86.8638,50.4036
480.07,1081.96,495.896,790.978,535.665,617.252,488.423,407.232,532.38,647.748,497.91,260.713,486.609,570.188,487.378,333.608,522.845,1166.96,501.864,120.457
70.2929,37.9573,72.6102,51.0351,78.4333,60.5214,71.5161,84.0666,77.9523,53.8928,72.9052,57.448,71.2504,76.9856,71.3631,73.7798,76.5562,66.6926,73.4841,60.3628
92.6425,62.0491,95.6966,72.8876,103.371,86.4766,94.2545,116.472,102.737,82.994,96.0853,83.0366,93.9044,117.844,94.0529,78.1303,100.897,114.42,96.8484,71.7742
52.0685,43.9998,53.785,50.2505,58.0983,50.4015,52.9745,62.0153,57.742,55.5865,54.0035,62.8129,52.7777,68.4198,52.8612,48.7609,56.7079,66.2129,54.4323,51.0488
76.6683,83.2543,79.1958,67.5417,85.547,57.6113,78.0024,52.1663,85.0223,59.558,79.5175,76.2067,77.7126,89.0817,77.8355,82.809,83.4996,82.5939,80.149,63.1286
12.2011,24.8892,12.6034,25.9528,13.6141,28.2428,12.4134,5.06546,13.5306,13.1113,12.6546,27.4199,12.3673,22.1146,12.3869,10.9598,13.2883,19.1069,12.7551,20.1929
32.1534,9.46886,33.2134,13.0898,35.8769,16.5024,32.7129,13.4931,35.6569,12.4129,33.3483,10.3811,32.5913,37.9015,32.6429,16.5774,35.0183,23.2903,33.6131,7.4942
7.40606,12.8268,7.65021,5.50175,8.26372,9.95583,7.53493,6.07909,8.21304,4.08329,7.68129,15.9025,7.50693,29.678,7.51881,6.2868,8.06595,8.88614,7.74228,5.30264
3.66028,2.35833,3.78094,1.12756,4.08416,2.32863,3.72397,0,4.05911,6.47486,3.7963,5.19773,3.71013,4.38517,3.716,8.34758,3.98641,2.28945,3.82645,5.8984
259.299,178.5,267.847,203.317,289.327,238.531,263.811,188.372,287.553,262.171,268.935,289.89,262.831,211.903,263.246,160.475,282.403,259.851,271.071,195.954
141.856,138.894,146.533,79.2672,158.284,123.11,144.325,71.3484,157.313,149.294,147.128,133.982,143.789,176.117,144.016,79.7082,154.496,156.38,148.296,77.1471
281.645,292.506,290.93,187.386,314.261,230.146,286.546,226.487,312.334,217.463,292.112,288.319,285.481,324.732,285.933,282.699,306.74,267.824,294.431,267.784
561.453,686.21,579.962,487.975,626.473,439.379,571.222,570.537,622.63,442.435,582.318,492.806,569.1,768.104,570,738.538,611.479,626.245,586.942,489.435
59.7519,58.4926,61.7217,55.3581,66.6715,59.5088,60.7916,117.61,66.2626,54.0519,61.9724,32.9052,60.5657,85.3238,60.6615,63.8099,65.0759,53.4628,62.4645,74.5398
56.4306,147.889,58.291,32.8977,62.9657,59.4531,57.4126,18.434,62.5795,72.7301,58.5277,41.1906,57.1993,148.714,57.2897,30.6553,61.4587,84.2868,58.9925,33.2547
803.26,710.016,829.741,428.78,896.283,282.876,817.237,431.174,890.786,169.586,833.111,575.685,814.201,446.162,815.489,775.026,874.832,214.573,839.727,436.97
311,593.916,321.253,287.268,347.016,280.342,316.411,412.762,344.887,226.54,322.558,678.839,315.236,644.516,315.735,606.952,338.711,212.296,325.119,451.002
34.3551,32.75,35.4877,22.3459,38.3337,34.9774,34.9529,25.8435,38.0986,29.1459,35.6318,29.1643,34.8231,32.3367,34.8781,19.6728,37.4162,30.583,35.9148,19.4507
67.4647,56.8768,69.6887,59.7178,75.2775,67.9593,68.6386,44.9205,74.8158,56.1055,69.9718,71.2052,68.3836,53.6736,68.4917,39.1738,73.4759,66.907,70.5275,43.2861
45.4925,70.4649,46.9922,38.2869,50.7608,33.9276,46.284,47.5361,50.4494,42.0423,47.1831,48.8201,46.1121,69.3512,46.185,81.0418,49.5459,51.7779,47.5578,115.092
172.465,71.4167,178.151,186.989,192.438,212.094,175.466,73.8871,191.257,206.017,178.874,50.6285,174.814,95.7105,175.091,77.4454,187.832,224.096,180.295,49.6951
19.1657,28.0254,19.7975,18.6444,21.3852,18.27,19.4992,20.782,21.254,17.7982,19.8779,12.1045,19.4267,20.5712,19.4575,25.3025,20.8734,19.6718,20.0358,32.9256
61.0103,47.6053,63.0215,43.0784,68.0756,42.568,62.0719,33.1553,67.6581,45.1861,63.2775,43.4757,61.8413,52.2213,61.9391,40.0171,66.4464,39.7717,63.78,41.0348
21.4315,21.4934,22.1381,13.3671,23.9134,16.0161,21.8044,23.29,23.7668,13.7524,22.228,22.584,21.7234,17.8054,21.7578,20.2733,23.3411,13.4477,22.4045,17.7158
14.5098,17.7679,14.9881,21.5622,16.1901,16.0803,14.7622,11.985,16.0908,12.9125,15.049,19.5329,14.7074,23.7365,14.7307,27.3454,15.8026,6.80127,15.1685,18.3741
2.50959,3.30506,2.59232,5.3755,2.80021,3.56748,2.55325,8.70361,2.78304,3.81155,2.60285,6.06139,2.54377,14.992,2.54779,6.95829,2.7332,5.27203,2.62352,10.5413
85.0993,25.0221,87.9047,41.4105,94.9543,37.6046,86.58,8.18438,94.3719,41.3562,88.2618,6.83706,86.2584,6.93681,86.3948,6.70885,92.6818,73.9935,88.9627,6.92827
5.87557,2.00924,6.06927,8.50709,6.556,3.03569,5.97781,1.01852,6.51579,10.8708,6.09392,1.33132,5.9556,1.69665,5.96502,1.44516,6.39909,6.78644,6.14231,3.45675
0,3.54868,0,1.42853,0,2.11736,0,4.35257,0,2.07541,0,1.60824,0,0,0,2.41516,0,3.19079,0,10.0452
1.319,4.44638,1.36248,0.255,1.47174,6.7802,1.34195,1.98609,1.46272,11.1806,1.36801,28.575,1.33696,22.4703,1.33908,10.0258,1.43652,14.0211,1.37888,19.7317
6.89556,0,7.12289,1.08124,7.69411,1.7913,7.01555,0.594483,7.64692,6.21707,7.15182,8.48706,6.98949,16.224,7.00054,0,7.50997,1.09494,7.20861,6.69897
0,1.44006,0,0.671627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26486
0,0,0,0,0,0,0,0,0,0,0,0,0,0.684696,0,0,0,2.51825,0,0
0,2.17315,0,1.57337,0,0,0,1.15418,0,0,0,0,0,0,0,0,0,0.530175,0,0
0,0.750972,0,0.133082,0,0.115901,0,0.892971,0,1.17542,0,0.213257,0,1.33802,0,0.542821,0,1.0319,0,0.39572
0,0,0,0,0,0,0,0,0,0,0,0,0,12.7475,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.77098,0,0.838625,0,2.55009,0,1.77027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.53525,0,0,0,0.623579,0,0,0,1.45383,0,2.63909,0,1.34291,0,0
4.74055,1.44018,4.89682,0.671674,5.28953,3.28717,4.82303,2.20406,5.25709,8.30549,4.91672,0.928235,4.80512,11.9247,4.81272,6.31246,5.16294,3.44914,4.95576,6.32447
0.0147352,0,0.0094216,0,0.00861392,0,0.0102992,0,0.00950154,0,0.00817545,0,0.010261,0,0.012143,0,0.00913886,0,0.00953499,0
73.4822,92.5669,75.9004,52.399,81.9861,17.9552,74.7574,111.26,81.484,59.816,76.2078,0,74.4796,93.6845,74.5988,120.057,80.0245,45.0607,76.8139,91.4755
0,0,0,0,0,4.31188,0,0,0,22.2301,0,0.830344,0,18.8389,0,5.65527,0,7.86965,0,17.6666
8.14551,5.07104,8.41404,4.18134,9.08881,6.94314,8.28724,5.23256,9.03307,12.9813,8.44822,3.62866,8.25646,9.03576,8.26951,5.668,8.87129,8.73016,8.51531,10.7442
138.119,141.579,142.673,137.173,154.114,153.613,140.523,144.398,153.169,114.98,143.252,173.868,140.001,178.818,140.222,141.955,150.426,67.6566,144.39,150.423
10.9157,27.4773,11.2756,7.0215,12.1798,6.56077,11.1057,10.4375,12.1051,4.2084,11.3214,11.7586,11.0644,12.1154,11.0819,8.83188,11.8883,5.88252,11.4113,7.30262
5.83236,13.2512,6.02463,10.7829,6.50779,8.09363,5.93385,8.94391,6.46787,5.82071,6.04911,7.50251,5.9118,11.0074,5.92115,14.9388,6.35204,8.98595,6.09714,10.8131
13.9946,25.0286,14.4559,13.1095,15.6152,12.2086,14.2381,16.8144,15.5195,6.80287,14.5147,7.78389,14.1852,21.2479,14.2076,12.5043,15.2415,14.9442,14.6299,11.4483
15.3465,251.853,15.8525,9.54154,17.1238,11.3876,15.6136,16.8074,17.0187,11.5325,15.9169,84.1524,15.5556,84.6416,15.5802,42.7358,16.7139,9.02317,16.0433,58.1173
0.765968,3.58386,0.791219,0.947025,0.854671,0.411097,0.779296,1.58697,0.84943,0.773347,0.794433,1.12974,0.776401,1.58642,0.777628,1.71579,0.834217,1.6872,0.800742,1.24852
2.28283,3.56167,2.35809,1.25517,2.5472,3.81447,2.32255,3.85628,2.53157,3.84389,2.36767,4.24364,2.31392,2.80352,2.31758,1.49239,2.48623,2.74413,2.38647,4.49931
10.4813,8.18393,10.8269,8.50249,11.6951,4.43086,10.6637,13.9909,11.6234,6.51523,10.8708,6.1532,10.6241,8.11457,10.6409,6.30234,11.4152,3.45402,10.9572,6.11614
1.89191,2.73217,1.95428,2.24536,2.11101,3.33623,1.92483,4.87455,2.09806,3.62952,1.96222,3.28159,1.91768,5.16428,1.92072,5.20787,2.06049,3.58406,1.9778,4.84426
16.0451,13.4605,16.574,12.7635,17.9032,13.573,16.3242,32.0093,17.7934,14.1292,16.6413,19.9733,16.2636,15.1939,16.2893,17.0325,17.4747,14.9708,16.7735,17.1557
5.69799,73.4528,5.88583,3.29966,6.35785,9.89506,5.79713,7.63351,6.31886,5.83664,5.90974,22.8071,5.7756,31.2181,5.78473,7.93001,6.20569,6.59338,5.95667,10.3801
2.84851,141.907,2.94242,2.44934,3.17839,3.95979,2.89808,2.11815,3.15889,1.58941,2.95437,45.2041,2.88731,40.0618,2.89188,6.63872,3.10232,0.267706,2.97783,10.3788
4.68905,121.985,4.84363,1.62739,5.23207,5.13748,4.77064,7.19751,5.19998,5.8937,4.8633,117.137,4.75291,105.086,4.76043,48.368,5.10685,8.12132,4.90192,34.5606
0.988441,3.20644,1.02103,1.95387,1.10291,2.67353,1.00564,3.2884,1.09614,3.31772,1.02517,3.4299,1.0019,5.76558,1.00349,1.8482,1.07651,1.98246,1.03332,2.76485
3.3249,1.82864,3.43451,0.970871,3.70995,2.29338,3.38276,2.01591,3.68719,1.63279,3.44846,3.10629,3.37019,3.40844,3.37552,0.94274,3.62116,2.15213,3.47585,1.92353
4.1955,2.60437,4.33381,7.23572,4.68137,5.96667,4.2685,8.64257,4.65266,2.34825,4.35142,5.36454,4.25265,8.96626,4.25937,5.44825,4.56933,4.74295,4.38597,6.55406
11.2927,8.27213,11.665,9.77602,12.6005,11.5454,11.4892,16.8464,12.5232,10.9711,11.7124,9.17035,11.4465,16.7259,11.4646,12.1116,12.2989,9.40155,11.8054,10.9953
4.35527,2.69724,4.49885,1.95664,4.85964,1.36368,4.43106,1.16714,4.82984,2.81668,4.51713,0.627581,4.4146,2.04015,4.42158,2.12835,4.74334,2.02229,4.553,1.68121
14.7565,9.48189,15.2429,18.314,16.4653,16.9093,15.0132,11.5661,16.3644,17.8284,15.3048,10.955,14.9574,13.7423,14.9811,11.9729,16.0713,10.1697,15.4264,12.1859
3.35022,7.69245,3.46066,11.6542,3.73819,8.78762,3.40851,6.41052,3.71527,5.07976,3.47472,3.79114,3.39585,0,3.40122,7.13611,3.64873,5.894,3.50231,9.60351
6.80013,3.06012,7.0243,1.46056,7.58762,4.55551,6.91845,2.86341,7.54109,4.22086,7.05283,2.66664,6.89275,4.7954,6.90365,2.23621,7.40603,3.08307,7.10884,3.36147
0,0,0,0.25093,0,0.437488,0,0.421064,0,0.369546,0,0.302271,0,0,0,0.170614,0,0.243013,0,0.248899
28.6718,54.5901,29.617,65.7012,31.9922,12.5688,29.1707,89.5829,31.796,62.9006,29.7373,49.7871,29.0623,47.1084,29.1083,71.428,31.2265,29.5961,29.9735,63.2168
1046,745.168,1080.48,1118.99,1167.13,1081.6,1064.2,1215.53,1159.97,1083.05,1084.87,986.636,1060.24,704.341,1061.92,926.925,1139.2,1096.87,1093.48,729.216
955.375,668.298,986.87,876.978,1066.01,931.404,971.999,688.167,1059.48,1001.35,990.879,605.248,968.388,629.634,969.919,674.826,1040.5,1012.39,998.748,471.588
215.758,210.863,222.871,161.106,240.744,200.773,219.512,197.581,239.268,198.216,223.776,219.883,218.697,216.282,219.043,142.376,234.982,196.357,225.553,139.827
253.279,299.995,261.629,267.432,282.611,203.936,257.686,353.252,280.877,238.597,262.692,250.99,256.729,304.89,257.135,275.012,275.847,233.395,264.778,263.385
123.422,156.028,127.491,113.128,137.715,124.555,125.57,128.528,136.871,112.175,128.009,154.496,125.103,111.267,125.301,152.879,134.42,136.521,129.026,97.9654
240.439,239.275,248.366,217.953,268.284,148.09,244.623,289.719,266.638,146.333,249.375,172.424,243.714,201.063,244.1,328.704,261.863,178.426,251.355,208.541
214.356,178.33,221.422,133.079,239.18,134.966,218.086,254.781,237.713,136.542,222.322,260.023,217.276,196.765,217.619,281.816,233.455,152.514,224.087,198.937
600.418,649.865,620.211,578.513,669.95,411.864,610.865,794.441,665.841,310.872,622.731,583.768,608.596,534.487,609.558,781.324,653.916,403.279,627.676,753.878
674.417,730.583,696.65,687.906,752.519,507.303,686.152,809.051,747.904,485.333,699.48,792.168,683.603,387.598,684.684,997.025,734.509,609.256,705.035,673.669
44.2255,81.848,45.6834,82.7962,49.347,57.1569,44.995,202.286,49.0444,52.2201,45.869,64.7907,44.8278,70.8826,44.8987,144.829,48.166,40.672,46.2332,195.924
376.06,559.099,388.457,464.041,419.61,307.157,382.604,655.29,417.037,290.57,390.035,491.88,381.182,478.27,381.785,770.096,409.568,407.292,393.133,611.68
197.802,342.447,204.323,198.273,220.709,145.395,201.244,199.177,219.355,135.104,205.153,237.811,200.496,198.783,200.813,254.667,215.427,146.995,206.782,203.795
22.6132,6.12908,23.3587,10.5612,25.2319,22.195,23.0067,14.9081,25.0772,12.2153,23.4535,2.18657,22.9212,5.09225,22.9574,3.48037,24.628,12.0907,23.6398,6.96904
109.305,23.3749,112.909,190.36,121.963,178.884,111.207,189.393,121.215,75.6106,113.367,30.5182,110.794,60.6458,110.969,38.0568,119.045,183.463,114.268,172.851
694.387,132.523,717.278,623.885,774.801,433.645,706.469,740.474,770.049,247.931,720.192,90.1235,703.844,160.741,704.958,108.262,756.257,508.793,725.911,383.171
258.647,56.7223,267.174,286.868,288.6,260.482,263.148,161.59,286.83,110.932,268.259,74.609,262.17,100.594,262.585,12.3323,281.693,346.405,270.389,80.8359
117.934,136.281,121.821,81.726,131.591,112.55,119.986,48.7908,130.784,97.8254,122.316,176.605,119.54,150.668,119.729,86.4714,128.442,112.437,123.288,61.0801
141.272,272.784,145.929,111.349,157.632,198.566,143.73,92.7982,156.665,142.286,146.522,362.904,143.196,191.786,143.422,160.197,153.859,158.692,147.685,128.398
376.127,738.691,388.526,325.128,419.685,353.493,382.672,453.528,417.111,340.647,390.105,737.61,381.25,471.451,381.853,644.454,409.64,403.797,393.203,594.544
363.401,550.16,375.381,367.79,405.485,429.493,369.724,502.926,402.998,383.09,376.906,879.281,368.351,411.736,368.933,635.93,395.781,381.702,379.899,515.66
451.264,807.924,466.141,436.198,503.523,639.331,459.116,707.209,500.435,522.484,468.034,979.534,457.411,923.949,458.134,867.849,491.472,584.326,471.751,924.071
344315,343431,355666,244879,384189,199411,350307,246244,381833,109954,357111,163208,349005,214658,349557,367443,374994,175666,359947,209518
52.1306,93.0716,53.8491,50.709,58.1676,80.2182,53.0377,79.8456,57.8109,85.8508,54.0679,146.452,52.8406,245.356,52.9242,113.69,56.7755,86.1379,54.4972,146.374
3339.24,1574.55,3449.32,4778.13,3725.94,4244.28,3397.34,2731.64,3703.09,3414.54,3463.33,2045.44,3384.72,1717.66,3390.07,2821.71,3636.77,3963.31,3490.84,2005.82
1037.46,1152.53,1071.66,947.444,1157.6,716.748,1055.51,1261.86,1150.5,748.379,1076.01,1117.7,1051.59,1026.11,1053.25,1454.67,1129.89,820.44,1084.55,1167.69
89.3868,0,92.3335,25.8251,99.7383,4.40129,90.9421,13.2428,99.1266,5.59728,92.7086,20.3368,90.6042,0,90.7475,24.7928,97.3513,7.77964,93.4448,5.15427
