Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	22.82	0.05	0.11
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	34.56	0.05	0.11
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	32.44	0.05	0.11
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	16.11	0.11	0.14
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	17.67	0.09	0.13
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	19.44	0.08	0.13
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	20.04	0.09	0.13
ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	16.97	0.08	0.12
ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	23.38	0.07	0.12
ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	25.00	0.08	0.12
ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	21.23	0.06	0.12
ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	22.21	0.07	0.12
ALE3 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	30.16	0.06	0.12
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	16.90	0.09	0.13
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	17.47	0.07	0.12
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	21.08	0.06	0.12
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	19.20	0.07	0.11
ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	17.52	0.06	0.11
ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	27.58	0.06	0.11
ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	26.08	0.06	0.10
ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	22.54	0.05	0.12
ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	21.88	0.05	0.11
ALE3 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	31.70	0.04	0.10
ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	14.64	0.11	0.13
ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	16.71	0.10	0.14
ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	16.08	0.12	0.14
ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	16.25	0.09	0.14
ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	17.60	0.09	0.13
ALE3 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	19.12	0.09	0.13
ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	15.93	0.07	0.12
ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	17.46	0.08	0.12
ALE3 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	23.35	0.07	0.12
ALE3 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	20.37	0.07	0.12
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	15.64	0.11	0.13
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	18.28	0.09	0.13
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	18.67	0.07	0.12
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	19.89	0.08	0.13
ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	17.38	0.08	0.12
ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	24.21	0.06	0.11
ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	25.60	0.07	0.11
ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	21.52	0.06	0.12
ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	23.11	0.06	0.11
ALE4 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	30.00	0.05	0.11
ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	23.25	0.14	0.15
ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	14.83	0.12	0.14
ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	24.52	0.14	0.14
ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	16.92	0.10	0.13
ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	30.21	0.11	0.14
ALE4 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	19.25	0.10	0.14
ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	15.15	0.09	0.14
ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	27.28	0.11	0.14
ALE4 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	22.86	0.09	0.12
ALE4 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	20.64	0.08	0.13
ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	14.17	0.11	0.13
ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	15.88	0.09	0.13
ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	16.11	0.10	0.13
ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	16.08	0.07	0.12
ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	17.08	0.08	0.12
ALE5 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	18.57	0.07	0.12
ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	15.96	0.06	0.11
ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	17.13	0.07	0.11
ALE5 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	26.27	0.07	0.12
ALE5 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	19.97	0.06	0.11
ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	13.56	0.14	0.15
ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	30.11	0.15	0.15
ALE6 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	15.47	0.13	0.15
ALE6 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	16.33	0.11	0.13
ALE7 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	14.97	0.10	0.13
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C	22.61	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C	15.00	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C	18.33	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C	16.46	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE9 at 42C	22.56	0.01	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE10 at 42C	21.87	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C	15.42	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C	19.91	0.01	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C	16.56	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE9 at 42C	24.24	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE10 at 42C	22.52	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C	12.67	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C	13.93	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE9 at 42C	15.51	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE10 at 42C	14.70	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C	13.54	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE9 at 42C	19.33	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE10 at 42C	18.34	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE8 at 42C, ALE9 at 42C	16.42	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE8 at 42C, ALE10 at 42C	16.09	0.01	0.03
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE9 at 42C, ALE10 at 42C	22.68	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	15.02	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	19.11	0.01	0.03
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	17.33	0.01	0.03
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	22.82	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	22.53	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	13.26	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	15.24	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	14.18	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	16.14	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	14.85	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	17.65	0.01	0.03
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	19.76	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	15.52	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	18.00	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	21.66	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	12.35	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	13.76	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	14.75	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	14.54	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	13.74	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	20.71	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	20.01	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	16.01	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	16.12	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	23.37	0.00	0.03
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	12.36	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	11.81	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	13.20	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	12.21	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	14.95	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	13.90	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	12.58	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	14.40	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	18.93	0.01	0.04
ALE1 at 42C, ALE2 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	15.18	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	15.01	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	19.14	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	16.48	0.00	0.03
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	22.23	0.00	0.03
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	22.18	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	13.39	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	14.14	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	14.53	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	15.42	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	14.30	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	18.04	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	18.91	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	15.93	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	16.63	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	21.72	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	13.16	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	13.73	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	15.12	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	14.70	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	14.09	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	19.98	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	19.31	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	16.22	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	16.11	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	22.36	0.00	0.03
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	12.81	0.01	0.05
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	13.11	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	13.16	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	13.10	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	14.05	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	14.24	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	13.64	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	14.20	0.01	0.04
ALE1 at 42C, ALE3 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	18.23	0.01	0.03
ALE1 at 42C, ALE3 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	15.57	0.01	0.03
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	12.92	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	14.16	0.01	0.05
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	13.99	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	15.26	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	14.32	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	18.44	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	19.82	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	15.74	0.01	0.03
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	16.85	0.01	0.03
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	21.76	0.00	0.03
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	20.06	0.02	0.05
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	12.23	0.01	0.05
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	20.94	0.01	0.05
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	13.37	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	23.95	0.01	0.05
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	14.81	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	13.19	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	22.29	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	18.43	0.01	0.04
ALE1 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	15.94	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	12.01	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	12.79	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	13.34	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	12.74	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	13.71	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	14.26	0.01	0.03
ALE1 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	13.48	0.01	0.03
ALE1 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	13.87	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	20.08	0.01	0.04
ALE1 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	15.19	0.01	0.03
ALE1 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	11.82	0.01	0.05
ALE1 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	26.91	0.02	0.05
ALE1 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	12.81	0.01	0.05
ALE1 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	12.95	0.01	0.04
ALE1 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	12.94	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	17.84	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	23.46	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	20.36	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	31.73	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	28.65	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	13.81	0.01	0.05
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	15.49	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	17.68	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	17.09	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	15.05	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	21.94	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	22.10	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	19.64	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	19.31	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	28.22	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	15.08	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	15.75	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	18.97	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	16.81	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	15.70	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	25.22	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	23.14	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	20.49	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	19.37	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	29.13	0.00	0.03
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	12.63	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	14.62	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	13.72	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	14.80	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	14.77	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	17.28	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	14.76	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	14.54	0.01	0.04
ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	22.06	0.01	0.03
ALE2 at 42C, ALE3 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	18.92	0.01	0.04
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	13.29	0.01	0.04
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	15.92	0.01	0.04
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	17.28	0.01	0.04
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	16.92	0.01	0.04
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	15.07	0.01	0.03
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	22.60	0.01	0.04
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	22.53	0.01	0.03
