Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
ALE2 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	25.28	0.21	0.19
ALE2 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	20.91	0.16	0.19
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	20.76	0.17	0.19
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	27.39	0.17	0.18
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	23.53	0.12	0.17
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	35.32	0.10	0.17
ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	32.91	0.13	0.17
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	17.44	0.31	0.22
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	18.62	0.23	0.21
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	20.84	0.18	0.19
ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	20.79	0.23	0.20
ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	18.65	0.23	0.21
ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	25.54	0.21	0.21
ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	25.92	0.25	0.21
ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	22.39	0.14	0.18
ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	23.06	0.18	0.19
ALE3 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	31.07	0.15	0.18
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	18.66	0.24	0.21
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	18.28	0.18	0.19
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	23.01	0.14	0.17
ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	20.20	0.18	0.19
ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	19.11	0.18	0.19
ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	30.74	0.15	0.18
ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	27.25	0.18	0.19
ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	23.79	0.11	0.17
ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	22.80	0.13	0.18
ALE3 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	33.17	0.12	0.17
ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	16.13	0.32	0.23
ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	19.12	0.26	0.21
ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	17.71	0.34	0.23
ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	17.63	0.20	0.19
ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	18.71	0.24	0.22
ALE3 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	20.88	0.19	0.19
ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	18.07	0.20	0.19
ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	18.92	0.24	0.21
ALE3 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	25.26	0.20	0.19
ALE3 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	21.94	0.15	0.18
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	17.14	0.31	0.23
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	19.04	0.24	0.21
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	19.68	0.18	0.18
ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	20.64	0.23	0.20
ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	19.24	0.22	0.20
ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	25.98	0.18	0.18
ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	27.07	0.24	0.20
ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	22.21	0.13	0.17
ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	23.76	0.17	0.19
ALE4 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	30.45	0.15	0.18
ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	23.88	0.43	0.26
ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	16.30	0.34	0.24
ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	24.98	0.44	0.25
ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	17.85	0.24	0.22
ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	30.55	0.32	0.23
ALE4 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	19.98	0.26	0.22
ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	16.61	0.25	0.21
ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	28.49	0.32	0.22
ALE4 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	23.94	0.27	0.23
ALE4 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	21.47	0.20	0.20
ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	15.33	0.32	0.22
ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	18.12	0.25	0.20
ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	17.90	0.35	0.24
ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	16.87	0.19	0.19
ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	18.00	0.24	0.20
ALE5 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	19.75	0.20	0.19
ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	17.91	0.19	0.20
ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	18.95	0.25	0.22
ALE5 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	27.42	0.19	0.20
ALE5 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	21.09	0.14	0.18
ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	14.86	0.36	0.23
ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	30.42	0.47	0.25
ALE6 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	17.22	0.36	0.25
ALE6 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	17.41	0.27	0.22
ALE7 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	16.93	0.28	0.22
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C	23.52	0.01	0.06
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C	15.38	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C	19.08	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C	17.09	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE9 at 42C	23.66	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE10 at 42C	22.07	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C	16.02	0.02	0.06
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C	20.89	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C	17.23	0.02	0.06
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE9 at 42C	25.65	0.01	0.05
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE10 at 42C	22.74	0.02	0.06
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C	13.52	0.04	0.08
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C	14.31	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE9 at 42C	16.49	0.02	0.06
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE10 at 42C	15.26	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C	14.47	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE9 at 42C	20.68	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE10 at 42C	18.89	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE8 at 42C, ALE9 at 42C	17.51	0.01	0.06
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE8 at 42C, ALE10 at 42C	16.71	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE3 at 42C, ALE9 at 42C, ALE10 at 42C	23.33	0.01	0.06
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	15.79	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	20.79	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	18.39	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	23.93	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	23.15	0.02	0.06
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	13.91	0.06	0.10
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	15.42	0.04	0.08
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	14.74	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	16.32	0.05	0.09
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	15.91	0.04	0.09
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	18.57	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	20.46	0.04	0.08
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	16.14	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	18.58	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	21.86	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	13.54	0.04	0.08
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	13.95	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	15.73	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	15.10	0.03	0.07
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	14.86	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	21.87	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	20.75	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	16.89	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	16.94	0.02	0.07
ALE1 at 42C, ALE2 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	23.58	0.02	0.06
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	12.68	0.06	0.09
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	12.98	0.05	0.09
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	13.83	0.06	0.10
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	12.58	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	15.31	0.05	0.09
ALE1 at 42C, ALE2 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	14.64	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	13.49	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	15.44	0.04	0.08
ALE1 at 42C, ALE2 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	19.47	0.03	0.08
ALE1 at 42C, ALE2 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	15.99	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	15.78	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	20.27	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	17.55	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	23.80	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	22.60	0.02	0.06
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	14.54	0.05	0.10
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	15.05	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	15.86	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	16.13	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	15.37	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	19.71	0.03	0.07
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	19.62	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	17.39	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	17.42	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	22.55	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	14.53	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	14.49	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	16.71	0.02	0.06
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	15.64	0.03	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	15.21	0.03	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	22.13	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	20.24	0.03	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	17.78	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	16.95	0.02	0.07
ALE1 at 42C, ALE3 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	23.45	0.02	0.06
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	13.94	0.05	0.09
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	15.13	0.04	0.09
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	14.77	0.05	0.09
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	14.41	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	15.11	0.05	0.09
ALE1 at 42C, ALE3 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	15.91	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	15.30	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	15.43	0.04	0.08
ALE1 at 42C, ALE3 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	19.87	0.03	0.08
ALE1 at 42C, ALE3 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	17.01	0.03	0.07
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	14.07	0.05	0.09
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	14.89	0.03	0.08
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	14.93	0.03	0.08
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	15.80	0.03	0.08
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	15.57	0.04	0.08
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	19.74	0.03	0.07
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	20.71	0.04	0.08
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	16.79	0.02	0.07
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	17.64	0.02	0.07
ALE1 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	22.17	0.02	0.07
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	20.52	0.07	0.10
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	13.52	0.06	0.10
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	21.25	0.08	0.11
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	14.27	0.04	0.09
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	24.29	0.05	0.09
ALE1 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	15.52	0.04	0.08
ALE1 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	14.24	0.05	0.09
ALE1 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	22.96	0.06	0.09
ALE1 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	19.13	0.04	0.09
ALE1 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	16.72	0.03	0.08
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	12.99	0.05	0.09
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	14.64	0.04	0.08
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	14.95	0.06	0.09
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	13.49	0.03	0.07
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	14.60	0.05	0.09
ALE1 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	15.38	0.03	0.08
ALE1 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	14.77	0.03	0.08
ALE1 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	15.27	0.04	0.08
ALE1 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	20.99	0.04	0.08
ALE1 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	16.22	0.03	0.07
ALE1 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	12.94	0.06	0.10
ALE1 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	27.22	0.08	0.11
ALE1 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	14.55	0.07	0.10
ALE1 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	14.00	0.05	0.09
ALE1 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	14.32	0.05	0.09
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C	18.06	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE7 at 42C	24.51	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE8 at 42C	20.60	0.01	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE9 at 42C	31.99	0.01	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE5 at 42C, ALE10 at 42C	28.65	0.01	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE7 at 42C	14.35	0.03	0.08
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE8 at 42C	15.69	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE9 at 42C	18.10	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE6 at 42C, ALE10 at 42C	17.29	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE8 at 42C	16.04	0.03	0.07
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE9 at 42C	23.18	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE7 at 42C, ALE10 at 42C	22.50	0.03	0.07
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE9 at 42C	20.11	0.01	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE8 at 42C, ALE10 at 42C	19.53	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE4 at 42C, ALE9 at 42C, ALE10 at 42C	28.45	0.01	0.05
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	16.21	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	15.96	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	20.09	0.01	0.06
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE6 at 42C, ALE10 at 42C	17.23	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE8 at 42C	16.74	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE9 at 42C	27.41	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE7 at 42C, ALE10 at 42C	23.76	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE9 at 42C	21.24	0.01	0.05
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE8 at 42C, ALE10 at 42C	19.84	0.02	0.06
ALE2 at 42C, ALE3 at 42C, ALE5 at 42C, ALE9 at 42C, ALE10 at 42C	29.63	0.01	0.06
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE8 at 42C	13.34	0.04	0.08
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE9 at 42C	16.10	0.03	0.07
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE7 at 42C, ALE10 at 42C	14.43	0.04	0.08
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE9 at 42C	15.42	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE8 at 42C, ALE10 at 42C	15.36	0.03	0.08
ALE2 at 42C, ALE3 at 42C, ALE6 at 42C, ALE9 at 42C, ALE10 at 42C	18.11	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE9 at 42C	16.20	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE8 at 42C, ALE10 at 42C	15.51	0.03	0.07
ALE2 at 42C, ALE3 at 42C, ALE7 at 42C, ALE9 at 42C, ALE10 at 42C	23.08	0.02	0.07
ALE2 at 42C, ALE3 at 42C, ALE8 at 42C, ALE9 at 42C, ALE10 at 42C	19.84	0.02	0.06
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE7 at 42C	14.37	0.03	0.07
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE8 at 42C	16.12	0.02	0.07
ALE2 at 42C, ALE4 at 42C, ALE5 at 42C, ALE6 at 42C, ALE9 at 42C	17.71	0.02	0.06
