Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.41	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.39	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.47	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.67	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.23	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.18	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.20	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.56	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.59	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.18	0.00	0.01
ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.22	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.19	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.84	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.59	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.62	0.00	0.00
ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.19	0.00	0.01
ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.46	0.00	0.01
ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.58	0.00	0.01
ALE2 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.41	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.43	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.40	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.21	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.59	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.24	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.45	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.47	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.17	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.18	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.40	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.38	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.39	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.39	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.39	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.44	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.42	0.00	0.01
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.40	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.23	0.00	0.00
ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.18	0.00	0.00
ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.17	0.00	0.00
ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.17	0.00	0.01
ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.59	0.00	0.00
ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.39	0.00	0.01
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.34	0.00	0.01
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.36	0.00	0.00
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.17	0.00	0.00
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.60	0.00	0.01
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.76	0.00	0.01
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.59	0.00	0.01
ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.20	0.00	0.00
ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.37	0.00	0.01
ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.44	0.00	0.01
ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.34	0.00	0.01
ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.32	0.00	0.01
ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.37	0.00	0.01
ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.55	0.00	0.00
ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.18	0.00	0.00
ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.34	0.00	0.00
ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.18	0.00	0.01
ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.59	0.00	0.00
ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.17	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C	0.22	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C	0.23	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.62	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.23	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.22	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.39	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
