Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C	0.62	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C	0.81	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C	0.95	0.00	0.03
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C	1.52	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE10 at 42C	2.57	0.00	0.01
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C	0.17	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C	0.57	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C	0.80	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE10 at 42C	0.56	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C	0.56	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C	0.79	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE10 at 42C	1.47	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C	0.92	0.00	0.02
ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE10 at 42C	0.85	0.00	0.03
ALE3 at 42C,ALE4 at 42C,ALE9 at 42C,ALE10 at 42C	1.81	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.18	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.81	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.86	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.80	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.20	0.00	0.03
ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.42	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.98	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.50	0.00	0.03
ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.46	0.00	0.02
ALE3 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.74	0.00	0.02
ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.49	0.00	0.02
ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.17	0.00	0.02
ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.32	0.00	0.02
ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.99	0.00	0.02
ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.93	0.00	0.02
ALE3 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.98	0.00	0.03
ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.58	0.00	0.03
ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.73	0.00	0.02
ALE3 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	1.15	0.00	0.02
ALE3 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	1.12	0.00	0.03
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.67	0.00	0.03
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.95	0.00	0.03
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	1.61	0.00	0.02
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	1.31	0.00	0.02
ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.75	0.00	0.02
ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.79	0.00	0.02
ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	1.84	0.00	0.02
ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	1.39	0.00	0.03
ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	1.28	0.00	0.02
ALE4 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	1.59	0.00	0.02
ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	1.25	0.00	0.02
ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.49	0.00	0.03
ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.62	0.00	0.03
ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.93	0.00	0.02
ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	1.57	0.00	0.03
ALE4 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.92	0.00	0.02
ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.91	0.01	0.03
ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	1.72	0.00	0.02
ALE4 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	1.26	0.00	0.02
ALE4 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	1.04	0.00	0.02
ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.66	0.00	0.02
ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.52	0.00	0.02
ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.49	0.00	0.02
ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	1.19	0.00	0.02
ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	1.11	0.00	0.02
ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	1.17	0.00	0.02
ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.19	0.00	0.02
ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.55	0.00	0.02
ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.77	0.00	0.02
ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.90	0.00	0.02
ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.32	0.00	0.02
ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	1.68	0.01	0.03
ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.32	0.00	0.02
ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	1.27	0.00	0.03
ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.89	0.00	0.02
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C	0.45	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C	0.19	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C	0.42	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE9 at 42C	0.22	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C	0.60	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C	0.45	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE9 at 42C	0.71	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE9 at 42C	0.79	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE10 at 42C	0.19	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE8 at 42C,ALE9 at 42C	0.44	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE8 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE9 at 42C,ALE10 at 42C	0.22	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C	0.42	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C	0.44	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE7 at 42C,ALE10 at 42C	0.17	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C	0.21	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE9 at 42C,ALE10 at 42C	0.20	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.57	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.79	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.66	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.56	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.18	0.00	0.01
ALE1 at 42C,ALE2 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C	0.21	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C	0.22	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE10 at 42C	0.42	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C	0.36	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C	0.19	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE10 at 42C	0.53	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C	0.21	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE10 at 42C	0.20	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE9 at 42C,ALE10 at 42C	0.62	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.60	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.22	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.16	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.37	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.41	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.18	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.36	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.18	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.42	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.40	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.47	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.31	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.34	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.18	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.34	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.52	0.00	0.01
ALE1 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.19	0.00	0.01
ALE1 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.16	0.00	0.01
ALE1 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.37	0.00	0.00
ALE1 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.18	0.00	0.01
ALE1 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.19	0.00	0.00
ALE1 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.92	0.00	0.01
ALE1 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE1 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.17	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C	0.64	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C	0.21	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C	0.73	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE9 at 42C	1.02	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE10 at 42C	0.72	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C	0.40	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE9 at 42C	0.63	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE10 at 42C	0.60	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C	0.20	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE9 at 42C	0.21	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE10 at 42C	0.20	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE9 at 42C	0.47	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE8 at 42C,ALE10 at 42C	0.44	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE9 at 42C,ALE10 at 42C	0.47	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.64	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.89	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.42	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.21	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C	0.22	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C	0.51	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE8 at 42C,ALE10 at 42C	0.47	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE9 at 42C,ALE10 at 42C	0.25	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.18	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.42	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.39	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.41	0.00	0.01
ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.20	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.46	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C	0.18	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C	0.40	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C	0.63	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE10 at 42C	0.40	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C	0.20	0.00	0.00
