Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)	D Value
Mal-Mal-3,MG-MG-4	10.0	0.6	1.4	6.76
Mal-Mal-3,MG-MG-5	0.0	0.5	1.4	-0.37
Mal-Mal-4,MG-MG-1	0.0	0.1	0.7	-0.19
Mal-Mal-4,MG-MG-2	0.0	0.1	0.7	-0.14
Mal-Mal-4,MG-MG-3	0.0	0.1	0.8	-0.14
Mal-Mal-4,MG-MG-4	0.0	0.1	0.6	-0.15
Mal-Mal-4,MG-MG-5	0.0	0.1	0.9	-0.16
Mal-Mal-5,MG-MG-1	0.0	0.4	1.2	-0.32
Mal-Mal-5,MG-MG-2	0.0	0.3	1.1	-0.25
Mal-Mal-5,MG-MG-3	0.0	0.3	1.1	-0.27
Mal-Mal-5,MG-MG-4	0.0	0.3	1.1	-0.30
Mal-Mal-5,MG-MG-5	0.0	0.4	1.3	-0.29
Mal-Mal-1,BuOH-BuOH-1	0.0	0.3	1.1	-0.23
Mal-Mal-1,BuOH-BuOH-2	0.0	0.3	1.2	-0.23
Mal-Mal-1,BuOH-BuOH-3	0.0	0.3	1.2	-0.25
Mal-Mal-1,BuOH-BuOH-4	0.0	0.3	1.5	-0.18
Mal-Mal-1,BuOH-BuOH-5	0.0	0.3	1.1	-0.26
Mal-Mal-2,BuOH-BuOH-1	0.0	0.2	0.9	-0.18
Mal-Mal-2,BuOH-BuOH-2	0.0	0.1	0.8	-0.14
Mal-Mal-2,BuOH-BuOH-3	0.0	0.1	0.7	-0.14
Mal-Mal-2,BuOH-BuOH-4	0.0	0.1	1.0	-0.10
Mal-Mal-2,BuOH-BuOH-5	0.0	0.2	0.8	-0.19
Mal-Mal-3,BuOH-BuOH-1	3.9	0.4	1.3	2.75
Mal-Mal-3,BuOH-BuOH-2	4.0	0.5	1.4	2.43
Mal-Mal-3,BuOH-BuOH-3	3.9	0.5	1.3	2.67
Mal-Mal-3,BuOH-BuOH-4	5.9	0.4	1.6	3.51
Mal-Mal-3,BuOH-BuOH-5	6.9	0.5	1.3	4.87
Mal-Mal-4,BuOH-BuOH-1	0.0	0.1	0.9	-0.16
Mal-Mal-4,BuOH-BuOH-2	0.0	0.1	0.7	-0.12
Mal-Mal-4,BuOH-BuOH-3	0.0	0.1	0.9	-0.17
Mal-Mal-4,BuOH-BuOH-4	0.0	0.2	1.3	-0.12
Mal-Mal-4,BuOH-BuOH-5	0.0	0.1	0.9	-0.17
Mal-Mal-5,BuOH-BuOH-1	0.0	0.3	1.3	-0.27
Mal-Mal-5,BuOH-BuOH-2	0.0	0.3	1.3	-0.26
Mal-Mal-5,BuOH-BuOH-3	0.0	0.3	1.2	-0.26
Mal-Mal-5,BuOH-BuOH-4	0.0	0.3	1.4	-0.18
Mal-Mal-5,BuOH-BuOH-5	0.0	0.3	1.1	-0.28
Mal-Mal-1,CPC-CPC-1	0.0	0.1	1.3	-0.11
Mal-Mal-1,CPC-CPC-2	5.3	0.4	1.4	3.62
Mal-Mal-1,CPC-CPC-3	0.0	0.3	1.3	-0.23
Mal-Mal-1,CPC-CPC-4	0.0	0.4	1.4	-0.26
Mal-Mal-1,CPC-CPC-5	0.0	0.2	1.1	-0.21
Mal-Mal-2,CPC-CPC-1	0.0	0.1	1.1	-0.06
Mal-Mal-2,CPC-CPC-2	0.0	0.1	0.9	-0.15
Mal-Mal-2,CPC-CPC-3	0.0	0.1	0.9	-0.15
Mal-Mal-2,CPC-CPC-4	0.0	0.2	1.0	-0.17
Mal-Mal-2,CPC-CPC-5	0.0	0.2	0.9	-0.16
Mal-Mal-3,CPC-CPC-1	0.0	0.3	1.5	-0.19
Mal-Mal-3,CPC-CPC-2	8.3	0.5	1.5	5.32
Mal-Mal-3,CPC-CPC-3	0.0	0.5	1.6	-0.35
Mal-Mal-3,CPC-CPC-4	4.3	0.5	1.4	2.71
Mal-Mal-3,CPC-CPC-5	4.2	0.5	1.5	2.38
Mal-Mal-4,CPC-CPC-1	0.0	0.1	1.3	-0.07
Mal-Mal-4,CPC-CPC-2	0.0	0.2	0.9	-0.16
Mal-Mal-4,CPC-CPC-3	0.0	0.1	0.8	-0.12
Mal-Mal-4,CPC-CPC-4	0.0	0.1	0.9	-0.14
Mal-Mal-4,CPC-CPC-5	0.0	0.1	0.8	-0.14
Mal-Mal-5,CPC-CPC-1	0.0	0.2	1.5	-0.13
Mal-Mal-5,CPC-CPC-2	0.0	0.3	1.3	-0.24
Mal-Mal-5,CPC-CPC-3	0.0	0.3	1.3	-0.23
Mal-Mal-5,CPC-CPC-4	10.5	0.3	1.3	7.90
Mal-Mal-5,CPC-CPC-5	10.3	0.3	1.3	7.60
MCL-MCL-1,Cro-Cro-1	12.2	0.7	1.3	8.68
MCL-MCL-1,Cro-Cro-2	14.5	0.7	1.3	10.77
MCL-MCL-1,Cro-Cro-3	0.0	0.5	1.5	-0.36
MCL-MCL-1,Cro-Cro-4	13.2	0.7	1.3	9.59
MCL-MCL-1,Cro-Cro-5	0.0	0.7	1.5	-0.43
MCL-MCL-2,Cro-Cro-1	0.0	0.4	1.1	-0.41
MCL-MCL-2,Cro-Cro-2	2.7	0.5	1.2	1.88
MCL-MCL-2,Cro-Cro-3	0.0	0.4	1.5	-0.27
MCL-MCL-2,Cro-Cro-4	0.0	0.4	1.1	-0.36
MCL-MCL-2,Cro-Cro-5	0.0	0.5	1.4	-0.33
MCL-MCL-3,Cro-Cro-1	11.6	0.8	1.3	8.16
MCL-MCL-3,Cro-Cro-2	13.8	0.9	1.4	9.20
MCL-MCL-3,Cro-Cro-3	4.0	0.6	1.5	2.34
MCL-MCL-3,Cro-Cro-4	12.5	0.8	1.5	7.89
MCL-MCL-3,Cro-Cro-5	3.3	0.7	1.4	1.85
MCL-MCL-4,Cro-Cro-1	11.7	1.1	1.5	7.06
MCL-MCL-4,Cro-Cro-2	13.5	1.2	1.5	8.17
MCL-MCL-4,Cro-Cro-3	0.0	0.7	1.5	-0.47
MCL-MCL-4,Cro-Cro-4	12.4	1.0	1.4	7.97
MCL-MCL-4,Cro-Cro-5	0.0	0.9	1.5	-0.59
MCL-MCL-5,Cro-Cro-1	21.7	0.8	1.3	15.68
MCL-MCL-5,Cro-Cro-2	21.4	0.8	1.3	15.71
MCL-MCL-5,Cro-Cro-3	0.0	0.5	1.4	-0.35
MCL-MCL-5,Cro-Cro-4	23.4	0.7	1.4	16.33
MCL-MCL-5,Cro-Cro-5	0.0	0.6	1.3	-0.41
MCL-MCL-1,MG-MG-1	2.7	0.7	1.4	1.38
MCL-MCL-1,MG-MG-2	3.3	0.6	1.3	2.03
MCL-MCL-1,MG-MG-3	6.7	0.6	1.5	4.11
MCL-MCL-1,MG-MG-4	3.1	0.7	1.4	1.69
MCL-MCL-1,MG-MG-5	0.0	0.6	1.5	-0.41
MCL-MCL-2,MG-MG-1	0.0	0.5	1.2	-0.38
MCL-MCL-2,MG-MG-2	0.0	0.5	1.3	-0.35
MCL-MCL-2,MG-MG-3	0.0	0.4	1.3	-0.34
MCL-MCL-2,MG-MG-4	7.3	0.4	1.2	5.61
MCL-MCL-2,MG-MG-5	0.0	0.4	1.3	-0.29
MCL-MCL-3,MG-MG-1	2.5	0.8	1.4	1.26
MCL-MCL-3,MG-MG-2	0.0	0.7	1.5	-0.46
MCL-MCL-3,MG-MG-3	3.1	0.7	1.4	1.72
MCL-MCL-3,MG-MG-4	2.9	0.7	1.5	1.47
MCL-MCL-3,MG-MG-5	0.0	0.7	1.5	-0.47
MCL-MCL-4,MG-MG-1	2.1	1.1	1.5	0.69
MCL-MCL-4,MG-MG-2	0.0	0.9	1.5	-0.61
MCL-MCL-4,MG-MG-3	2.5	0.9	1.4	1.10
MCL-MCL-4,MG-MG-4	2.3	1.0	1.6	0.85
MCL-MCL-4,MG-MG-5	0.0	0.9	1.5	-0.60
MCL-MCL-5,MG-MG-1	5.3	0.7	1.4	3.33
MCL-MCL-5,MG-MG-2	0.0	0.6	1.4	-0.43
MCL-MCL-5,MG-MG-3	3.3	0.6	1.4	1.84
MCL-MCL-5,MG-MG-4	0.0	0.7	1.5	-0.47
MCL-MCL-5,MG-MG-5	0.0	0.7	1.5	-0.43
MCL-MCL-1,BuOH-BuOH-1	7.1	0.7	1.6	4.04
MCL-MCL-1,BuOH-BuOH-2	18.2	0.6	1.5	11.47
MCL-MCL-1,BuOH-BuOH-3	3.6	0.6	1.5	2.04
MCL-MCL-1,BuOH-BuOH-4	0.0	0.3	1.3	-0.27
MCL-MCL-1,BuOH-BuOH-5	9.5	0.7	1.5	6.04
MCL-MCL-2,BuOH-BuOH-1	0.0	0.4	1.3	-0.31
MCL-MCL-2,BuOH-BuOH-2	0.0	0.4	1.4	-0.29
MCL-MCL-2,BuOH-BuOH-3	0.0	0.4	1.3	-0.29
MCL-MCL-2,BuOH-BuOH-4	0.0	0.3	1.4	-0.21
MCL-MCL-2,BuOH-BuOH-5	0.0	0.4	1.2	-0.35
MCL-MCL-3,BuOH-BuOH-1	3.3	0.6	1.4	1.93
MCL-MCL-3,BuOH-BuOH-2	10.2	0.6	1.4	6.69
MCL-MCL-3,BuOH-BuOH-3	6.7	0.6	1.4	4.19
MCL-MCL-3,BuOH-BuOH-4	9.3	0.4	1.3	6.77
MCL-MCL-3,BuOH-BuOH-5	9.0	0.7	1.5	5.61
MCL-MCL-4,BuOH-BuOH-1	0.0	0.9	1.6	-0.58
MCL-MCL-4,BuOH-BuOH-2	2.6	0.9	1.5	1.20
MCL-MCL-4,BuOH-BuOH-3	0.0	0.8	1.5	-0.58
MCL-MCL-4,BuOH-BuOH-4	0.0	0.6	1.3	-0.42
MCL-MCL-4,BuOH-BuOH-5	7.1	1.0	1.5	4.12
MCL-MCL-5,BuOH-BuOH-1	7.0	0.6	1.5	4.37
MCL-MCL-5,BuOH-BuOH-2	17.9	0.6	1.5	11.35
MCL-MCL-5,BuOH-BuOH-3	3.5	0.6	1.5	1.94
MCL-MCL-5,BuOH-BuOH-4	0.0	0.5	1.5	-0.29
MCL-MCL-5,BuOH-BuOH-5	18.8	0.7	1.4	12.56
MCL-MCL-1,CPC-CPC-1	6.5	0.3	1.4	4.31
MCL-MCL-1,CPC-CPC-2	0.0	0.6	1.5	-0.39
MCL-MCL-1,CPC-CPC-3	3.8	0.6	1.5	2.08
MCL-MCL-1,CPC-CPC-4	3.8	0.6	1.6	2.07
MCL-MCL-1,CPC-CPC-5	3.8	0.6	1.5	2.11
MCL-MCL-2,CPC-CPC-1	0.0	0.2	1.4	-0.15
MCL-MCL-2,CPC-CPC-2	0.0	0.4	1.4	-0.31
MCL-MCL-2,CPC-CPC-3	0.0	0.4	1.4	-0.30
MCL-MCL-2,CPC-CPC-4	0.0	0.3	1.3	-0.27
MCL-MCL-2,CPC-CPC-5	0.0	0.4	1.3	-0.30
MCL-MCL-3,CPC-CPC-1	5.7	0.4	1.5	3.65
MCL-MCL-3,CPC-CPC-2	3.5	0.6	1.5	1.91
MCL-MCL-3,CPC-CPC-3	0.0	0.6	1.5	-0.42
MCL-MCL-3,CPC-CPC-4	10.7	0.6	1.5	6.62
MCL-MCL-3,CPC-CPC-5	10.5	0.6	1.4	7.25
MCL-MCL-4,CPC-CPC-1	0.0	0.3	1.1	-0.27
MCL-MCL-4,CPC-CPC-2	2.7	0.8	1.5	1.33
MCL-MCL-4,CPC-CPC-3	5.5	0.7	1.4	3.54
MCL-MCL-4,CPC-CPC-4	8.2	0.8	1.5	4.96
MCL-MCL-4,CPC-CPC-5	5.4	0.7	1.4	3.24
MCL-MCL-5,CPC-CPC-1	0.0	0.3	1.3	-0.19
MCL-MCL-5,CPC-CPC-2	0.0	0.6	1.5	-0.40
MCL-MCL-5,CPC-CPC-3	0.0	0.6	1.4	-0.39
MCL-MCL-5,CPC-CPC-4	7.5	0.6	1.5	4.55
MCL-MCL-5,CPC-CPC-5	7.4	0.7	1.6	4.25
Cro-Cro-1,MG-MG-1	18.0	1.2	1.5	11.52
Cro-Cro-1,MG-MG-2	18.8	0.9	1.4	12.82
Cro-Cro-1,MG-MG-3	22.9	1.0	1.4	15.39
Cro-Cro-1,MG-MG-4	13.9	1.1	1.5	8.55
Cro-Cro-1,MG-MG-5	17.4	0.9	1.4	11.80
Cro-Cro-2,MG-MG-1	14.3	1.2	1.5	8.90
Cro-Cro-2,MG-MG-2	16.5	1.0	1.4	11.32
Cro-Cro-2,MG-MG-3	20.6	1.0	1.4	14.06
Cro-Cro-2,MG-MG-4	15.7	1.1	1.4	10.57
Cro-Cro-2,MG-MG-5	15.1	1.0	1.5	9.55
Cro-Cro-3,MG-MG-1	2.7	0.7	1.3	1.46
Cro-Cro-3,MG-MG-2	3.3	0.6	1.4	1.96
Cro-Cro-3,MG-MG-3	13.3	0.6	1.4	8.92
Cro-Cro-3,MG-MG-4	0.0	0.8	1.5	-0.52
Cro-Cro-3,MG-MG-5	0.0	0.6	1.5	-0.41
Cro-Cro-4,MG-MG-1	21.0	1.1	1.4	13.78
Cro-Cro-4,MG-MG-2	24.4	1.0	1.5	15.51
Cro-Cro-4,MG-MG-3	28.9	1.0	1.4	19.23
Cro-Cro-4,MG-MG-4	18.9	1.1	1.5	12.24
Cro-Cro-4,MG-MG-5	25.6	0.9	1.4	17.77
Cro-Cro-5,MG-MG-1	4.7	0.9	1.4	2.69
Cro-Cro-5,MG-MG-2	2.8	0.8	1.6	1.30
Cro-Cro-5,MG-MG-3	11.3	0.8	1.5	6.87
Cro-Cro-5,MG-MG-4	5.3	0.8	1.4	3.20
Cro-Cro-5,MG-MG-5	3.0	0.7	1.4	1.57
Cro-Cro-1,BuOH-BuOH-1	23.9	1.0	1.4	16.03
Cro-Cro-1,BuOH-BuOH-2	19.8	0.9	1.4	13.31
Cro-Cro-1,BuOH-BuOH-3	15.2	0.9	1.5	9.71
Cro-Cro-1,BuOH-BuOH-4	8.0	0.6	1.2	5.94
Cro-Cro-1,BuOH-BuOH-5	22.2	1.0	1.5	14.30
Cro-Cro-2,BuOH-BuOH-1	21.5	1.0	1.5	13.91
Cro-Cro-2,BuOH-BuOH-2	21.7	1.0	1.4	14.31
Cro-Cro-2,BuOH-BuOH-3	15.1	1.0	1.4	10.13
Cro-Cro-2,BuOH-BuOH-4	7.9	0.5	1.1	6.54
Cro-Cro-2,BuOH-BuOH-5	26.0	1.1	1.5	16.44
Cro-Cro-3,BuOH-BuOH-1	10.7	0.7	1.6	6.36
Cro-Cro-3,BuOH-BuOH-2	7.3	0.6	1.5	4.45
Cro-Cro-3,BuOH-BuOH-3	7.1	0.7	1.5	4.32
Cro-Cro-3,BuOH-BuOH-4	10.3	0.4	1.4	7.11
Cro-Cro-3,BuOH-BuOH-5	6.3	0.6	1.3	4.25
Cro-Cro-4,BuOH-BuOH-1	27.9	0.9	1.5	18.45
Cro-Cro-4,BuOH-BuOH-2	18.8	0.9	1.4	12.41
Cro-Cro-4,BuOH-BuOH-3	11.6	1.0	1.5	7.23
Cro-Cro-4,BuOH-BuOH-4	5.8	0.6	1.3	4.09
Cro-Cro-4,BuOH-BuOH-5	19.4	0.9	1.3	13.94
Cro-Cro-5,BuOH-BuOH-1	9.0	0.7	1.4	5.75
Cro-Cro-5,BuOH-BuOH-2	6.1	0.7	1.5	3.70
Cro-Cro-5,BuOH-BuOH-3	9.0	0.7	1.4	5.76
Cro-Cro-5,BuOH-BuOH-4	4.0	0.5	1.4	2.56
Cro-Cro-5,BuOH-BuOH-5	5.4	0.8	1.4	3.35
Cro-Cro-1,CPC-CPC-1	3.0	0.3	1.0	2.69
Cro-Cro-1,CPC-CPC-2	13.5	1.0	1.4	8.71
Cro-Cro-1,CPC-CPC-3	6.8	0.8	1.4	4.28
Cro-Cro-1,CPC-CPC-4	15.9	0.8	1.4	10.92
Cro-Cro-1,CPC-CPC-5	18.0	0.9	1.3	12.96
Cro-Cro-2,CPC-CPC-1	0.0	0.3	1.0	-0.33
Cro-Cro-2,CPC-CPC-2	15.6	1.0	1.4	10.17
Cro-Cro-2,CPC-CPC-3	6.7	1.0	1.5	3.91
Cro-Cro-2,CPC-CPC-4	15.7	0.8	1.3	11.59
Cro-Cro-2,CPC-CPC-5	15.6	0.9	1.4	10.80
Cro-Cro-3,CPC-CPC-1	0.0	0.2	1.3	-0.19
Cro-Cro-3,CPC-CPC-2	7.5	0.6	1.5	4.63
Cro-Cro-3,CPC-CPC-3	0.0	0.5	1.4	-0.39
Cro-Cro-3,CPC-CPC-4	7.7	0.5	1.4	5.13
Cro-Cro-3,CPC-CPC-5	7.5	0.6	1.5	4.76
Cro-Cro-4,CPC-CPC-1	0.0	0.3	1.0	-0.30
Cro-Cro-4,CPC-CPC-2	12.0	0.8	1.4	8.03
Cro-Cro-4,CPC-CPC-3	9.8	0.9	1.5	6.13
Cro-Cro-4,CPC-CPC-4	12.2	0.9	1.4	7.86
Cro-Cro-4,CPC-CPC-5	14.5	0.8	1.4	9.59
Cro-Cro-5,CPC-CPC-1	0.0	0.3	1.2	-0.27
Cro-Cro-5,CPC-CPC-2	6.2	0.7	1.5	3.67
Cro-Cro-5,CPC-CPC-3	6.3	0.6	1.4	4.08
Cro-Cro-5,CPC-CPC-4	3.2	0.7	1.5	1.69
Cro-Cro-5,CPC-CPC-5	6.2	0.7	1.4	3.94
MG-MG-1,BuOH-BuOH-1	32.9	0.9	1.4	23.00
MG-MG-1,BuOH-BuOH-2	4.8	0.8	1.5	2.63
MG-MG-1,BuOH-BuOH-3	18.8	0.8	1.4	12.97
MG-MG-1,BuOH-BuOH-4	2.9	0.5	1.2	1.95
MG-MG-1,BuOH-BuOH-5	4.3	1.1	1.5	2.16
MG-MG-2,BuOH-BuOH-1	40.0	0.8	1.5	26.92
MG-MG-2,BuOH-BuOH-2	5.8	0.8	1.6	3.17
MG-MG-2,BuOH-BuOH-3	20.0	0.7	1.4	13.69
MG-MG-2,BuOH-BuOH-4	7.5	0.5	1.4	4.97
MG-MG-2,BuOH-BuOH-5	5.2	0.9	1.5	2.88
MG-MG-3,BuOH-BuOH-1	40.0	0.8	1.5	25.90
MG-MG-3,BuOH-BuOH-2	11.6	0.8	1.5	7.23
MG-MG-3,BuOH-BuOH-3	25.7	0.8	1.5	16.54
MG-MG-3,BuOH-BuOH-4	11.3	0.5	1.4	7.88
MG-MG-3,BuOH-BuOH-5	7.8	0.9	1.5	4.53
MG-MG-4,BuOH-BuOH-1	32.0	0.8	1.5	21.35
MG-MG-4,BuOH-BuOH-2	8.1	0.9	1.6	4.63
MG-MG-4,BuOH-BuOH-3	18.7	0.8	1.4	12.59
MG-MG-4,BuOH-BuOH-4	0.0	0.5	1.3	-0.40
MG-MG-4,BuOH-BuOH-5	2.4	1.0	1.6	0.94
MG-MG-5,BuOH-BuOH-1	36.4	0.7	1.4	25.41
MG-MG-5,BuOH-BuOH-2	0.0	0.7	1.6	-0.47
MG-MG-5,BuOH-BuOH-3	15.2	0.8	1.5	9.57
MG-MG-5,BuOH-BuOH-4	0.0	0.4	1.3	-0.33
MG-MG-5,BuOH-BuOH-5	2.7	0.8	1.4	1.34
MG-MG-1,CPC-CPC-1	3.3	0.3	1.0	3.12
MG-MG-1,CPC-CPC-2	24.4	0.8	1.4	17.15
MG-MG-1,CPC-CPC-3	17.3	0.8	1.4	11.42
MG-MG-1,CPC-CPC-4	14.8	0.9	1.4	9.80
MG-MG-1,CPC-CPC-5	19.5	0.9	1.5	12.81
MG-MG-2,CPC-CPC-1	4.4	0.3	1.1	3.86
MG-MG-2,CPC-CPC-2	26.9	0.8	1.6	16.81
MG-MG-2,CPC-CPC-3	18.2	0.7	1.4	12.07
MG-MG-2,CPC-CPC-4	15.2	0.7	1.4	10.43
MG-MG-2,CPC-CPC-5	20.9	0.7	1.5	13.80
MG-MG-3,CPC-CPC-1	4.4	0.2	1.0	4.03
MG-MG-3,CPC-CPC-2	29.9	0.7	1.4	20.37
MG-MG-3,CPC-CPC-3	21.2	0.8	1.5	13.86
MG-MG-3,CPC-CPC-4	21.2	0.7	1.5	14.01
MG-MG-3,CPC-CPC-5	29.9	0.7	1.4	20.90
MG-MG-4,CPC-CPC-1	8.0	0.3	1.1	6.85
MG-MG-4,CPC-CPC-2	22.2	0.7	1.4	15.46
MG-MG-4,CPC-CPC-3	22.5	0.7	1.4	15.67
MG-MG-4,CPC-CPC-4	16.9	0.9	1.6	10.27
MG-MG-4,CPC-CPC-5	22.2	0.7	1.5	14.81
MG-MG-5,CPC-CPC-1	4.9	0.3	1.2	3.93
MG-MG-5,CPC-CPC-2	22.2	0.7	1.4	15.16
MG-MG-5,CPC-CPC-3	19.4	0.6	1.4	13.45
MG-MG-5,CPC-CPC-4	12.9	0.7	1.6	7.66
MG-MG-5,CPC-CPC-5	19.0	0.8	1.5	11.92
BuOH-BuOH-1,CPC-CPC-1	4.9	0.3	1.2	3.73
BuOH-BuOH-1,CPC-CPC-2	34.9	0.7	1.5	23.38
BuOH-BuOH-1,CPC-CPC-3	22.6	0.6	1.4	15.54
BuOH-BuOH-1,CPC-CPC-4	16.1	0.7	1.5	10.46
BuOH-BuOH-1,CPC-CPC-5	22.2	0.7	1.5	14.60
BuOH-BuOH-2,CPC-CPC-1	5.0	0.3	1.2	3.79
BuOH-BuOH-2,CPC-CPC-2	19.4	0.7	1.5	12.47
BuOH-BuOH-2,CPC-CPC-3	6.6	0.6	1.5	4.02
BuOH-BuOH-2,CPC-CPC-4	9.8	0.7	1.5	6.27
BuOH-BuOH-2,CPC-CPC-5	9.7	0.7	1.4	6.35
BuOH-BuOH-3,CPC-CPC-1	4.9	0.3	1.2	3.76
BuOH-BuOH-3,CPC-CPC-2	25.4	0.7	1.5	16.02
BuOH-BuOH-3,CPC-CPC-3	12.9	0.6	1.4	9.05
BuOH-BuOH-3,CPC-CPC-4	12.9	0.6	1.5	8.44
BuOH-BuOH-3,CPC-CPC-5	15.9	0.7	1.5	10.36
BuOH-BuOH-4,CPC-CPC-1	0.0	0.3	1.5	-0.18
BuOH-BuOH-4,CPC-CPC-2	17.4	0.5	1.4	11.75
BuOH-BuOH-4,CPC-CPC-3	4.4	0.5	1.5	2.60
BuOH-BuOH-4,CPC-CPC-4	8.9	0.4	1.4	6.10
BuOH-BuOH-4,CPC-CPC-5	8.7	0.4	1.3	6.16
BuOH-BuOH-5,CPC-CPC-1	0.0	0.3	1.0	-0.26
BuOH-BuOH-5,CPC-CPC-2	11.4	0.7	1.5	7.23
BuOH-BuOH-5,CPC-CPC-3	2.9	0.8	1.4	1.50
BuOH-BuOH-5,CPC-CPC-4	8.7	0.7	1.4	5.58
BuOH-BuOH-5,CPC-CPC-5	8.6	0.8	1.5	5.13
