Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)	D Value
KCl-KCl-5,Mal-Mal-5	0.0	0.3	1.5	-0.18
KCl-KCl-1,MCL-MCL-1	11.5	0.7	1.2	8.67
KCl-KCl-1,MCL-MCL-2	0.0	0.5	1.1	-0.41
KCl-KCl-1,MCL-MCL-3	6.6	0.8	1.3	4.48
KCl-KCl-1,MCL-MCL-4	9.3	1.2	1.4	5.61
KCl-KCl-1,MCL-MCL-5	18.2	0.7	1.3	13.65
KCl-KCl-2,MCL-MCL-1	0.0	0.6	1.6	-0.34
KCl-KCl-2,MCL-MCL-2	6.2	0.3	1.5	3.99
KCl-KCl-2,MCL-MCL-3	0.0	0.4	1.4	-0.31
KCl-KCl-2,MCL-MCL-4	0.0	0.6	1.4	-0.45
KCl-KCl-2,MCL-MCL-5	4.7	0.4	1.4	2.94
KCl-KCl-3,MCL-MCL-1	0.0	0.6	1.5	-0.39
KCl-KCl-3,MCL-MCL-2	0.0	0.4	1.5	-0.29
KCl-KCl-3,MCL-MCL-3	0.0	0.6	1.5	-0.40
KCl-KCl-3,MCL-MCL-4	0.0	0.8	1.5	-0.52
KCl-KCl-3,MCL-MCL-5	0.0	0.6	1.5	-0.37
KCl-KCl-4,MCL-MCL-1	13.3	0.6	1.7	7.67
KCl-KCl-4,MCL-MCL-2	5.7	0.4	1.5	3.54
KCl-KCl-4,MCL-MCL-3	12.2	0.5	1.5	8.07
KCl-KCl-4,MCL-MCL-4	9.1	0.6	1.4	5.90
KCl-KCl-4,MCL-MCL-5	4.3	0.5	1.4	2.66
KCl-KCl-5,MCL-MCL-1	0.0	0.4	1.4	-0.27
KCl-KCl-5,MCL-MCL-2	0.0	0.4	1.7	-0.25
KCl-KCl-5,MCL-MCL-3	0.0	0.4	1.4	-0.29
KCl-KCl-5,MCL-MCL-4	6.8	0.5	1.3	5.04
KCl-KCl-5,MCL-MCL-5	0.0	0.5	1.6	-0.30
KCl-KCl-1,Cro-Cro-1	35.8	1.4	1.5	23.24
KCl-KCl-1,Cro-Cro-2	35.5	1.3	1.5	22.86
KCl-KCl-1,Cro-Cro-3	6.9	0.7	1.2	5.16
KCl-KCl-1,Cro-Cro-4	47.9	1.3	1.5	31.42
KCl-KCl-1,Cro-Cro-5	10.2	1.1	1.5	6.12
KCl-KCl-2,Cro-Cro-1	10.3	0.7	1.3	7.25
KCl-KCl-2,Cro-Cro-2	7.6	0.7	1.3	5.38
KCl-KCl-2,Cro-Cro-3	14.3	0.4	1.5	9.47
KCl-KCl-2,Cro-Cro-4	13.9	0.6	1.3	10.22
KCl-KCl-2,Cro-Cro-5	11.3	0.5	1.3	8.08
KCl-KCl-3,Cro-Cro-1	21.4	0.8	1.4	14.88
KCl-KCl-3,Cro-Cro-2	18.8	0.7	1.3	13.68
KCl-KCl-3,Cro-Cro-3	16.7	0.5	1.5	11.00
KCl-KCl-3,Cro-Cro-4	33.3	0.8	1.4	22.71
KCl-KCl-3,Cro-Cro-5	20.3	0.6	1.5	13.55
KCl-KCl-4,Cro-Cro-1	19.8	0.6	1.2	15.75
KCl-KCl-4,Cro-Cro-2	19.5	0.8	1.4	13.79
KCl-KCl-4,Cro-Cro-3	22.2	0.5	1.5	14.65
KCl-KCl-4,Cro-Cro-4	18.7	0.7	1.3	13.69
KCl-KCl-4,Cro-Cro-5	14.3	0.6	1.5	9.24
KCl-KCl-5,Cro-Cro-1	2.7	0.5	1.2	1.82
KCl-KCl-5,Cro-Cro-2	5.3	0.5	1.2	4.02
KCl-KCl-5,Cro-Cro-3	5.3	0.4	1.5	3.18
KCl-KCl-5,Cro-Cro-4	2.9	0.5	1.3	1.92
KCl-KCl-5,Cro-Cro-5	4.1	0.4	1.4	2.70
KCl-KCl-1,MG-MG-1	32.8	1.3	1.5	21.51
KCl-KCl-1,MG-MG-2	37.6	1.1	1.4	25.30
KCl-KCl-1,MG-MG-3	35.6	1.1	1.4	24.31
KCl-KCl-1,MG-MG-4	30.2	1.1	1.4	20.49
KCl-KCl-1,MG-MG-5	39.2	0.9	1.4	27.92
KCl-KCl-2,MG-MG-1	0.0	0.7	1.3	-0.49
KCl-KCl-2,MG-MG-2	0.0	0.6	1.5	-0.41
KCl-KCl-2,MG-MG-3	0.0	0.6	1.5	-0.40
KCl-KCl-2,MG-MG-4	3.3	0.5	1.3	2.16
KCl-KCl-2,MG-MG-5	0.0	0.6	1.5	-0.39
KCl-KCl-3,MG-MG-1	33.8	0.7	1.4	23.60
KCl-KCl-3,MG-MG-2	41.9	0.7	1.5	28.05
KCl-KCl-3,MG-MG-3	41.9	0.7	1.5	26.80
KCl-KCl-3,MG-MG-4	38.8	0.8	1.6	23.93
KCl-KCl-3,MG-MG-5	44.8	0.6	1.4	31.21
KCl-KCl-4,MG-MG-1	2.7	0.6	1.4	1.49
KCl-KCl-4,MG-MG-2	6.8	0.6	1.4	4.26
KCl-KCl-4,MG-MG-3	3.4	0.7	1.4	1.94
KCl-KCl-4,MG-MG-4	0.0	0.6	1.4	-0.45
KCl-KCl-4,MG-MG-5	0.0	0.6	1.5	-0.40
KCl-KCl-5,MG-MG-1	3.0	0.5	1.3	1.92
KCl-KCl-5,MG-MG-2	0.0	0.5	1.4	-0.35
KCl-KCl-5,MG-MG-3	0.0	0.5	1.3	-0.36
KCl-KCl-5,MG-MG-4	10.5	0.4	1.2	8.24
KCl-KCl-5,MG-MG-5	0.0	0.4	1.3	-0.33
KCl-KCl-1,BuOH-BuOH-1	33.0	1.0	1.4	22.51
KCl-KCl-1,BuOH-BuOH-2	16.7	0.9	1.3	12.06
KCl-KCl-1,BuOH-BuOH-3	12.4	1.0	1.4	7.98
KCl-KCl-1,BuOH-BuOH-4	5.0	0.6	1.2	3.65
KCl-KCl-1,BuOH-BuOH-5	19.2	1.1	1.5	12.39
KCl-KCl-2,BuOH-BuOH-1	3.8	0.6	1.5	2.18
KCl-KCl-2,BuOH-BuOH-2	3.9	0.6	1.6	2.06
KCl-KCl-2,BuOH-BuOH-3	3.8	0.5	1.3	2.52
KCl-KCl-2,BuOH-BuOH-4	0.0	0.4	1.5	-0.25
KCl-KCl-2,BuOH-BuOH-5	3.4	0.6	1.4	1.91
KCl-KCl-3,BuOH-BuOH-1	31.0	0.6	1.4	21.67
KCl-KCl-3,BuOH-BuOH-2	0.0	0.7	1.6	-0.45
KCl-KCl-3,BuOH-BuOH-3	13.8	0.6	1.4	9.32
KCl-KCl-3,BuOH-BuOH-4	0.0	0.4	1.5	-0.31
KCl-KCl-3,BuOH-BuOH-5	0.0	0.7	1.5	-0.48
KCl-KCl-4,BuOH-BuOH-1	7.3	0.6	1.5	4.58
KCl-KCl-4,BuOH-BuOH-2	7.4	0.4	1.3	5.39
KCl-KCl-4,BuOH-BuOH-3	7.3	0.6	1.5	4.53
KCl-KCl-4,BuOH-BuOH-4	10.5	0.5	1.6	6.38
KCl-KCl-4,BuOH-BuOH-5	3.2	0.7	1.4	1.79
KCl-KCl-5,BuOH-BuOH-1	0.0	0.5	1.4	-0.33
KCl-KCl-5,BuOH-BuOH-2	0.0	0.4	1.3	-0.31
KCl-KCl-5,BuOH-BuOH-3	0.0	0.5	1.4	-0.35
KCl-KCl-5,BuOH-BuOH-4	0.0	0.3	1.4	-0.23
KCl-KCl-5,BuOH-BuOH-5	0.0	0.5	1.2	-0.36
KCl-KCl-1,CPC-CPC-1	5.6	0.3	0.9	5.96
KCl-KCl-1,CPC-CPC-2	12.8	0.9	1.4	8.76
KCl-KCl-1,CPC-CPC-3	12.9	0.8	1.3	9.64
KCl-KCl-1,CPC-CPC-4	8.6	0.9	1.4	5.40
KCl-KCl-1,CPC-CPC-5	10.6	0.9	1.4	7.19
KCl-KCl-2,CPC-CPC-1	0.0	0.3	1.6	-0.21
KCl-KCl-2,CPC-CPC-2	0.0	0.5	1.4	-0.35
KCl-KCl-2,CPC-CPC-3	0.0	0.6	1.5	-0.37
KCl-KCl-2,CPC-CPC-4	0.0	0.5	1.4	-0.35
KCl-KCl-2,CPC-CPC-5	0.0	0.5	1.5	-0.36
KCl-KCl-3,CPC-CPC-1	6.1	0.2	1.2	4.84
KCl-KCl-3,CPC-CPC-2	21.8	0.7	1.5	14.33
KCl-KCl-3,CPC-CPC-3	22.2	0.6	1.5	14.66
KCl-KCl-3,CPC-CPC-4	11.1	0.6	1.5	7.26
KCl-KCl-3,CPC-CPC-5	18.2	0.6	1.6	11.14
KCl-KCl-4,CPC-CPC-1	0.0	0.3	1.3	-0.21
KCl-KCl-4,CPC-CPC-2	11.5	0.5	1.5	7.48
KCl-KCl-4,CPC-CPC-3	0.0	0.5	1.4	-0.38
KCl-KCl-4,CPC-CPC-4	11.8	0.5	1.5	7.73
KCl-KCl-4,CPC-CPC-5	11.5	0.6	1.5	7.08
KCl-KCl-5,CPC-CPC-1	0.0	0.2	1.3	-0.16
KCl-KCl-5,CPC-CPC-2	13.3	0.5	1.4	9.00
KCl-KCl-5,CPC-CPC-3	4.5	0.4	1.3	3.12
KCl-KCl-5,CPC-CPC-4	4.5	0.4	1.3	3.32
KCl-KCl-5,CPC-CPC-5	0.0	0.4	1.3	-0.29
CoCl2-CoCl2-1,Na2CO3-Na2CO3-1	13.9	1.0	1.4	9.15
CoCl2-CoCl2-1,Na2CO3-Na2CO3-2	2.4	0.9	1.5	1.00
CoCl2-CoCl2-1,Na2CO3-Na2CO3-3	6.2	1.1	1.4	3.58
CoCl2-CoCl2-1,Na2CO3-Na2CO3-4	7.1	0.9	1.4	4.38
CoCl2-CoCl2-1,Na2CO3-Na2CO3-5	2.3	1.0	1.4	0.92
CoCl2-CoCl2-2,Na2CO3-Na2CO3-1	2.6	0.5	1.1	1.89
CoCl2-CoCl2-2,Na2CO3-Na2CO3-2	3.4	0.5	1.3	2.37
CoCl2-CoCl2-2,Na2CO3-Na2CO3-3	5.6	0.5	1.1	4.75
CoCl2-CoCl2-2,Na2CO3-Na2CO3-4	6.7	0.5	1.2	5.02
CoCl2-CoCl2-2,Na2CO3-Na2CO3-5	3.2	0.5	1.2	2.15
CoCl2-CoCl2-3,Na2CO3-Na2CO3-1	14.9	0.9	1.4	9.80
CoCl2-CoCl2-3,Na2CO3-Na2CO3-2	2.7	0.9	1.5	1.21
CoCl2-CoCl2-3,Na2CO3-Na2CO3-3	6.7	0.8	1.3	4.43
CoCl2-CoCl2-3,Na2CO3-Na2CO3-4	10.4	0.8	1.5	6.57
CoCl2-CoCl2-3,Na2CO3-Na2CO3-5	2.5	0.9	1.4	1.14
CoCl2-CoCl2-4,Na2CO3-Na2CO3-1	14.7	0.9	1.4	9.70
CoCl2-CoCl2-4,Na2CO3-Na2CO3-2	5.3	0.8	1.4	3.13
CoCl2-CoCl2-4,Na2CO3-Na2CO3-3	4.4	1.0	1.4	2.52
CoCl2-CoCl2-4,Na2CO3-Na2CO3-4	7.7	0.8	1.4	4.83
CoCl2-CoCl2-4,Na2CO3-Na2CO3-5	2.5	0.9	1.5	1.02
CoCl2-CoCl2-5,Na2CO3-Na2CO3-1	14.9	0.9	1.3	10.48
CoCl2-CoCl2-5,Na2CO3-Na2CO3-2	2.7	0.8	1.5	1.28
CoCl2-CoCl2-5,Na2CO3-Na2CO3-3	6.7	0.9	1.5	3.96
CoCl2-CoCl2-5,Na2CO3-Na2CO3-4	10.4	0.8	1.5	6.38
CoCl2-CoCl2-5,Na2CO3-Na2CO3-5	2.5	0.8	1.4	1.21
CoCl2-CoCl2-1,Lac-Lac-1	4.3	0.3	1.2	3.30
CoCl2-CoCl2-1,Lac-Lac-2	8.3	0.3	1.2	6.57
CoCl2-CoCl2-1,Lac-Lac-3	7.5	0.6	1.4	4.93
CoCl2-CoCl2-1,Lac-Lac-4	7.7	0.5	1.4	5.12
CoCl2-CoCl2-1,Lac-Lac-5	22.9	0.8	1.5	14.46
CoCl2-CoCl2-2,Lac-Lac-1	17.4	0.2	1.3	12.91
CoCl2-CoCl2-2,Lac-Lac-2	8.3	0.3	1.5	5.41
CoCl2-CoCl2-2,Lac-Lac-3	13.8	0.3	1.4	9.76
CoCl2-CoCl2-2,Lac-Lac-4	14.3	0.3	1.5	9.13
CoCl2-CoCl2-2,Lac-Lac-5	17.4	0.4	1.4	11.77
CoCl2-CoCl2-3,Lac-Lac-1	10.0	0.3	1.3	7.65
CoCl2-CoCl2-3,Lac-Lac-2	4.9	0.3	1.2	3.96
CoCl2-CoCl2-3,Lac-Lac-3	8.7	0.5	1.4	5.84
CoCl2-CoCl2-3,Lac-Lac-4	8.9	0.4	1.3	6.77
CoCl2-CoCl2-3,Lac-Lac-5	28.6	0.7	1.4	19.92
CoCl2-CoCl2-4,Lac-Lac-1	4.9	0.4	1.3	3.51
CoCl2-CoCl2-4,Lac-Lac-2	0.0	0.4	1.3	-0.28
CoCl2-CoCl2-4,Lac-Lac-3	4.3	0.5	1.4	2.71
CoCl2-CoCl2-4,Lac-Lac-4	4.3	0.4	1.4	2.86
CoCl2-CoCl2-4,Lac-Lac-5	28.1	0.7	1.5	18.86
CoCl2-CoCl2-5,Lac-Lac-1	10.0	0.4	1.3	7.19
CoCl2-CoCl2-5,Lac-Lac-2	4.9	0.3	1.3	3.42
CoCl2-CoCl2-5,Lac-Lac-3	8.7	0.5	1.5	5.34
CoCl2-CoCl2-5,Lac-Lac-4	13.3	0.4	1.3	10.09
CoCl2-CoCl2-5,Lac-Lac-5	28.6	0.7	1.5	19.04
CoCl2-CoCl2-1,Mal-Mal-1	0.0	0.3	1.1	-0.27
CoCl2-CoCl2-1,Mal-Mal-2	0.0	0.2	0.9	-0.18
CoCl2-CoCl2-1,Mal-Mal-3	10.7	0.5	1.3	7.73
CoCl2-CoCl2-1,Mal-Mal-4	0.0	0.1	0.8	-0.15
CoCl2-CoCl2-1,Mal-Mal-5	0.0	0.3	1.1	-0.26
CoCl2-CoCl2-2,Mal-Mal-1	0.0	0.2	1.3	-0.14
CoCl2-CoCl2-2,Mal-Mal-2	0.0	0.1	1.2	-0.11
CoCl2-CoCl2-2,Mal-Mal-3	6.2	0.3	1.5	3.99
CoCl2-CoCl2-2,Mal-Mal-4	0.0	0.1	1.0	-0.09
CoCl2-CoCl2-2,Mal-Mal-5	0.0	0.2	1.5	-0.16
CoCl2-CoCl2-3,Mal-Mal-1	0.0	0.2	1.1	-0.21
CoCl2-CoCl2-3,Mal-Mal-2	0.0	0.1	0.8	-0.14
CoCl2-CoCl2-3,Mal-Mal-3	4.1	0.6	1.5	2.37
CoCl2-CoCl2-3,Mal-Mal-4	0.0	0.1	0.8	-0.14
CoCl2-CoCl2-3,Mal-Mal-5	5.0	0.3	1.1	4.19
CoCl2-CoCl2-4,Mal-Mal-1	0.0	0.3	1.2	-0.25
CoCl2-CoCl2-4,Mal-Mal-2	0.0	0.1	0.8	-0.14
CoCl2-CoCl2-4,Mal-Mal-3	4.0	0.6	1.5	2.22
CoCl2-CoCl2-4,Mal-Mal-4	0.0	0.1	0.7	-0.12
CoCl2-CoCl2-4,Mal-Mal-5	0.0	0.3	1.2	-0.27
CoCl2-CoCl2-5,Mal-Mal-1	0.0	0.2	1.1	-0.22
CoCl2-CoCl2-5,Mal-Mal-2	0.0	0.1	0.8	-0.13
CoCl2-CoCl2-5,Mal-Mal-3	4.1	0.4	1.3	2.79
CoCl2-CoCl2-5,Mal-Mal-4	0.0	0.1	0.8	-0.15
CoCl2-CoCl2-5,Mal-Mal-5	15.0	0.3	1.3	11.70
CoCl2-CoCl2-1,MCL-MCL-1	19.7	0.7	1.5	12.82
CoCl2-CoCl2-1,MCL-MCL-2	3.9	0.3	1.1	3.18
CoCl2-CoCl2-1,MCL-MCL-3	9.2	0.7	1.5	5.88
CoCl2-CoCl2-1,MCL-MCL-4	17.1	0.9	1.4	11.50
CoCl2-CoCl2-1,MCL-MCL-5	29.0	0.6	1.4	20.40
CoCl2-CoCl2-2,MCL-MCL-1	5.4	0.4	1.5	3.28
CoCl2-CoCl2-2,MCL-MCL-2	0.0	0.3	1.5	-0.19
CoCl2-CoCl2-2,MCL-MCL-3	0.0	0.4	1.5	-0.29
CoCl2-CoCl2-2,MCL-MCL-4	3.4	0.4	1.2	2.56
CoCl2-CoCl2-2,MCL-MCL-5	5.3	0.4	1.4	3.44
CoCl2-CoCl2-3,MCL-MCL-1	18.5	0.6	1.5	11.77
CoCl2-CoCl2-3,MCL-MCL-2	4.5	0.4	1.3	3.16
CoCl2-CoCl2-3,MCL-MCL-3	10.3	0.6	1.4	6.83
CoCl2-CoCl2-3,MCL-MCL-4	18.7	0.8	1.5	12.31
CoCl2-CoCl2-3,MCL-MCL-5	29.1	0.6	1.4	19.94
CoCl2-CoCl2-4,MCL-MCL-1	18.2	0.7	1.5	11.57
CoCl2-CoCl2-4,MCL-MCL-2	4.4	0.4	1.2	3.32
CoCl2-CoCl2-4,MCL-MCL-3	10.2	0.6	1.4	6.61
CoCl2-CoCl2-4,MCL-MCL-4	18.4	0.8	1.4	12.14
CoCl2-CoCl2-4,MCL-MCL-5	28.6	0.6	1.4	19.52
CoCl2-CoCl2-5,MCL-MCL-1	25.9	0.6	1.6	16.07
CoCl2-CoCl2-5,MCL-MCL-2	0.0	0.4	1.3	-0.28
CoCl2-CoCl2-5,MCL-MCL-3	17.2	0.6	1.4	11.54
CoCl2-CoCl2-5,MCL-MCL-4	16.0	0.8	1.5	10.26
CoCl2-CoCl2-5,MCL-MCL-5	32.7	0.6	1.5	21.48
CoCl2-CoCl2-1,Cro-Cro-1	28.9	1.1	1.5	18.91
CoCl2-CoCl2-1,Cro-Cro-2	32.7	1.1	1.4	21.86
CoCl2-CoCl2-1,Cro-Cro-3	0.0	0.7	1.5	-0.45
CoCl2-CoCl2-1,Cro-Cro-4	28.6	1.0	1.4	19.11
CoCl2-CoCl2-1,Cro-Cro-5	2.8	0.8	1.4	1.40
CoCl2-CoCl2-2,Cro-Cro-1	5.5	0.5	1.1	4.40
CoCl2-CoCl2-2,Cro-Cro-2	5.4	0.5	1.2	4.22
CoCl2-CoCl2-2,Cro-Cro-3	0.0	0.4	1.4	-0.28
CoCl2-CoCl2-2,Cro-Cro-4	3.0	0.5	1.2	2.07
CoCl2-CoCl2-2,Cro-Cro-5	4.2	0.4	1.2	3.05
CoCl2-CoCl2-3,Cro-Cro-1	31.1	0.9	1.4	21.31
CoCl2-CoCl2-3,Cro-Cro-2	37.4	1.0	1.5	25.03
CoCl2-CoCl2-3,Cro-Cro-3	0.0	0.6	1.5	-0.41
CoCl2-CoCl2-3,Cro-Cro-4	31.0	0.9	1.4	20.77
CoCl2-CoCl2-3,Cro-Cro-5	6.2	0.7	1.5	3.76
CoCl2-CoCl2-4,Cro-Cro-1	30.8	0.9	1.4	21.17
CoCl2-CoCl2-4,Cro-Cro-2	28.3	0.9	1.4	20.09
CoCl2-CoCl2-4,Cro-Cro-3	0.0	0.6	1.5	-0.38
CoCl2-CoCl2-4,Cro-Cro-4	28.2	0.8	1.3	20.84
CoCl2-CoCl2-4,Cro-Cro-5	3.0	0.7	1.5	1.53
CoCl2-CoCl2-5,Cro-Cro-1	35.6	0.9	1.4	24.84
CoCl2-CoCl2-5,Cro-Cro-2	37.4	1.0	1.4	25.16
CoCl2-CoCl2-5,Cro-Cro-3	0.0	0.6	1.6	-0.41
CoCl2-CoCl2-5,Cro-Cro-4	35.7	0.9	1.4	25.13
CoCl2-CoCl2-5,Cro-Cro-5	9.2	0.7	1.5	5.69
CoCl2-CoCl2-1,MG-MG-1	6.7	1.0	1.5	3.79
CoCl2-CoCl2-1,MG-MG-2	5.3	0.8	1.4	3.19
CoCl2-CoCl2-1,MG-MG-3	8.0	0.9	1.6	4.49
CoCl2-CoCl2-1,MG-MG-4	20.0	0.9	1.5	12.77
CoCl2-CoCl2-1,MG-MG-5	5.6	0.8	1.5	3.18
CoCl2-CoCl2-2,MG-MG-1	9.1	0.5	1.2	7.39
CoCl2-CoCl2-2,MG-MG-2	3.9	0.5	1.4	2.46
CoCl2-CoCl2-2,MG-MG-3	11.8	0.4	1.3	8.83
CoCl2-CoCl2-2,MG-MG-4	10.7	0.5	1.3	7.72
CoCl2-CoCl2-2,MG-MG-5	4.3	0.4	1.3	2.94
CoCl2-CoCl2-3,MG-MG-1	2.4	0.8	1.4	1.11
CoCl2-CoCl2-3,MG-MG-2	2.9	0.8	1.5	1.46
CoCl2-CoCl2-3,MG-MG-3	5.9	0.8	1.5	3.42
CoCl2-CoCl2-3,MG-MG-4	13.7	0.8	1.4	8.90
CoCl2-CoCl2-3,MG-MG-5	3.1	0.6	1.4	1.74
CoCl2-CoCl2-4,MG-MG-1	2.4	0.9	1.4	1.03
CoCl2-CoCl2-4,MG-MG-2	2.9	0.7	1.4	1.56
CoCl2-CoCl2-4,MG-MG-3	5.8	0.7	1.4	3.71
CoCl2-CoCl2-4,MG-MG-4	10.8	0.8	1.5	6.82
CoCl2-CoCl2-4,MG-MG-5	3.1	0.7	1.4	1.66
CoCl2-CoCl2-5,MG-MG-1	4.8	0.8	1.4	2.88
CoCl2-CoCl2-5,MG-MG-2	2.9	0.7	1.5	1.46
CoCl2-CoCl2-5,MG-MG-3	8.8	0.7	1.5	5.39
CoCl2-CoCl2-5,MG-MG-4	8.2	0.7	1.4	5.51
CoCl2-CoCl2-5,MG-MG-5	3.1	0.7	1.4	1.67
CoCl2-CoCl2-1,BuOH-BuOH-1	16.9	0.8	1.5	10.76
CoCl2-CoCl2-1,BuOH-BuOH-2	28.6	0.7	1.4	20.00
CoCl2-CoCl2-1,BuOH-BuOH-3	16.9	0.7	1.4	11.31
CoCl2-CoCl2-1,BuOH-BuOH-4	3.7	0.4	1.2	2.68
CoCl2-CoCl2-1,BuOH-BuOH-5	30.8	0.8	1.5	20.14
CoCl2-CoCl2-2,BuOH-BuOH-1	8.5	0.4	1.3	6.05
CoCl2-CoCl2-2,BuOH-BuOH-2	8.7	0.5	1.4	5.70
CoCl2-CoCl2-2,BuOH-BuOH-3	12.8	0.4	1.3	9.25
CoCl2-CoCl2-2,BuOH-BuOH-4	6.7	0.3	1.5	4.36
CoCl2-CoCl2-2,BuOH-BuOH-5	7.4	0.4	1.3	5.47
CoCl2-CoCl2-3,BuOH-BuOH-1	21.9	0.7	1.6	13.62
CoCl2-CoCl2-3,BuOH-BuOH-2	31.7	0.7	1.6	19.94
CoCl2-CoCl2-3,BuOH-BuOH-3	12.5	0.7	1.4	8.32
CoCl2-CoCl2-3,BuOH-BuOH-4	8.5	0.5	1.5	5.33
CoCl2-CoCl2-3,BuOH-BuOH-5	39.4	0.8	1.5	25.90
CoCl2-CoCl2-4,BuOH-BuOH-1	18.5	0.8	1.5	11.71
CoCl2-CoCl2-4,BuOH-BuOH-2	31.2	0.7	1.5	20.78
CoCl2-CoCl2-4,BuOH-BuOH-3	12.3	0.7	1.4	8.12
CoCl2-CoCl2-4,BuOH-BuOH-4	4.2	0.4	1.4	2.75
CoCl2-CoCl2-4,BuOH-BuOH-5	30.6	0.7	1.5	20.55
CoCl2-CoCl2-5,BuOH-BuOH-1	18.8	0.7	1.5	12.10
CoCl2-CoCl2-5,BuOH-BuOH-2	38.1	0.7	1.5	24.42
CoCl2-CoCl2-5,BuOH-BuOH-3	9.4	0.6	1.4	6.48
CoCl2-CoCl2-5,BuOH-BuOH-4	4.3	0.5	1.3	2.83
CoCl2-CoCl2-5,BuOH-BuOH-5	36.6	0.8	1.5	24.57
CoCl2-CoCl2-1,CPC-CPC-1	0.0	0.3	1.2	-0.28
CoCl2-CoCl2-1,CPC-CPC-2	17.6	0.7	1.4	11.68
CoCl2-CoCl2-1,CPC-CPC-3	9.0	0.7	1.4	5.87
CoCl2-CoCl2-1,CPC-CPC-4	11.9	0.7	1.4	7.91
CoCl2-CoCl2-1,CPC-CPC-5	8.8	0.7	1.4	5.72
CoCl2-CoCl2-2,CPC-CPC-1	0.0	0.3	1.6	-0.16
CoCl2-CoCl2-2,CPC-CPC-2	9.1	0.4	1.3	6.58
CoCl2-CoCl2-2,CPC-CPC-3	4.7	0.4	1.2	3.44
CoCl2-CoCl2-2,CPC-CPC-4	9.3	0.5	1.5	6.09
CoCl2-CoCl2-2,CPC-CPC-5	13.6	0.4	1.3	9.86
CoCl2-CoCl2-3,CPC-CPC-1	0.0	0.3	1.2	-0.25
CoCl2-CoCl2-3,CPC-CPC-2	6.6	0.7	1.4	4.12
CoCl2-CoCl2-3,CPC-CPC-3	6.7	0.7	1.6	3.70
CoCl2-CoCl2-3,CPC-CPC-4	3.3	0.6	1.5	1.82
CoCl2-CoCl2-3,CPC-CPC-5	6.6	0.7	1.5	4.02
CoCl2-CoCl2-4,CPC-CPC-1	5.0	0.3	1.2	3.86
CoCl2-CoCl2-4,CPC-CPC-2	9.7	0.8	1.6	5.68
CoCl2-CoCl2-4,CPC-CPC-3	9.8	0.7	1.5	6.24
CoCl2-CoCl2-4,CPC-CPC-4	6.6	0.7	1.5	3.98
CoCl2-CoCl2-4,CPC-CPC-5	3.2	0.7	1.5	1.73
CoCl2-CoCl2-5,CPC-CPC-1	5.1	0.2	1.1	4.27
CoCl2-CoCl2-5,CPC-CPC-2	6.6	0.7	1.5	3.86
CoCl2-CoCl2-5,CPC-CPC-3	6.7	0.7	1.5	4.10
CoCl2-CoCl2-5,CPC-CPC-4	13.3	0.6	1.5	8.56
CoCl2-CoCl2-5,CPC-CPC-5	16.4	0.7	1.5	10.41
Na2CO3-Na2CO3-1,Lac-Lac-1	0.0	0.3	0.9	-0.35
Na2CO3-Na2CO3-1,Lac-Lac-2	0.0	0.4	1.0	-0.37
Na2CO3-Na2CO3-1,Lac-Lac-3	0.0	0.5	1.1	-0.45
Na2CO3-Na2CO3-1,Lac-Lac-4	2.6	0.5	1.2	1.78
Na2CO3-Na2CO3-1,Lac-Lac-5	12.6	1.0	1.4	8.16
Na2CO3-Na2CO3-2,Lac-Lac-1	0.0	0.3	1.1	-0.27
Na2CO3-Na2CO3-2,Lac-Lac-2	0.0	0.4	1.1	-0.32
Na2CO3-Na2CO3-2,Lac-Lac-3	3.4	0.5	1.3	2.17
Na2CO3-Na2CO3-2,Lac-Lac-4	3.4	0.5	1.3	2.27
Na2CO3-Na2CO3-2,Lac-Lac-5	7.9	0.8	1.5	4.78
Na2CO3-Na2CO3-3,Lac-Lac-1	3.0	0.4	1.0	2.65
Na2CO3-Na2CO3-3,Lac-Lac-2	2.9	0.4	1.0	2.55
Na2CO3-Na2CO3-3,Lac-Lac-3	5.5	0.6	1.2	3.96
Na2CO3-Na2CO3-3,Lac-Lac-4	5.6	0.5	1.2	4.23
Na2CO3-Na2CO3-3,Lac-Lac-5	11.1	0.9	1.4	7.12
Na2CO3-Na2CO3-4,Lac-Lac-1	3.6	0.4	1.2	2.59
Na2CO3-Na2CO3-4,Lac-Lac-2	7.1	0.3	1.0	6.62
Na2CO3-Na2CO3-4,Lac-Lac-3	3.3	0.5	1.3	2.22
Na2CO3-Na2CO3-4,Lac-Lac-4	6.7	0.5	1.2	4.98
Na2CO3-Na2CO3-4,Lac-Lac-5	12.8	0.8	1.5	8.21
Na2CO3-Na2CO3-5,Lac-Lac-1	0.0	0.4	1.1	-0.32
Na2CO3-Na2CO3-5,Lac-Lac-2	3.4	0.4	1.1	2.67
Na2CO3-Na2CO3-5,Lac-Lac-3	0.0	0.5	1.2	-0.39
Na2CO3-Na2CO3-5,Lac-Lac-4	3.2	0.5	1.3	2.13
Na2CO3-Na2CO3-5,Lac-Lac-5	4.9	0.9	1.4	2.93
Na2CO3-Na2CO3-1,Mal-Mal-1	0.0	0.3	1.0	-0.37
Na2CO3-Na2CO3-1,Mal-Mal-2	0.0	0.1	0.6	-0.20
Na2CO3-Na2CO3-1,Mal-Mal-3	7.4	0.6	1.2	5.72
