1)riId,2)riType,3)regulatorId,4)regulatorName,17)firstGene,19)targetTuOrGene,20)confidenceLevel
RDBECOLIRIC05438,tf-promoter,RDBECOLITFC00128,FNR,dcuS,RDBECOLITUC02638:dcuSR,W
RDBECOLIRIC05439,tf-promoter,RDBECOLITFC00009,NarL,dcuS,RDBECOLITUC02638:dcuSR,S
RDBECOLIRIC05440,tf-promoter,RDBECOLITFC00009,NarL,dcuS,RDBECOLITUC02638:dcuSR,S
RDBECOLIRIC05441,tf-promoter,RDBECOLITFC00180,AscG,ascF,RDBECOLITUC03275:ascFB,C
RDBECOLIRIC05442,tf-promoter,RDBECOLITFC00170,CpxR,cpxR,RDBECOLITUC01937:cpxRA,S
RDBECOLIRIC05443,tf-promoter,RDBECOLITFC00170,CpxR,cpxR,RDBECOLITUC01937:cpxRA,C
RDBECOLIRIC05444,tf-promoter,RDBECOLITFC00170,CpxR,tsr,RDBECOLITUC02574:tsr,S
RDBECOLIRIC05445,tf-promoter,RDBECOLITFC00065,AcrR,acrR,RDBECOLITUC02619:acrR,C
RDBECOLIRIC05446,tf-promoter,RDBECOLITFC00093,Fur,zinT,RDBECOLITUC02623:zinT,W
RDBECOLIRIC05447,tf-promoter,RDBECOLITFC00201,SoxS,zinT,RDBECOLITUC02623:zinT,W
RDBECOLIRIC05448,tf-promoter,RDBECOLITFC00128,FNR,feoA,RDBECOLITUC03303:feoABC,S
RDBECOLIRIC05449,tf-promoter,RDBECOLITFC00093,Fur,feoA,RDBECOLITUC03303:feoABC,S
RDBECOLIRIC05450,tf-promoter,RDBECOLITFC00211,IHF,hipB,RDBECOLITUC03317:hipBA,W
RDBECOLIRIC05451,tf-promoter,RDBECOLITFC00137,HipAB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC05452,tf-promoter,RDBECOLITFC00137,HipAB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC05453,tf-promoter,RDBECOLITFC00137,HipAB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC05454,tf-promoter,RDBECOLITFC00137,HipAB,hipB,RDBECOLITUC03317:hipBA,S
RDBECOLIRIC05455,tf-promoter,RDBECOLITFC00111,NorR,norR,RDBECOLITUC01418:norR,C
RDBECOLIRIC05456,tf-promoter,RDBECOLITFC00111,NorR,norR,RDBECOLITUC01418:norR,C
RDBECOLIRIC05457,tf-promoter,RDBECOLITFC00111,NorR,norR,RDBECOLITUC01418:norR,C
RDBECOLIRIC05458,tf-promoter,RDBECOLITFC00214,LexA,recN,RDBECOLITUC01855:recN,C
RDBECOLIRIC05459,tf-promoter,RDBECOLITFC00214,LexA,recN,RDBECOLITUC01855:recN,C
RDBECOLIRIC05460,tf-promoter,RDBECOLITFC00216,OxyR,gor,RDBECOLITUC01780:gor,W
RDBECOLIRIC05461,tf-promoter,RDBECOLITFC00214,LexA,yehF,RDBECOLITUC03037:yehF,W
RDBECOLIRIC05462,tf-promoter,RDBECOLITFC00211,IHF,dcuD,RDBECOLITUC02938:dcuD,W
RDBECOLIRIC05463,tf-promoter,RDBECOLITFC00038,NsrR,tehA,RDBECOLITUC03388:tehAB,W
RDBECOLIRIC05464,tf-promoter,RDBECOLITFC00128,FNR,ygbA,RDBECOLITUC03820:ygbA,W
RDBECOLIRIC05465,tf-promoter,RDBECOLITFC00038,NsrR,ygbA,RDBECOLITUC03820:ygbA,W
RDBECOLIRIC05466,tf-promoter,RDBECOLITFC00038,NsrR,ytfE,RDBECOLITUC03819:ytfE,C
RDBECOLIRIC05467,tf-promoter,RDBECOLITFC00084,NhaR,pgaA,RDBECOLITUC02665:pgaABCD,C
RDBECOLIRIC05468,tf-promoter,RDBECOLITFC00084,NhaR,pgaA,RDBECOLITUC02665:pgaABCD,C
RDBECOLIRIC05469,tf-promoter,RDBECOLITFC00128,FNR,ysgA,RDBECOLITUC02844:ysgA,W
RDBECOLIRIC05470,tf-promoter,RDBECOLITFC00128,FNR,nfeR,RDBECOLITUC02841:nfeR,W
RDBECOLIRIC05472,tf-promoter,RDBECOLITFC00128,FNR,ychO,RDBECOLITUC02871:ychO,W
RDBECOLIRIC05473,tf-promoter,RDBECOLITFC00116,BolA,dacC,RDBECOLITUC02955:dacC,W
RDBECOLIRIC05474,tf-promoter,RDBECOLITFC00040,OmpR,omrA,RDBECOLITUC02940:omrA,S
RDBECOLIRIC05475,tf-promoter,RDBECOLITFC00040,OmpR,omrB,RDBECOLITUC02939:omrB,S
RDBECOLIRIC05476,tf-promoter,RDBECOLITFC00127,FeaR,feaB,RDBECOLITUC02966:feaB,C
RDBECOLIRIC05477,tf-promoter,RDBECOLITFC00128,FNR,ompW,RDBECOLITUC02979:ompW,C
RDBECOLIRIC05478,tf-promoter,RDBECOLITFC00128,FNR,ompX,RDBECOLITUC02978:ompX,W
RDBECOLIRIC05479,tf-promoter,RDBECOLITFC00217,DicA,dicB,RDBECOLITUC00575:dicB-ydfDE-insD-intQ,W
RDBECOLIRIC05480,tf-promoter,RDBECOLITFC00020,H-NS,yciG,RDBECOLITUC00450:yciGFE,C
RDBECOLIRIC05481,tf-promoter,RDBECOLITFC00018,CsgD,pepD,RDBECOLITUC03028:pepD,W
RDBECOLIRIC05482,tf-promoter,RDBECOLITFC00018,CsgD,dgcC,RDBECOLITUC03026:adrA,C
RDBECOLIRIC05483,tf-promoter,RDBECOLITFC00018,CsgD,dgcC,RDBECOLITUC03026:adrA,S
RDBECOLIRIC05484,tf-promoter,RDBECOLITFC00051,Rob,aslB,RDBECOLITUC03020:aslB,W
RDBECOLIRIC05485,tf-promoter,RDBECOLITFC00107,SgrR,sgrR,RDBECOLITUC00097:sgrR-sroA-thiBPQ,C
RDBECOLIRIC05486,tf-promoter,RDBECOLITFC00128,FNR,ytfE,RDBECOLITUC03819:ytfE,W
RDBECOLIRIC05487,tf-promoter,RDBECOLITFC00107,SgrR,alaC,RDBECOLITUC00835:alaC,S
RDBECOLIRIC05488,tf-promoter,RDBECOLITFC00038,NsrR,hcp,RDBECOLITUC02095:hcp-hcr-poxB,C
RDBECOLIRIC05489,tf-promoter,RDBECOLITFC00038,NsrR,nrfA,RDBECOLITUC03234:nrfABCDEFG,W
RDBECOLIRIC05490,tf-promoter,RDBECOLITFC00098,ArcA,lpd,RDBECOLITUC03541:lpdA,S
RDBECOLIRIC05491,tf-promoter,RDBECOLITFC00098,ArcA,lldP,RDBECOLITUC03557:lldPRD,S
RDBECOLIRIC05492,tf-promoter,RDBECOLITFC00214,LexA,symE,RDBECOLITUC02609:symE,S
RDBECOLIRIC05493,tf-promoter,RDBECOLITFC00214,LexA,ydjM,RDBECOLITUC02606:ydjM,C
RDBECOLIRIC05494,tf-promoter,RDBECOLITFC00124,RcnR,rcnA,RDBECOLITUC00743:rcnAB,S
RDBECOLIRIC05495,tf-promoter,RDBECOLITFC00124,RcnR,rcnA,RDBECOLITUC00743:rcnAB,S
RDBECOLIRIC05496,tf-promoter,RDBECOLITFC00093,Fur,rcnA,RDBECOLITUC00743:rcnAB,W
RDBECOLIRIC05497,tf-promoter,RDBECOLITFC00189,CRP,cdd,RDBECOLITUC03683:cdd,C
RDBECOLIRIC05498,tf-promoter,RDBECOLITFC00020,H-NS,hlyE,RDBECOLITUC03634:hlyE,S
RDBECOLIRIC05499,tf-promoter,RDBECOLITFC00020,H-NS,hlyE,RDBECOLITUC03634:hlyE,S
RDBECOLIRIC05500,tf-promoter,RDBECOLITFC00189,CRP,dadA,RDBECOLITUC03604:dadAX,S
RDBECOLIRIC05501,tf-promoter,RDBECOLITFC00116,BolA,ampC,RDBECOLITUC03563:ampC,W
RDBECOLIRIC05502,tf-promoter,RDBECOLITFC00128,FNR,pdhR,RDBECOLITUC03540:pdhR-aceEF-lpdA,S
RDBECOLIRIC05503,tf-promoter,RDBECOLITFC00189,CRP,ppiA,RDBECOLITUC03483:ppiA,C
RDBECOLIRIC05504,tf-promoter,RDBECOLITFC00189,CRP,ppiA,RDBECOLITUC03482:ppiA,C
RDBECOLIRIC05505,tf-promoter,RDBECOLITFC00189,CRP,tsx,RDBECOLITUC03470:tsx,C
RDBECOLIRIC05506,tf-promoter,RDBECOLITFC00189,CRP,tsx,RDBECOLITUC03470:tsx,C
RDBECOLIRIC05507,tf-promoter,RDBECOLITFC00041,ChbR,chbB,RDBECOLITUC03282:chbBCARFG,S
RDBECOLIRIC05508,tf-promoter,RDBECOLITFC00041,ChbR,chbB,RDBECOLITUC03282:chbBCARFG,S
RDBECOLIRIC05509,tf-promoter,RDBECOLITFC00009,NarL,nrfA,RDBECOLITUC03234:nrfABCDEFG,C
RDBECOLIRIC05510,tf-promoter,RDBECOLITFC00146,GcvA,gcvT,RDBECOLITUC03205:gcvTHP,C
RDBECOLIRIC05511,tf-promoter,RDBECOLITFC00146,GcvA,gcvT,RDBECOLITUC03205:gcvTHP,C
RDBECOLIRIC05512,tf-promoter,RDBECOLITFC00128,FNR,fdnG,RDBECOLITUC03192:fdnGHI,C
RDBECOLIRIC05513,tf-promoter,RDBECOLITFC00189,CRP,nupG,RDBECOLITUC03165:nupG,C
RDBECOLIRIC05514,tf-promoter,RDBECOLITFC00189,CRP,nupG,RDBECOLITUC03165:nupG,C
RDBECOLIRIC05515,tf-promoter,RDBECOLITFC00211,IHF,carA,RDBECOLITUC03146:carAB,C
RDBECOLIRIC05516,tf-promoter,RDBECOLITFC00189,CRP,rpoH,RDBECOLITUC03120:rpoH,C
RDBECOLIRIC05517,tf-promoter,RDBECOLITFC00189,CRP,rpoH,RDBECOLITUC03120:rpoH,C
RDBECOLIRIC05518,tf-promoter,RDBECOLITFC00040,OmpR,ompF,RDBECOLITUC03087:ompF,C
RDBECOLIRIC05519,tf-promoter,RDBECOLITFC00040,OmpR,ompF,RDBECOLITUC03087:ompF,C
RDBECOLIRIC05520,tf-promoter,RDBECOLITFC00189,CRP,nagB,RDBECOLITUC03080:nagBACD,S
RDBECOLIRIC05521,tf-promoter,RDBECOLITFC00189,CRP,nagB,RDBECOLITUC03080:nagBACD,C
RDBECOLIRIC05522,tf-promoter,RDBECOLITFC00189,CRP,dusB,RDBECOLITUC03058:dusB-fis,S
RDBECOLIRIC05523,tf-promoter,RDBECOLITFC00189,CRP,deoC,RDBECOLITUC03055:deoCABD,C
RDBECOLIRIC05524,tf-promoter,RDBECOLITFC00116,BolA,dacC,RDBECOLITUC02955:dacC,W
RDBECOLIRIC05525,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05526,tf-promoter,RDBECOLITFC00189,CRP,nagE,RDBECOLITUC02153:nagE,C
RDBECOLIRIC05527,tf-promoter,RDBECOLITFC00189,CRP,nagE,RDBECOLITUC02153:nagE,S
RDBECOLIRIC05528,tf-promoter,RDBECOLITFC00128,FNR,grcA,RDBECOLITUC03837:grcA,C
RDBECOLIRIC05529,tf-promoter,RDBECOLITFC00053,Fis,ptsG,RDBECOLITUC03835:ptsG,S
RDBECOLIRIC05530,tf-promoter,RDBECOLITFC00053,Fis,ptsG,RDBECOLITUC03835:ptsG,S
RDBECOLIRIC05531,tf-promoter,RDBECOLITFC00202,PhoB,amn,RDBECOLITUC02420:amn,W
RDBECOLIRIC05532,tf-promoter,RDBECOLITFC00202,PhoB,waaH,RDBECOLITUC01188:yibD,W
RDBECOLIRIC05533,tf-promoter,RDBECOLITFC00202,PhoB,waaH,RDBECOLITUC01188:yibD,W
RDBECOLIRIC05534,tf-promoter,RDBECOLITFC00078,TyrR,folA,RDBECOLITUC02413:folA,C
RDBECOLIRIC05535,tf-promoter,RDBECOLITFC00078,TyrR,folA,RDBECOLITUC02413:folA,C
RDBECOLIRIC05536,tf-promoter,RDBECOLITFC00211,IHF,folA,RDBECOLITUC02413:folA,W
RDBECOLIRIC05537,tf-promoter,RDBECOLITFC00148,NrdR,nrdA,RDBECOLITUC03084:nrdAB-yfaE,C
RDBECOLIRIC05538,tf-promoter,RDBECOLITFC00148,NrdR,nrdA,RDBECOLITUC03084:nrdAB-yfaE,C
RDBECOLIRIC05539,tf-promoter,RDBECOLITFC00148,NrdR,nrdH,RDBECOLITUC03826:nrdHIEF,S
RDBECOLIRIC05540,tf-promoter,RDBECOLITFC00148,NrdR,nrdH,RDBECOLITUC03826:nrdHIEF,S
RDBECOLIRIC05541,tf-promoter,RDBECOLITFC00148,NrdR,nrdD,RDBECOLITUC02327:nrdDG,S
RDBECOLIRIC05542,tf-promoter,RDBECOLITFC00148,NrdR,nrdD,RDBECOLITUC02327:nrdDG,S
RDBECOLIRIC05543,tf-promoter,RDBECOLITFC00167,RstA,asr,RDBECOLITUC01795:asr,S
RDBECOLIRIC05544,tf-promoter,RDBECOLITFC00167,RstA,csgD,RDBECOLITUC01543:csgDEFG,S
RDBECOLIRIC05545,tf-promoter,RDBECOLITFC00167,RstA,csgD,RDBECOLITUC03415:csgDEFG,S
RDBECOLIRIC05546,tf-promoter,RDBECOLITFC00167,RstA,ompF,RDBECOLITUC03087:ompF,W
RDBECOLIRIC05547,tf-promoter,RDBECOLITFC00167,RstA,narG,RDBECOLITUC03081:narGHJI,W
RDBECOLIRIC05548,tf-promoter,RDBECOLITFC00189,CRP,aer,RDBECOLITUC01786:aer,C
RDBECOLIRIC05549,tf-promoter,RDBECOLITFC00189,CRP,ychH,RDBECOLITUC02869:ychH,C
RDBECOLIRIC05550,tf-promoter,RDBECOLITFC00189,CRP,dcuR,RDBECOLITUC01544:dcuR,S
RDBECOLIRIC05551,tf-promoter,RDBECOLITFC00006,AtoC,atoD,RDBECOLITUC03150:atoDAEB,C
RDBECOLIRIC05552,tf-promoter,RDBECOLITFC00093,Fur,hmp,RDBECOLITUC03652:hmp,W
RDBECOLIRIC05553,tf-promoter,RDBECOLITFC00108,MetR,hmp,RDBECOLITUC03652:hmp,C
RDBECOLIRIC05554,tf-promoter,RDBECOLITFC00023,GadW,gadE,RDBECOLITUC02387:gadEF-mdtEF,W
RDBECOLIRIC05555,tf-promoter,RDBECOLITFC00187,GadX,gadE,RDBECOLITUC02387:gadEF-mdtEF,S
RDBECOLIRIC05556,tf-promoter,RDBECOLITFC00211,IHF,atoD,RDBECOLITUC03150:atoDAEB,S
RDBECOLIRIC05557,tf-promoter,RDBECOLITFC00211,IHF,atoD,RDBECOLITUC03150:atoDAEB,W
RDBECOLIRIC05558,tf-promoter,RDBECOLITFC00020,H-NS,fes,RDBECOLITUC03304:fes-ybdZ-entF-fepE,W
RDBECOLIRIC05559,tf-promoter,RDBECOLITFC00027,NagC,fimB,RDBECOLITUC03433:fimB,C
RDBECOLIRIC05560,tf-promoter,RDBECOLITFC00027,NagC,fimB,RDBECOLITUC03433:fimB,C
RDBECOLIRIC05561,tf-promoter,RDBECOLITFC00154,NanR,fimB,RDBECOLITUC03433:fimB,C
RDBECOLIRIC05562,tf-promoter,RDBECOLITFC00154,NanR,fimB,RDBECOLITUC03433:fimB,C
RDBECOLIRIC05563,tf-promoter,RDBECOLITFC00154,NanR,fimB,RDBECOLITUC03433:fimB,C
RDBECOLIRIC05564,tf-promoter,RDBECOLITFC00211,IHF,fimB,RDBECOLITUC03433:fimB,C
RDBECOLIRIC05565,tf-promoter,RDBECOLITFC00055,IscR,sufA,RDBECOLITUC01845:sufABCDSE,S
RDBECOLIRIC05566,tf-promoter,RDBECOLITFC00055,IscR,sufA,RDBECOLITUC01845:sufABCDSE,S
RDBECOLIRIC05567,tf-promoter,RDBECOLITFC00088,GalR,galR,RDBECOLITUC02986:galR,S
RDBECOLIRIC05568,tf-promoter,RDBECOLITFC00211,IHF,uspA,RDBECOLITUC03452:uspA,W
RDBECOLIRIC05569,tf-promoter,RDBECOLITFC00211,IHF,uspB,RDBECOLITUC03854:uspB,W
RDBECOLIRIC05570,tf-promoter,RDBECOLITFC00020,H-NS,hisJ,RDBECOLITUC01533:hisJQMP,W
RDBECOLIRIC05571,tf-promoter,RDBECOLITFC00020,H-NS,cysP,RDBECOLITUC03180:cysPUWAM,W
RDBECOLIRIC05572,tf-promoter,RDBECOLITFC00020,H-NS,garP,RDBECOLITUC03606:garPLRK-rnpB,W
RDBECOLIRIC05573,tf-promoter,RDBECOLITFC00020,H-NS,srlA,RDBECOLITUC03169:srlAEBD-gutM-srlR-gutQ,W
RDBECOLIRIC05574,tf-promoter,RDBECOLITFC00093,Fur,fepB,RDBECOLITUC03199:fepB,C
RDBECOLIRIC05575,tf-promoter,RDBECOLITFC00093,Fur,entC,RDBECOLITUC03201:entCEBA-ybdB,S
RDBECOLIRIC05576,tf-promoter,RDBECOLITFC00214,LexA,ftsL,RDBECOLITUC01548:ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,W
RDBECOLIRIC05577,tf-promoter,RDBECOLITFC00214,LexA,ftsK,RDBECOLITUC01549:ftsK,S
RDBECOLIRIC05578,tf-promoter,RDBECOLITFC00182,BaeR,spy,RDBECOLITUC03781:spy,S
RDBECOLIRIC05579,tf-promoter,RDBECOLITFC00109,ArgR,artJ,RDBECOLITUC02592:artJ,C
RDBECOLIRIC05580,tf-promoter,RDBECOLITFC00109,ArgR,artP,RDBECOLITUC03274:artPIQM,C
RDBECOLIRIC05581,tf-promoter,RDBECOLITFC00109,ArgR,hisJ,RDBECOLITUC01533:hisJQMP,C
RDBECOLIRIC05582,tf-promoter,RDBECOLITFC00038,NsrR,yeaR,RDBECOLITUC00646:yeaR-yoaG,W
RDBECOLIRIC05583,tf-promoter,RDBECOLITFC00009,NarL,yeaR,RDBECOLITUC00646:yeaR-yoaG,S
RDBECOLIRIC05584,tf-promoter,RDBECOLITFC00085,NarP,yeaR,RDBECOLITUC00646:yeaR-yoaG,W
RDBECOLIRIC05585,tf-promoter,RDBECOLITFC00009,NarL,yeaR,RDBECOLITUC00646:yeaR-yoaG,S
RDBECOLIRIC05586,tf-promoter,RDBECOLITFC00085,NarP,yeaR,RDBECOLITUC00646:yeaR-yoaG,W
RDBECOLIRIC05587,tf-promoter,RDBECOLITFC00009,NarL,ytfE,RDBECOLITUC03819:ytfE,W
RDBECOLIRIC05588,tf-promoter,RDBECOLITFC00085,NarP,ytfE,RDBECOLITUC03819:ytfE,W
RDBECOLIRIC05589,tf-promoter,RDBECOLITFC00009,NarL,ytfE,RDBECOLITUC03819:ytfE,W
RDBECOLIRIC05590,tf-promoter,RDBECOLITFC00085,NarP,ytfE,RDBECOLITUC03819:ytfE,W
RDBECOLIRIC05591,tf-promoter,RDBECOLITFC00158,PdhR,ndh,RDBECOLITUC03193:ndh,C
RDBECOLIRIC05592,tf-promoter,RDBECOLITFC00158,PdhR,cyoA,RDBECOLITUC03138:cyoABCDE,C
RDBECOLIRIC05593,tf-promoter,RDBECOLITFC00158,PdhR,tomB,RDBECOLITUC00221:tomB-hha,W
RDBECOLIRIC05594,tf-promoter,RDBECOLITFC00158,PdhR,hemL,RDBECOLITUC02563:hemL,W
RDBECOLIRIC05595,tf-promoter,RDBECOLITFC00136,SlyA,hlyE,RDBECOLITUC03634:hlyE,S
RDBECOLIRIC05596,tf-promoter,RDBECOLITFC00136,SlyA,hlyE,RDBECOLITUC03634:hlyE,S
RDBECOLIRIC05597,tf-promoter,RDBECOLITFC00136,SlyA,hlyE,RDBECOLITUC03634:hlyE,S
RDBECOLIRIC05598,tf-promoter,RDBECOLITFC00136,SlyA,hlyE,RDBECOLITUC03634:hlyE,S
RDBECOLIRIC05599,tf-promoter,RDBECOLITFC00038,NsrR,rybB,RDBECOLITUC00337:rybB,W
RDBECOLIRIC05600,tf-promoter,RDBECOLITFC00161,RutR,pdeR,RDBECOLITUC01939:pdeR,W
RDBECOLIRIC05601,tf-promoter,RDBECOLITFC00161,RutR,carA,RDBECOLITUC03146:carAB,C
RDBECOLIRIC05602,tf-promoter,RDBECOLITFC00161,RutR,gadX,RDBECOLITUC01545:gadXW,S
RDBECOLIRIC05603,tf-promoter,RDBECOLITFC00161,RutR,rutR,RDBECOLITUC01617:rutR,C
RDBECOLIRIC05604,tf-promoter,RDBECOLITFC00161,RutR,rutA,RDBECOLITUC01926:rutABCDEFG,C
RDBECOLIRIC05605,tf-promoter,RDBECOLITFC00181,EvgA,safA,RDBECOLITUC01618:safA-ydeO,S
RDBECOLIRIC05606,tf-promoter,RDBECOLITFC00181,EvgA,ydeP,RDBECOLITUC02551:ydeP,S
RDBECOLIRIC05607,tf-promoter,RDBECOLITFC00181,EvgA,frc,RDBECOLITUC02554:frc,S
RDBECOLIRIC05608,tf-promoter,RDBECOLITFC00093,Fur,entC,RDBECOLITUC03201:entCEBA-ybdB,C
RDBECOLIRIC05609,tf-promoter,RDBECOLITFC00181,EvgA,yfdX,RDBECOLITUC02555:yfdX,S
RDBECOLIRIC05610,tf-promoter,RDBECOLITFC00093,Fur,entC,RDBECOLITUC03201:entCEBA-ybdB,C
RDBECOLIRIC05611,tf-promoter,RDBECOLITFC00093,Fur,fur,RDBECOLITUC03157:fur,S
RDBECOLIRIC05612,tf-promoter,RDBECOLITFC00093,Fur,fur,RDBECOLITUC00129:fur,S
RDBECOLIRIC05613,tf-promoter,RDBECOLITFC00093,Fur,tonB,RDBECOLITUC03202:tonB,C
RDBECOLIRIC05614,tf-promoter,RDBECOLITFC00093,Fur,cirA,RDBECOLITUC03052:cirA,S
RDBECOLIRIC05615,tf-promoter,RDBECOLITFC00093,Fur,sodA,RDBECOLITUC03101:sodA,C
RDBECOLIRIC05616,tf-promoter,RDBECOLITFC00093,Fur,fecA,RDBECOLITUC03186:fecABCDE,C
RDBECOLIRIC05617,tf-promoter,RDBECOLITFC00093,Fur,fecI,RDBECOLITUC03479:fecIR,C
RDBECOLIRIC05618,tf-promoter,RDBECOLITFC00093,Fur,fecI,RDBECOLITUC03479:fecIR,C
RDBECOLIRIC05619,tf-promoter,RDBECOLITFC00093,Fur,fepD,RDBECOLITUC03200:fepDGC,C
RDBECOLIRIC05620,tf-promoter,RDBECOLITFC00093,Fur,fepD,RDBECOLITUC03200:fepDGC,C
RDBECOLIRIC05621,tf-promoter,RDBECOLITFC00093,Fur,fepD,RDBECOLITUC03200:fepDGC,C
RDBECOLIRIC05622,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05623,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05624,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05625,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05626,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05627,tf-promoter,RDBECOLITFC00093,Fur,entS,RDBECOLITUC02403:entS,C
RDBECOLIRIC05628,tf-promoter,RDBECOLITFC00053,Fis,carA,RDBECOLITUC03146:carAB,W
RDBECOLIRIC05629,tf-promoter,RDBECOLITFC00053,Fis,acs,RDBECOLITUC01928:acs-yjcHG,S
RDBECOLIRIC05630,tf-promoter,RDBECOLITFC00211,IHF,acs,RDBECOLITUC01928:acs-yjcHG,S
RDBECOLIRIC05631,tf-promoter,RDBECOLITFC00053,Fis,carA,RDBECOLITUC03146:carAB,W
RDBECOLIRIC05632,tf-promoter,RDBECOLITFC00053,Fis,carA,RDBECOLITUC03146:carAB,W
RDBECOLIRIC05633,tf-promoter,RDBECOLITFC00053,Fis,fadB,RDBECOLITUC03250:fadBA,S
RDBECOLIRIC05634,tf-promoter,RDBECOLITFC00053,Fis,flxA,RDBECOLITUC01781:flxA,W
RDBECOLIRIC05635,tf-promoter,RDBECOLITFC00053,Fis,glpA,RDBECOLITUC03067:glpABC,S
RDBECOLIRIC05636,tf-promoter,RDBECOLITFC00053,Fis,glpA,RDBECOLITUC03067:glpABC,S
RDBECOLIRIC05637,tf-promoter,RDBECOLITFC00053,Fis,glpA,RDBECOLITUC03067:glpABC,W
RDBECOLIRIC05638,tf-promoter,RDBECOLITFC00053,Fis,glpA,RDBECOLITUC03067:glpABC,W
RDBECOLIRIC05639,tf-promoter,RDBECOLITFC00053,Fis,glpA,RDBECOLITUC03067:glpABC,W
RDBECOLIRIC05640,tf-promoter,RDBECOLITFC00053,Fis,glpA,RDBECOLITUC03067:glpABC,W
RDBECOLIRIC05641,tf-promoter,RDBECOLITFC00053,Fis,glpT,RDBECOLITUC03251:glpTQ,W
RDBECOLIRIC05642,tf-promoter,RDBECOLITFC00053,Fis,glpT,RDBECOLITUC03251:glpTQ,W
RDBECOLIRIC05643,tf-promoter,RDBECOLITFC00053,Fis,glpT,RDBECOLITUC03251:glpTQ,W
RDBECOLIRIC05644,tf-promoter,RDBECOLITFC00053,Fis,glpT,RDBECOLITUC03251:glpTQ,W
RDBECOLIRIC05645,tf-promoter,RDBECOLITFC00053,Fis,glpT,RDBECOLITUC03251:glpTQ,S
RDBECOLIRIC05646,tf-promoter,RDBECOLITFC00053,Fis,glpT,RDBECOLITUC03251:glpTQ,S
RDBECOLIRIC05647,tf-promoter,RDBECOLITFC00053,Fis,malE,RDBECOLITUC03075:malEFGH,S
RDBECOLIRIC05648,tf-promoter,RDBECOLITFC00053,Fis,malE,RDBECOLITUC03075:malEFGH,S
RDBECOLIRIC05649,tf-promoter,RDBECOLITFC00053,Fis,grcA,RDBECOLITUC03837:grcA,S
RDBECOLIRIC05650,tf-promoter,RDBECOLITFC00053,Fis,grcA,RDBECOLITUC03837:grcA,S
RDBECOLIRIC05651,tf-promoter,RDBECOLITFC00053,Fis,grcA,RDBECOLITUC03837:grcA,S
RDBECOLIRIC05652,tf-promoter,RDBECOLITFC00053,Fis,ansB,RDBECOLITUC02459:ansB,W
RDBECOLIRIC05653,tf-promoter,RDBECOLITFC00053,Fis,ansB,RDBECOLITUC02459:ansB,W
RDBECOLIRIC05654,tf-promoter,RDBECOLITFC00053,Fis,cspI,RDBECOLITUC02504:cspI,W
RDBECOLIRIC05655,tf-promoter,RDBECOLITFC00053,Fis,cspI,RDBECOLITUC02504:cspI,W
RDBECOLIRIC05656,tf-promoter,RDBECOLITFC00053,Fis,cspI,RDBECOLITUC02504:cspI,W
RDBECOLIRIC05657,tf-promoter,RDBECOLITFC00053,Fis,cspI,RDBECOLITUC02504:cspI,W
RDBECOLIRIC05658,tf-promoter,RDBECOLITFC00053,Fis,cspI,RDBECOLITUC02504:cspI,W
RDBECOLIRIC05659,tf-promoter,RDBECOLITFC00053,Fis,cspI,RDBECOLITUC02504:cspI,W
RDBECOLIRIC05660,tf-promoter,RDBECOLITFC00053,Fis,dmsA,RDBECOLITUC03056:dmsABC,W
RDBECOLIRIC05661,tf-promoter,RDBECOLITFC00053,Fis,dmsA,RDBECOLITUC03056:dmsABC,W
RDBECOLIRIC05662,tf-promoter,RDBECOLITFC00053,Fis,dmsA,RDBECOLITUC03056:dmsABC,W
RDBECOLIRIC05663,tf-promoter,RDBECOLITFC00053,Fis,gadA,RDBECOLITUC03638:gadAX,W
RDBECOLIRIC05664,tf-promoter,RDBECOLITFC00053,Fis,gadA,RDBECOLITUC03638:gadAX,W
RDBECOLIRIC05665,tf-promoter,RDBECOLITFC00053,Fis,gadA,RDBECOLITUC03638:gadAX,W
RDBECOLIRIC05666,tf-promoter,RDBECOLITFC00053,Fis,gadA,RDBECOLITUC03638:gadAX,W
RDBECOLIRIC05667,tf-promoter,RDBECOLITFC00053,Fis,gadB,RDBECOLITUC03593:gadBC,W
RDBECOLIRIC05668,tf-promoter,RDBECOLITFC00053,Fis,gadB,RDBECOLITUC03593:gadBC,W
RDBECOLIRIC05669,tf-promoter,RDBECOLITFC00053,Fis,gadB,RDBECOLITUC03593:gadBC,W
