1)riId,2)riType,3)regulatorId,4)regulatorName,17)firstGene,19)targetTuOrGene,20)confidenceLevel
RDBECOLIRIC00001,tf-promoter,RDBECOLITFC00023,GadW,slp,RDBECOLITUC03133:slp-dctR,W
RDBECOLIRIC00002,tf-promoter,RDBECOLITFC00023,GadW,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00003,tf-promoter,RDBECOLITFC00088,GalR,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00004,tf-promoter,RDBECOLITFC00033,GalS,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00005,tf-promoter,RDBECOLITFC00088,GalR,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00006,tf-promoter,RDBECOLITFC00033,GalS,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00007,tf-promoter,RDBECOLITFC00088,GalR,galP,RDBECOLITUC02515:galP,S
RDBECOLIRIC00008,tf-promoter,RDBECOLITFC00033,GalS,galP,RDBECOLITUC02515:galP,S
RDBECOLIRIC00009,tf-promoter,RDBECOLITFC00088,GalR,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00010,tf-promoter,RDBECOLITFC00033,GalS,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00014,tf-promoter,RDBECOLITFC00027,NagC,galP,RDBECOLITUC02515:galP,C
RDBECOLIRIC00018,tf-promoter,RDBECOLITFC00168,YefMB,yefM,RDBECOLITUC00725:yefM-yoeB,C
RDBECOLIRIC00020,tf-promoter,RDBECOLITFC00187,GadX,hdeA,RDBECOLITUC03315:hdeAB-yhiD,W
RDBECOLIRIC00021,tf-promoter,RDBECOLITFC00187,GadX,hdeA,RDBECOLITUC03315:hdeAB-yhiD,W
RDBECOLIRIC00022,tf-promoter,RDBECOLITFC00077,GadE,hdeA,RDBECOLITUC03315:hdeAB-yhiD,C
RDBECOLIRIC00023,tf-promoter,RDBECOLITFC00023,GadW,hdeA,RDBECOLITUC03315:hdeAB-yhiD,W
RDBECOLIRIC00024,tf-promoter,RDBECOLITFC00181,EvgA,yegR,RDBECOLITUC02553:yegRZ,S
RDBECOLIRIC00025,tf-promoter,RDBECOLITFC00159,MurR,murQ,RDBECOLITUC01718:murQP,C
RDBECOLIRIC00026,tf-promoter,RDBECOLITFC00159,MurR,murQ,RDBECOLITUC01719:murQP,C
RDBECOLIRIC00027,tf-promoter,RDBECOLITFC00057,Cra,aroP,RDBECOLITUC03049:aroP,C
RDBECOLIRIC00028,tf-promoter,RDBECOLITFC00057,Cra,aroP,RDBECOLITUC03647:aroP,C
RDBECOLIRIC00029,tf-promoter,RDBECOLITFC00057,Cra,manX,RDBECOLITUC03231:manXYZ,C
RDBECOLIRIC00030,tf-promoter,RDBECOLITFC00189,CRP,malI,RDBECOLITUC03222:malI,C
RDBECOLIRIC00031,tf-promoter,RDBECOLITFC00014,Lrp,yojI,RDBECOLITUC00784:yojI,W
RDBECOLIRIC00032,tf-promoter,RDBECOLITFC00014,Lrp,yojI,RDBECOLITUC00784:yojI,W
RDBECOLIRIC00033,tf-promoter,RDBECOLITFC00014,Lrp,yojI,RDBECOLITUC00784:yojI,W
RDBECOLIRIC00034,tf-promoter,RDBECOLITFC00014,Lrp,yojI,RDBECOLITUC00784:yojI,W
RDBECOLIRIC00035,tf-promoter,RDBECOLITFC00014,Lrp,yojI,RDBECOLITUC00784:yojI,W
RDBECOLIRIC00036,tf-promoter,RDBECOLITFC00014,Lrp,yojI,RDBECOLITUC00784:yojI,W
RDBECOLIRIC00046,tf-promoter,RDBECOLITFC00001,ExuR,exuT,RDBECOLITUC03185:exuT,W
RDBECOLIRIC00047,tf-promoter,RDBECOLITFC00189,CRP,exuT,RDBECOLITUC03185:exuT,W
RDBECOLIRIC00048,tf-promoter,RDBECOLITFC00067,RelB,relB,RDBECOLITUC01509:relBE-hokD,C
RDBECOLIRIC00049,tf-promoter,RDBECOLITFC00067,RelB,relB,RDBECOLITUC01509:relBE-hokD,S
RDBECOLIRIC00050,tf-promoter,RDBECOLITFC00207,RelBE,relB,RDBECOLITUC01509:relBE-hokD,S
RDBECOLIRIC00051,tf-promoter,RDBECOLITFC00207,RelBE,relB,RDBECOLITUC01509:relBE-hokD,S
RDBECOLIRIC00052,tf-promoter,RDBECOLITFC00195,PutA,putA,RDBECOLITUC03584:putA,C
RDBECOLIRIC00053,tf-promoter,RDBECOLITFC00195,PutA,putA,RDBECOLITUC03584:putA,C
RDBECOLIRIC00054,tf-promoter,RDBECOLITFC00195,PutA,putP,RDBECOLITUC03547:putP,C
RDBECOLIRIC00055,tf-promoter,RDBECOLITFC00195,PutA,putP,RDBECOLITUC03547:putP,C
RDBECOLIRIC00056,tf-promoter,RDBECOLITFC00214,LexA,dinJ,RDBECOLITUC00138:dinJ-yafQ,W
RDBECOLIRIC00057,tf-promoter,RDBECOLITFC00098,ArcA,puuA,RDBECOLITUC00462:puuAP,W
RDBECOLIRIC00058,tf-promoter,RDBECOLITFC00128,FNR,puuA,RDBECOLITUC00462:puuAP,W
RDBECOLIRIC00061,tf-promoter,RDBECOLITFC00017,DnaA,yjeV,RDBECOLITUC01727:yjeV,S
RDBECOLIRIC00062,tf-promoter,RDBECOLITFC00017,DnaA,yjeV,RDBECOLITUC01727:yjeV,S
RDBECOLIRIC00063,tf-promoter,RDBECOLITFC00053,Fis,ogt,RDBECOLITUC01728:ogt,S
RDBECOLIRIC00064,tf-promoter,RDBECOLITFC00009,NarL,ogt,RDBECOLITUC01728:ogt,C
RDBECOLIRIC00065,tf-promoter,RDBECOLITFC00009,NarL,ogt,RDBECOLITUC01728:ogt,C
RDBECOLIRIC00066,tf-promoter,RDBECOLITFC00009,NarL,ogt,RDBECOLITUC01728:ogt,C
RDBECOLIRIC00067,tf-promoter,RDBECOLITFC00009,NarL,ogt,RDBECOLITUC01728:ogt,C
RDBECOLIRIC00068,tf-promoter,RDBECOLITFC00053,Fis,yeaR,RDBECOLITUC00646:yeaR-yoaG,S
RDBECOLIRIC00069,tf-promoter,RDBECOLITFC00053,Fis,yeaR,RDBECOLITUC00646:yeaR-yoaG,S
RDBECOLIRIC00070,tf-promoter,RDBECOLITFC00181,EvgA,yfdX,RDBECOLITUC02555:yfdX,S
RDBECOLIRIC00071,tf-promoter,RDBECOLITFC00172,PepA,pepA,RDBECOLITUC01346:pepA,S
RDBECOLIRIC00072,tf-promoter,RDBECOLITFC00189,CRP,ppdD,RDBECOLITUC00103:ppdD-hofBC,S
RDBECOLIRIC00073,tf-promoter,RDBECOLITFC00189,CRP,hofM,RDBECOLITUC01124:hofMNOP,S
RDBECOLIRIC00074,tf-promoter,RDBECOLITFC00189,CRP,hofM,RDBECOLITUC01124:hofMNOP,S
RDBECOLIRIC00075,tf-promoter,RDBECOLITFC00098,ArcA,puuD,RDBECOLITUC00463:puuDRCBE,W
RDBECOLIRIC00076,tf-promoter,RDBECOLITFC00128,FNR,ydeJ,RDBECOLITUC02885:ydeJ,W
RDBECOLIRIC00077,tf-promoter,RDBECOLITFC00098,ArcA,ybdN,RDBECOLITUC00263:ybdN,W
RDBECOLIRIC00078,tf-promoter,RDBECOLITFC00128,FNR,ybdN,RDBECOLITUC00263:ybdN,W
RDBECOLIRIC00079,tf-promoter,RDBECOLITFC00128,FNR,ybdN,RDBECOLITUC00263:ybdN,W
RDBECOLIRIC00080,tf-promoter,RDBECOLITFC00098,ArcA,iraM,RDBECOLITUC00419:iraM,W
RDBECOLIRIC00081,tf-promoter,RDBECOLITFC00128,FNR,iraM,RDBECOLITUC00419:iraM,W
RDBECOLIRIC00082,tf-promoter,RDBECOLITFC00098,ArcA,iraM,RDBECOLITUC00419:iraM,W
RDBECOLIRIC00087,tf-promoter,RDBECOLITFC00141,YdeO,gadE,RDBECOLITUC01725:gadEF,S
RDBECOLIRIC00088,tf-promoter,RDBECOLITFC00187,GadX,gadE,RDBECOLITUC01725:gadEF,S
RDBECOLIRIC00089,tf-promoter,RDBECOLITFC00077,GadE,gadE,RDBECOLITUC02333:gadEF,W
RDBECOLIRIC00093,tf-promoter,RDBECOLITFC00201,SoxS,waaY,RDBECOLITUC01732:rfaYZ,S
RDBECOLIRIC00094,tf-promoter,RDBECOLITFC00074,MarA,waaY,RDBECOLITUC01732:rfaYZ,W
RDBECOLIRIC00095,tf-promoter,RDBECOLITFC00173,DpiA,dpiB,RDBECOLITUC00270:dpiBA,C
RDBECOLIRIC00096,tf-promoter,RDBECOLITFC00173,DpiA,citC,RDBECOLITUC01736:citCDEFXG,C
RDBECOLIRIC00097,tf-promoter,RDBECOLITFC00173,DpiA,mdh,RDBECOLITUC03144:mdh,S
RDBECOLIRIC00098,tf-promoter,RDBECOLITFC00173,DpiA,mdh,RDBECOLITUC01733:mdh,S
RDBECOLIRIC00099,tf-promoter,RDBECOLITFC00173,DpiA,exuT,RDBECOLITUC01735:exuT,S
RDBECOLIRIC00100,tf-promoter,RDBECOLITFC00173,DpiA,exuT,RDBECOLITUC03185:exuT,S
RDBECOLIRIC00101,tf-promoter,RDBECOLITFC00009,NarL,ynfE,RDBECOLITUC02372:ynfEFGH-dmsD,S
RDBECOLIRIC00102,tf-promoter,RDBECOLITFC00009,NarL,ynfE,RDBECOLITUC02372:ynfEFGH-dmsD,S
RDBECOLIRIC00103,tf-promoter,RDBECOLITFC00214,LexA,dinB,RDBECOLITUC00142:dinB-yafNOP,W
RDBECOLIRIC00104,tf-promoter,RDBECOLITFC00053,Fis,gltX,RDBECOLITUC02419:gltX,C
RDBECOLIRIC00105,tf-promoter,RDBECOLITFC00053,Fis,gltX,RDBECOLITUC02419:gltX,C
RDBECOLIRIC00106,tf-promoter,RDBECOLITFC00053,Fis,gltX,RDBECOLITUC02419:gltX,C
RDBECOLIRIC00107,tf-promoter,RDBECOLITFC00053,Fis,valU,RDBECOLITUC03513:valUXY-lysV,C
RDBECOLIRIC00108,tf-promoter,RDBECOLITFC00053,Fis,valU,RDBECOLITUC03513:valUXY-lysV,C
RDBECOLIRIC00109,tf-promoter,RDBECOLITFC00216,OxyR,fhuF,RDBECOLITUC02549:fhuF,S
RDBECOLIRIC00110,tf-promoter,RDBECOLITFC00216,OxyR,fhuF,RDBECOLITUC02549:fhuF,C
RDBECOLIRIC00111,tf-promoter,RDBECOLITFC00216,OxyR,mntH,RDBECOLITUC02530:mntH,C
RDBECOLIRIC00112,tf-promoter,RDBECOLITFC00216,OxyR,dsbG,RDBECOLITUC00265:None,C
RDBECOLIRIC00113,tf-promoter,RDBECOLITFC00216,OxyR,ahpC,RDBECOLITUC01739:ahpCF,C
RDBECOLIRIC00114,tf-promoter,RDBECOLITFC00157,BluR,ycgZ,RDBECOLITUC01740:ycgZ-ymgA-ariR-ymgC,C
RDBECOLIRIC00115,tf-promoter,RDBECOLITFC00089,McbR,mcbA,RDBECOLITUC00323:mcbA,S
RDBECOLIRIC00116,tf-tu,RDBECOLITFC00118,YgiV,mcbR,RDBECOLITUC00522:mcbR,S
RDBECOLIRIC00117,tf-promoter,RDBECOLITFC00038,NsrR,fliA,RDBECOLITUC03437:fliAZY,S
RDBECOLIRIC00118,tf-promoter,RDBECOLITFC00003,Dan,ttdR,RDBECOLITUC02934:ttdR,S
RDBECOLIRIC00119,tf-promoter,RDBECOLITFC00003,Dan,ttdA,RDBECOLITUC03392:ttdABT,S
RDBECOLIRIC00120,tf-promoter,RDBECOLITFC00124,RcnR,rcnR,RDBECOLITUC00742:rcnR,S
RDBECOLIRIC00121,tf-promoter,RDBECOLITFC00124,RcnR,rcnR,RDBECOLITUC00742:rcnR,S
RDBECOLIRIC00122,tf-promoter,RDBECOLITFC00180,AscG,ascF,RDBECOLITUC03275:ascFB,C
RDBECOLIRIC00123,tf-promoter,RDBECOLITFC00189,CRP,ascF,RDBECOLITUC03275:ascFB,S
RDBECOLIRIC00124,tf-promoter,RDBECOLITFC00180,AscG,prpR,RDBECOLITUC02525:prpR,C
RDBECOLIRIC00125,tf-promoter,RDBECOLITFC00180,AscG,prpR,RDBECOLITUC02525:prpR,C
RDBECOLIRIC00126,tf-promoter,RDBECOLITFC00180,AscG,prpR,RDBECOLITUC02525:prpR,C
RDBECOLIRIC00127,tf-promoter,RDBECOLITFC00180,AscG,prpR,RDBECOLITUC02525:prpR,C
RDBECOLIRIC00128,tf-promoter,RDBECOLITFC00180,AscG,prpR,RDBECOLITUC02525:prpR,C
RDBECOLIRIC00129,tf-promoter,RDBECOLITFC00180,AscG,ybiT,RDBECOLITUC02696:ybiT,S
RDBECOLIRIC00130,tf-promoter,RDBECOLITFC00180,AscG,htpG,RDBECOLITUC03424:htpG,S
RDBECOLIRIC00131,tf-promoter,RDBECOLITFC00038,NsrR,hycA,RDBECOLITUC03188:hycABCDEFGHI,W
RDBECOLIRIC00132,tf-promoter,RDBECOLITFC00038,NsrR,feaR,RDBECOLITUC02043:feaR,W
RDBECOLIRIC00133,tf-promoter,RDBECOLITFC00038,NsrR,hmp,RDBECOLITUC03652:hmp,S
RDBECOLIRIC00134,tf-promoter,RDBECOLITFC00038,NsrR,hmp,RDBECOLITUC03652:hmp,S
RDBECOLIRIC00135,tf-promoter,RDBECOLITFC00038,NsrR,nrfA,RDBECOLITUC03234:nrfABCDEFG,C
RDBECOLIRIC00136,tf-promoter,RDBECOLITFC00038,NsrR,aceE,RDBECOLITUC02471:aceEF,W
RDBECOLIRIC00137,tf-promoter,RDBECOLITFC00038,NsrR,hypA,RDBECOLITUC02635:hypABCDE-fhlA,W
RDBECOLIRIC00138,tf-promoter,RDBECOLITFC00038,NsrR,cdd,RDBECOLITUC03683:cdd,W
RDBECOLIRIC00139,tf-promoter,RDBECOLITFC00038,NsrR,norR,RDBECOLITUC01418:norR,W
RDBECOLIRIC00140,tf-promoter,RDBECOLITFC00038,NsrR,ndh,RDBECOLITUC03193:ndh,W
RDBECOLIRIC00141,tf-promoter,RDBECOLITFC00038,NsrR,ygbA,RDBECOLITUC03820:ygbA,W
RDBECOLIRIC00142,tf-promoter,RDBECOLITFC00038,NsrR,ygbA,RDBECOLITUC03820:ygbA,W
RDBECOLIRIC00143,tf-promoter,RDBECOLITFC00038,NsrR,sodB,RDBECOLITUC01794:sodB,W
RDBECOLIRIC00144,tf-promoter,RDBECOLITFC00038,NsrR,tehA,RDBECOLITUC03388:tehAB,W
RDBECOLIRIC00145,tf-promoter,RDBECOLITFC00038,NsrR,sufA,RDBECOLITUC01845:sufABCDSE,W
RDBECOLIRIC00146,tf-promoter,RDBECOLITFC00038,NsrR,sufA,RDBECOLITUC01845:sufABCDSE,W
RDBECOLIRIC00149,tf-promoter,RDBECOLITFC00038,NsrR,waaH,RDBECOLITUC01188:yibD,W
RDBECOLIRIC00150,tf-promoter,RDBECOLITFC00038,NsrR,dsdC,RDBECOLITUC03184:dsdC,W
RDBECOLIRIC00151,tf-promoter,RDBECOLITFC00038,NsrR,lrp,RDBECOLITUC03216:lrp,W
RDBECOLIRIC00152,tf-promoter,RDBECOLITFC00038,NsrR,fliA,RDBECOLITUC03489:fliAZY,W
RDBECOLIRIC00153,tf-promoter,RDBECOLITFC00038,NsrR,fliA,RDBECOLITUC03437:fliAZY,W
RDBECOLIRIC00154,tf-promoter,RDBECOLITFC00038,NsrR,fliA,RDBECOLITUC03489:fliAZY,W
RDBECOLIRIC00155,tf-promoter,RDBECOLITFC00038,NsrR,thrS,RDBECOLITUC01417:thrS-infC-rpmI-rplT-pheMST-ihfA,W
RDBECOLIRIC00156,tf-promoter,RDBECOLITFC00038,NsrR,tsgA,RDBECOLITUC01119:tsgA,W
RDBECOLIRIC00157,tf-promoter,RDBECOLITFC00038,NsrR,bamE,RDBECOLITUC01880:bamE,W
RDBECOLIRIC00158,tf-promoter,RDBECOLITFC00038,NsrR,grxD,RDBECOLITUC02971:grxD,W
RDBECOLIRIC00159,tf-promoter,RDBECOLITFC00038,NsrR,mepH,RDBECOLITUC00601:mepH,W
RDBECOLIRIC00160,tf-promoter,RDBECOLITFC00038,NsrR,ydbD,RDBECOLITUC00499:ydbD,W
RDBECOLIRIC00161,tf-promoter,RDBECOLITFC00038,NsrR,bdcA,RDBECOLITUC01342:bdcA,W
RDBECOLIRIC00162,tf-gene,RDBECOLITFC00038,NsrR,yeaE,RDBECOLIGNC03817:yeaE,W
RDBECOLIRIC00163,tf-promoter,RDBECOLITFC00038,NsrR,pgpC,RDBECOLITUC00885:pgpC-tadA,W
RDBECOLIRIC00164,tf-promoter,RDBECOLITFC00038,NsrR,dkgB,RDBECOLITUC00128:dkgB,W
RDBECOLIRIC00165,tf-promoter,RDBECOLITFC00038,NsrR,dkgB,RDBECOLITUC00128:dkgB,W
RDBECOLIRIC00166,tf-promoter,RDBECOLITFC00038,NsrR,wecA,RDBECOLITUC01227:wecA-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM,W
RDBECOLIRIC00167,tf-promoter,RDBECOLITFC00038,NsrR,mhpT,RDBECOLITUC00185:mhpT,W
RDBECOLIRIC00170,tf-promoter,RDBECOLITFC00114,CytR,udp,RDBECOLITUC03170:udp,C
RDBECOLIRIC00171,tf-promoter,RDBECOLITFC00114,CytR,udp,RDBECOLITUC03170:udp,C
RDBECOLIRIC00172,tf-promoter,RDBECOLITFC00114,CytR,cdd,RDBECOLITUC03683:cdd,S
RDBECOLIRIC00173,tf-promoter,RDBECOLITFC00189,CRP,udp,RDBECOLITUC03170:udp,C
RDBECOLIRIC00174,tf-promoter,RDBECOLITFC00114,CytR,tsx,RDBECOLITUC03470:tsx,C
RDBECOLIRIC00175,tf-promoter,RDBECOLITFC00114,CytR,ppiA,RDBECOLITUC03482:ppiA,S
RDBECOLIRIC00176,tf-promoter,RDBECOLITFC00114,CytR,ppiA,RDBECOLITUC03483:ppiA,S
RDBECOLIRIC00177,tf-promoter,RDBECOLITFC00114,CytR,ppiA,RDBECOLITUC03484:ppiA,S
RDBECOLIRIC00178,tf-promoter,RDBECOLITFC00114,CytR,cytR,RDBECOLITUC02396:cytR,C
RDBECOLIRIC00179,tf-promoter,RDBECOLITFC00114,CytR,cytR,RDBECOLITUC02396:cytR,C
RDBECOLIRIC00180,tf-promoter,RDBECOLITFC00114,CytR,rpoH,RDBECOLITUC03120:rpoH,S
RDBECOLIRIC00181,tf-promoter,RDBECOLITFC00114,CytR,rpoH,RDBECOLITUC03121:rpoH,S
RDBECOLIRIC00182,tf-promoter,RDBECOLITFC00114,CytR,rpoH,RDBECOLITUC03448:rpoH,S
RDBECOLIRIC00183,tf-promoter,RDBECOLITFC00114,CytR,deoC,RDBECOLITUC03055:deoCABD,C
RDBECOLIRIC00184,tf-promoter,RDBECOLITFC00189,CRP,trg,RDBECOLITUC01657:trg,S
RDBECOLIRIC00185,tf-promoter,RDBECOLITFC00053,Fis,trg,RDBECOLITUC01657:trg,W
RDBECOLIRIC00186,tf-promoter,RDBECOLITFC00053,Fis,trg,RDBECOLITUC01657:trg,W
RDBECOLIRIC00187,tf-promoter,RDBECOLITFC00189,CRP,azuR,RDBECOLITUC01745:azuCR,W
RDBECOLIRIC00188,tf-promoter,RDBECOLITFC00189,CRP,azuR,RDBECOLITUC01745:azuCR,S
RDBECOLIRIC00189,tf-promoter,RDBECOLITFC00189,CRP,ykgR,RDBECOLITUC01746:ykgR,W
RDBECOLIRIC00190,tf-promoter,RDBECOLITFC00160,RhaS,rhaS,RDBECOLITUC03100:rhaSR,S
RDBECOLIRIC00191,tf-promoter,RDBECOLITFC00160,RhaS,rhaS,RDBECOLITUC03100:rhaSR,S
RDBECOLIRIC00192,tf-promoter,RDBECOLITFC00162,GlrR,glmY,RDBECOLITUC00884:glmY,C
RDBECOLIRIC00193,tf-promoter,RDBECOLITFC00162,GlrR,glmY,RDBECOLITUC00884:glmY,C
RDBECOLIRIC00194,tf-promoter,RDBECOLITFC00162,GlrR,glmY,RDBECOLITUC00884:glmY,C
RDBECOLIRIC00195,tf-promoter,RDBECOLITFC00211,IHF,glmY,RDBECOLITUC00884:glmY,C
RDBECOLIRIC00196,tf-promoter,RDBECOLITFC00114,CytR,nupG,RDBECOLITUC03165:nupG,S
RDBECOLIRIC00197,tf-promoter,RDBECOLITFC00114,CytR,nupG,RDBECOLITUC03165:nupG,S
RDBECOLIRIC00207,tf-promoter,RDBECOLITFC00022,AraC,xylA,RDBECOLITUC03651:xylAB,W
RDBECOLIRIC00208,tf-promoter,RDBECOLITFC00022,AraC,xylA,RDBECOLITUC03651:xylAB,S
RDBECOLIRIC00209,tf-promoter,RDBECOLITFC00214,LexA,yafN,RDBECOLITUC00143:yafNOP,W
RDBECOLIRIC00210,tf-promoter,RDBECOLITFC00189,CRP,lsrA,RDBECOLITUC02569:lsrACDBFG-tam,C
RDBECOLIRIC00211,tf-promoter,RDBECOLITFC00093,Fur,ftnA,RDBECOLITUC00687:ftnA,C
RDBECOLIRIC00212,tf-promoter,RDBECOLITFC00093,Fur,ftnA,RDBECOLITUC00687:ftnA,C
RDBECOLIRIC00213,tf-promoter,RDBECOLITFC00093,Fur,ftnA,RDBECOLITUC00687:ftnA,C
RDBECOLIRIC00214,tf-promoter,RDBECOLITFC00093,Fur,ftnA,RDBECOLITUC00687:ftnA,C
RDBECOLIRIC00215,tf-promoter,RDBECOLITFC00093,Fur,ftnA,RDBECOLITUC00687:ftnA,C
RDBECOLIRIC00216,tf-promoter,RDBECOLITFC00020,H-NS,ftnA,RDBECOLITUC00687:ftnA,S
RDBECOLIRIC00217,tf-promoter,RDBECOLITFC00020,H-NS,ftnA,RDBECOLITUC00687:ftnA,S
RDBECOLIRIC00218,tf-promoter,RDBECOLITFC00020,H-NS,ftnA,RDBECOLITUC00687:ftnA,S
RDBECOLIRIC00219,tf-promoter,RDBECOLITFC00020,H-NS,ftnA,RDBECOLITUC00687:ftnA,C
RDBECOLIRIC00220,tf-promoter,RDBECOLITFC00020,H-NS,ftnA,RDBECOLITUC00687:ftnA,S
RDBECOLIRIC00221,tf-promoter,RDBECOLITFC00020,H-NS,ftnA,RDBECOLITUC00687:ftnA,S
RDBECOLIRIC00222,tf-promoter,RDBECOLITFC00014,Lrp,argO,RDBECOLITUC01004:argO,S
RDBECOLIRIC00223,tf-promoter,RDBECOLITFC00014,Lrp,argO,RDBECOLITUC01004:argO,S
RDBECOLIRIC00224,tf-promoter,RDBECOLITFC00014,Lrp,argO,RDBECOLITUC01004:argO,S
RDBECOLIRIC00225,tf-promoter,RDBECOLITFC00212,LeuO,dsrA,RDBECOLITUC02959:dsrA,W
RDBECOLIRIC00226,tf-promoter,RDBECOLITFC00128,FNR,fnrS,RDBECOLITUC01760:fnrS,C
RDBECOLIRIC00228,tf-promoter,RDBECOLITFC00159,MurR,murR,RDBECOLITUC00846:murR,S
RDBECOLIRIC00229,tf-promoter,RDBECOLITFC00159,MurR,murR,RDBECOLITUC00846:murR,S
RDBECOLIRIC00230,tf-promoter,RDBECOLITFC00166,PhoP,mgrR,RDBECOLITUC01761:mgrR,W
RDBECOLIRIC00231,tf-promoter,RDBECOLITFC00166,PhoP,mgtS,RDBECOLITUC00553:mgtS,W
RDBECOLIRIC00232,tf-promoter,RDBECOLITFC00216,OxyR,hemH,RDBECOLITUC00227:hemH,S
RDBECOLIRIC00233,tf-promoter,RDBECOLITFC00216,OxyR,sufA,RDBECOLITUC01845:sufABCDSE,C
RDBECOLIRIC00234,tf-promoter,RDBECOLITFC00216,OxyR,uxuA,RDBECOLITUC03545:uxuAB,W
RDBECOLIRIC00235,tf-promoter,RDBECOLITFC00216,OxyR,uxuA,RDBECOLITUC03545:uxuAB,W
RDBECOLIRIC00236,tf-promoter,RDBECOLITFC00216,OxyR,gntP,RDBECOLITUC02344:gntP,W
RDBECOLIRIC00237,tf-promoter,RDBECOLITFC00216,OxyR,gntP,RDBECOLITUC02344:gntP,W
RDBECOLIRIC00238,tf-promoter,RDBECOLITFC00216,OxyR,grxA,RDBECOLITUC03661:grxA,C
RDBECOLIRIC00239,tf-promoter,RDBECOLITFC00216,OxyR,ybjC,RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN,C
RDBECOLIRIC00240,tf-promoter,RDBECOLITFC00216,OxyR,ybjC,RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN,C
RDBECOLIRIC00241,tf-promoter,RDBECOLITFC00216,OxyR,ahpC,RDBECOLITUC03111:ahpCF,C
RDBECOLIRIC00242,tf-promoter,RDBECOLITFC00216,OxyR,ahpC,RDBECOLITUC01739:ahpCF,C
RDBECOLIRIC00243,tf-promoter,RDBECOLITFC00216,OxyR,dsbG,RDBECOLITUC00265:None,C
RDBECOLIRIC00244,tf-promoter,RDBECOLITFC00216,OxyR,fhuF,RDBECOLITUC02549:fhuF,C
RDBECOLIRIC00245,tf-promoter,RDBECOLITFC00216,OxyR,fhuF,RDBECOLITUC02549:fhuF,S
RDBECOLIRIC00246,tf-promoter,RDBECOLITFC00216,OxyR,uof,RDBECOLITUC00111:uof-fur,C
RDBECOLIRIC00247,tf-promoter,RDBECOLITFC00216,OxyR,dps,RDBECOLITUC03211:dps,W
RDBECOLIRIC00248,tf-promoter,RDBECOLITFC00216,OxyR,isrC,RDBECOLITUC01849:isrC-flu,C
RDBECOLIRIC00249,tf-promoter,RDBECOLITFC00216,OxyR,mntH,RDBECOLITUC02530:mntH,C
RDBECOLIRIC00250,tf-promoter,RDBECOLITFC00216,OxyR,trxC,RDBECOLITUC01859:trxC,C
RDBECOLIRIC00251,tf-promoter,RDBECOLITFC00216,OxyR,ccp,RDBECOLITUC01156:yhjA,S
RDBECOLIRIC00252,tf-promoter,RDBECOLITFC00216,OxyR,katG,RDBECOLITUC03071:katG,C
RDBECOLIRIC00258,tf-promoter,RDBECOLITFC00216,OxyR,oxyR,RDBECOLITUC03088:oxyR,C
RDBECOLIRIC00259,tf-promoter,RDBECOLITFC00216,OxyR,oxyR,RDBECOLITUC03088:oxyR,C
RDBECOLIRIC00260,tf-promoter,RDBECOLITFC00216,OxyR,oxyS,RDBECOLITUC02678:oxyS,C
RDBECOLIRIC00261,tf-promoter,RDBECOLITFC00216,OxyR,oxyS,RDBECOLITUC02678:oxyS,C
RDBECOLIRIC00262,tf-promoter,RDBECOLITFC00042,RcsB,gadB,RDBECOLITUC03593:gadBC,W
RDBECOLIRIC00263,tf-promoter,RDBECOLITFC00060,MngR,mngA,RDBECOLITUC02165:mngAB,S
RDBECOLIRIC00264,tf-promoter,RDBECOLITFC00042,RcsB,gadA,RDBECOLITUC03638:gadAX,C
RDBECOLIRIC00265,tf-promoter,RDBECOLITFC00003,Dan,ttdA,RDBECOLITUC03392:ttdABT,S
RDBECOLIRIC00266,tf-promoter,RDBECOLITFC00003,Dan,ttdA,RDBECOLITUC03392:ttdABT,S
RDBECOLIRIC00267,tf-promoter,RDBECOLITFC00003,Dan,ttdA,RDBECOLITUC03392:ttdABT,S
RDBECOLIRIC00268,tf-promoter,RDBECOLITFC00003,Dan,ttdA,RDBECOLITUC03392:ttdABT,S
RDBECOLIRIC00269,tf-promoter,RDBECOLITFC00055,IscR,rnlA,RDBECOLITUC01467:rnlAB,S
RDBECOLIRIC00270,tf-promoter,RDBECOLITFC00187,GadX,uspE,RDBECOLITUC00474:uspE,W
RDBECOLIRIC00271,tf-promoter,RDBECOLITFC00166,PhoP,ompT,RDBECOLITUC02566:ompT,C
RDBECOLIRIC00272,tf-promoter,RDBECOLITFC00166,PhoP,hdeA,RDBECOLITUC03315:hdeAB-yhiD,S
RDBECOLIRIC00273,tf-promoter,RDBECOLITFC00166,PhoP,gadW,RDBECOLITUC01723:gadW,S
RDBECOLIRIC00274,tf-promoter,RDBECOLITFC00166,PhoP,hdeD,RDBECOLITUC02334:hdeD,S
