Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
Ara+3, Ara+4, Ara+5, Ara-5	54.44	20.78	0.68
Ara+3, Ara+4, Ara+5, Ara-6	56.54	21.12	0.67
Ara+3, Ara+4, Ara-1, Ara-2	51.22	21.77	0.66
Ara+3, Ara+4, Ara-1, Ara-3	51.04	21.97	0.65
Ara+3, Ara+4, Ara-1, Ara-4	52.49	20.85	0.66
Ara+3, Ara+4, Ara-1, Ara-5	51.95	21.01	0.64
Ara+3, Ara+4, Ara-1, Ara-6	51.47	21.36	0.63
Ara+3, Ara+4, Ara-2, Ara-3	53.63	22.16	0.66
Ara+3, Ara+4, Ara-2, Ara-4	52.86	21.01	0.65
Ara+3, Ara+4, Ara-2, Ara-5	52.06	21.16	0.64
Ara+3, Ara+4, Ara-2, Ara-6	53.09	21.53	0.65
Ara+3, Ara+4, Ara-3, Ara-4	53.89	21.24	0.63
Ara+3, Ara+4, Ara-3, Ara-5	52.83	21.33	0.65
Ara+3, Ara+4, Ara-3, Ara-6	53.70	21.75	0.65
Ara+3, Ara+4, Ara-4, Ara-5	52.03	20.27	0.68
Ara+3, Ara+4, Ara-4, Ara-6	53.12	20.64	0.66
Ara+3, Ara+4, Ara-5, Ara-6	52.85	20.78	0.66
Ara+3, Ara+5, Ara-1, Ara-2	50.54	21.73	0.63
Ara+3, Ara+5, Ara-1, Ara-3	49.95	21.90	0.66
Ara+3, Ara+5, Ara-1, Ara-4	51.53	20.82	0.64
Ara+3, Ara+5, Ara-1, Ara-5	51.31	21.00	0.65
Ara+3, Ara+5, Ara-1, Ara-6	50.79	21.32	0.66
Ara+3, Ara+5, Ara-2, Ara-3	53.03	22.16	0.65
Ara+3, Ara+5, Ara-2, Ara-4	52.36	21.02	0.63
Ara+3, Ara+5, Ara-2, Ara-5	51.64	21.17	0.66
Ara+3, Ara+5, Ara-2, Ara-6	53.13	21.52	0.68
Ara+3, Ara+5, Ara-3, Ara-4	52.98	21.16	0.68
Ara+3, Ara+5, Ara-3, Ara-5	52.07	21.30	0.66
Ara+3, Ara+5, Ara-3, Ara-6	53.03	21.69	0.66
Ara+3, Ara+5, Ara-4, Ara-5	51.57	20.27	0.68
Ara+3, Ara+5, Ara-4, Ara-6	52.55	20.62	0.65
Ara+3, Ara+5, Ara-5, Ara-6	52.51	20.74	0.69
Ara+3, Ara-1, Ara-2, Ara-3	53.86	22.38	0.66
Ara+3, Ara-1, Ara-2, Ara-4	54.82	21.23	0.67
Ara+3, Ara-1, Ara-2, Ara-5	54.43	21.39	0.65
Ara+3, Ara-1, Ara-2, Ara-6	53.67	21.76	0.67
Ara+3, Ara-1, Ara-3, Ara-4	54.63	21.42	0.64
Ara+3, Ara-1, Ara-3, Ara-5	54.02	21.51	0.64
Ara+3, Ara-1, Ara-3, Ara-6	52.69	21.93	0.66
Ara+3, Ara-1, Ara-4, Ara-5	55.14	20.45	0.66
Ara+3, Ara-1, Ara-4, Ara-6	54.36	20.82	0.69
Ara+3, Ara-1, Ara-5, Ara-6	54.21	20.95	0.65
Ara+3, Ara-2, Ara-3, Ara-4	56.24	21.61	0.66
Ara+3, Ara-2, Ara-3, Ara-5	54.83	21.76	0.65
Ara+3, Ara-2, Ara-3, Ara-6	55.50	22.16	0.68
Ara+3, Ara-2, Ara-4, Ara-5	54.35	20.65	0.62
Ara+3, Ara-2, Ara-4, Ara-6	55.03	21.01	0.67
Ara+3, Ara-2, Ara-5, Ara-6	54.38	21.17	0.65
Ara+3, Ara-3, Ara-4, Ara-5	54.89	20.80	0.66
Ara+3, Ara-3, Ara-4, Ara-6	55.53	21.15	0.63
Ara+3, Ara-3, Ara-5, Ara-6	54.35	21.35	0.66
Ara+3, Ara-4, Ara-5, Ara-6	54.51	20.26	0.66
Ara+4, Ara+5, Ara-1, Ara-2	50.03	21.20	0.64
Ara+4, Ara+5, Ara-1, Ara-3	50.00	21.35	0.66
Ara+4, Ara+5, Ara-1, Ara-4	51.76	20.28	0.67
Ara+4, Ara+5, Ara-1, Ara-5	51.84	20.41	0.66
Ara+4, Ara+5, Ara-1, Ara-6	51.31	20.76	0.67
Ara+4, Ara+5, Ara-2, Ara-3	52.54	21.56	0.67
Ara+4, Ara+5, Ara-2, Ara-4	51.86	20.47	0.65
Ara+4, Ara+5, Ara-2, Ara-5	51.41	20.60	0.65
Ara+4, Ara+5, Ara-2, Ara-6	52.53	21.00	0.63
Ara+4, Ara+5, Ara-3, Ara-4	52.87	20.67	0.66
Ara+4, Ara+5, Ara-3, Ara-5	52.45	20.79	0.66
Ara+4, Ara+5, Ara-3, Ara-6	53.26	21.11	0.66
Ara+4, Ara+5, Ara-4, Ara-5	51.92	19.74	0.65
Ara+4, Ara+5, Ara-4, Ara-6	52.82	20.08	0.68
Ara+4, Ara+5, Ara-5, Ara-6	53.41	20.20	0.65
Ara+4, Ara-1, Ara-2, Ara-3	52.29	21.79	0.66
Ara+4, Ara-1, Ara-2, Ara-4	53.30	20.70	0.63
Ara+4, Ara-1, Ara-2, Ara-5	53.30	20.83	0.64
Ara+4, Ara-1, Ara-2, Ara-6	52.69	21.23	0.66
Ara+4, Ara-1, Ara-3, Ara-4	53.61	20.88	0.67
Ara+4, Ara-1, Ara-3, Ara-5	53.77	20.96	0.65
Ara+4, Ara-1, Ara-3, Ara-6	52.51	21.41	0.65
Ara+4, Ara-1, Ara-4, Ara-5	54.86	19.99	0.64
Ara+4, Ara-1, Ara-4, Ara-6	53.96	20.30	0.65
Ara+4, Ara-1, Ara-5, Ara-6	54.58	20.45	0.66
Ara+4, Ara-2, Ara-3, Ara-4	54.32	21.04	0.65
Ara+4, Ara-2, Ara-3, Ara-5	53.64	21.18	0.64
Ara+4, Ara-2, Ara-3, Ara-6	54.36	21.58	0.66
Ara+4, Ara-2, Ara-4, Ara-5	53.20	20.12	0.67
Ara+4, Ara-2, Ara-4, Ara-6	54.05	20.48	0.63
Ara+4, Ara-2, Ara-5, Ara-6	53.90	20.64	0.67
Ara+4, Ara-3, Ara-4, Ara-5	54.22	20.29	0.65
Ara+4, Ara-3, Ara-4, Ara-6	54.60	20.66	0.67
Ara+4, Ara-3, Ara-5, Ara-6	54.40	20.77	0.65
Ara+4, Ara-4, Ara-5, Ara-6	54.49	19.75	0.65
Ara+5, Ara-1, Ara-2, Ara-3	51.76	21.76	0.67
Ara+5, Ara-1, Ara-2, Ara-4	52.65	20.64	0.65
Ara+5, Ara-1, Ara-2, Ara-5	52.46	20.79	0.65
Ara+5, Ara-1, Ara-2, Ara-6	52.01	21.19	0.65
Ara+5, Ara-1, Ara-3, Ara-4	52.77	20.83	0.63
Ara+5, Ara-1, Ara-3, Ara-5	52.36	20.99	0.66
Ara+5, Ara-1, Ara-3, Ara-6	51.41	21.35	0.61
Ara+5, Ara-1, Ara-4, Ara-5	53.77	19.94	0.66
Ara+5, Ara-1, Ara-4, Ara-6	53.26	20.26	0.64
Ara+5, Ara-1, Ara-5, Ara-6	53.38	20.39	0.65
Ara+5, Ara-2, Ara-3, Ara-4	53.75	21.04	0.64
Ara+5, Ara-2, Ara-3, Ara-5	52.80	21.17	0.66
Ara+5, Ara-2, Ara-3, Ara-6	53.64	21.56	0.68
Ara+5, Ara-2, Ara-4, Ara-5	52.67	20.13	0.63
Ara+5, Ara-2, Ara-4, Ara-6	53.56	20.49	0.67
Ara+5, Ara-2, Ara-5, Ara-6	53.33	20.60	0.68
Ara+5, Ara-3, Ara-4, Ara-5	53.49	20.29	0.64
Ara+5, Ara-3, Ara-4, Ara-6	53.87	20.67	0.64
Ara+5, Ara-3, Ara-5, Ara-6	53.18	20.80	0.63
Ara+5, Ara-4, Ara-5, Ara-6	53.67	19.76	0.63
Ara-1, Ara-2, Ara-3, Ara-4	63.94	21.28	0.64
Ara-1, Ara-2, Ara-3, Ara-5	63.81	21.40	0.65
Ara-1, Ara-2, Ara-3, Ara-6	62.01	21.77	0.67
Ara-1, Ara-2, Ara-4, Ara-5	64.44	20.33	0.65
Ara-1, Ara-2, Ara-4, Ara-6	63.07	20.70	0.65
Ara-1, Ara-2, Ara-5, Ara-6	63.55	20.85	0.65
Ara-1, Ara-3, Ara-4, Ara-5	64.92	20.49	0.64
Ara-1, Ara-3, Ara-4, Ara-6	63.09	20.86	0.65
Ara-1, Ara-3, Ara-5, Ara-6	62.80	21.01	0.63
Ara-1, Ara-4, Ara-5, Ara-6	64.59	19.96	0.71
Ara-2, Ara-3, Ara-4, Ara-5	63.75	20.71	0.65
Ara-2, Ara-3, Ara-4, Ara-6	64.07	21.06	0.66
Ara-2, Ara-3, Ara-5, Ara-6	63.02	21.21	0.63
Ara-2, Ara-4, Ara-5, Ara-6	63.41	20.13	0.64
Ara-3, Ara-4, Ara-5, Ara-6	63.66	20.28	0.66
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5	64.96	13.70	0.58
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1	51.50	13.83	0.58
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2	53.83	13.98	0.58
Ara+1, Ara+2, Ara+3, Ara+4, Ara-3	53.97	14.07	0.58
Ara+1, Ara+2, Ara+3, Ara+4, Ara-4	52.81	13.34	0.56
Ara+1, Ara+2, Ara+3, Ara+4, Ara-5	52.35	13.42	0.59
Ara+1, Ara+2, Ara+3, Ara+4, Ara-6	54.77	13.69	0.55
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1	50.27	13.84	0.59
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2	53.09	13.98	0.58
Ara+1, Ara+2, Ara+3, Ara+5, Ara-3	52.90	14.07	0.58
Ara+1, Ara+2, Ara+3, Ara+5, Ara-4	51.80	13.35	0.58
Ara+1, Ara+2, Ara+3, Ara+5, Ara-5	51.83	13.46	0.57
Ara+1, Ara+2, Ara+3, Ara+5, Ara-6	53.84	13.71	0.58
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2	48.38	14.13	0.57
Ara+1, Ara+2, Ara+3, Ara-1, Ara-3	47.61	14.26	0.60
Ara+1, Ara+2, Ara+3, Ara-1, Ara-4	49.26	13.46	0.59
Ara+1, Ara+2, Ara+3, Ara-1, Ara-5	48.65	13.59	0.57
Ara+1, Ara+2, Ara+3, Ara-1, Ara-6	48.62	13.86	0.57
Ara+1, Ara+2, Ara+3, Ara-2, Ara-3	50.26	14.39	0.58
Ara+1, Ara+2, Ara+3, Ara-2, Ara-4	49.70	13.63	0.58
Ara+1, Ara+2, Ara+3, Ara-2, Ara-5	48.90	13.72	0.60
Ara+1, Ara+2, Ara+3, Ara-2, Ara-6	50.06	13.98	0.58
Ara+1, Ara+2, Ara+3, Ara-3, Ara-4	50.30	13.76	0.60
Ara+1, Ara+2, Ara+3, Ara-3, Ara-5	49.10	13.84	0.58
Ara+1, Ara+2, Ara+3, Ara-3, Ara-6	50.40	14.10	0.59
Ara+1, Ara+2, Ara+3, Ara-4, Ara-5	48.66	13.09	0.58
Ara+1, Ara+2, Ara+3, Ara-4, Ara-6	49.72	13.36	0.57
Ara+1, Ara+2, Ara+3, Ara-5, Ara-6	49.75	13.47	0.57
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1	51.10	13.46	0.57
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2	53.08	13.61	0.55
Ara+1, Ara+2, Ara+4, Ara+5, Ara-3	53.56	13.69	0.59
Ara+1, Ara+2, Ara+4, Ara+5, Ara-4	52.31	12.95	0.60
Ara+1, Ara+2, Ara+4, Ara+5, Ara-5	52.79	13.09	0.56
Ara+1, Ara+2, Ara+4, Ara+5, Ara-6	54.93	13.30	0.59
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2	48.30	13.78	0.57
Ara+1, Ara+2, Ara+4, Ara-1, Ara-3	47.86	13.83	0.58
Ara+1, Ara+2, Ara+4, Ara-1, Ara-4	49.37	13.11	0.58
Ara+1, Ara+2, Ara+4, Ara-1, Ara-5	49.63	13.22	0.60
Ara+1, Ara+2, Ara+4, Ara-1, Ara-6	49.67	13.44	0.60
Ara+1, Ara+2, Ara+4, Ara-2, Ara-3	49.86	14.00	0.57
Ara+1, Ara+2, Ara+4, Ara-2, Ara-4	49.17	13.27	0.57
Ara+1, Ara+2, Ara+4, Ara-2, Ara-5	48.94	13.35	0.59
Ara+1, Ara+2, Ara+4, Ara-2, Ara-6	50.03	13.59	0.59
Ara+1, Ara+2, Ara+4, Ara-3, Ara-4	50.27	13.35	0.58
Ara+1, Ara+2, Ara+4, Ara-3, Ara-5	49.70	13.47	0.56
Ara+1, Ara+2, Ara+4, Ara-3, Ara-6	51.12	13.71	0.56
Ara+1, Ara+2, Ara+4, Ara-4, Ara-5	49.12	12.73	0.58
Ara+1, Ara+2, Ara+4, Ara-4, Ara-6	50.26	12.97	0.57
Ara+1, Ara+2, Ara+4, Ara-5, Ara-6	50.97	13.07	0.58
Ara+1, Ara+2, Ara+5, Ara-1, Ara-2	46.99	13.76	0.58
Ara+1, Ara+2, Ara+5, Ara-1, Ara-3	46.59	13.90	0.54
Ara+1, Ara+2, Ara+5, Ara-1, Ara-4	48.09	13.12	0.58
Ara+1, Ara+2, Ara+5, Ara-1, Ara-5	48.20	13.21	0.56
Ara+1, Ara+2, Ara+5, Ara-1, Ara-6	48.21	13.49	0.59
Ara+1, Ara+2, Ara+5, Ara-2, Ara-3	49.05	14.00	0.57
Ara+1, Ara+2, Ara+5, Ara-2, Ara-4	48.27	13.22	0.56
Ara+1, Ara+2, Ara+5, Ara-2, Ara-5	47.93	13.35	0.57
Ara+1, Ara+2, Ara+5, Ara-2, Ara-6	49.21	13.59	0.58
Ara+1, Ara+2, Ara+5, Ara-3, Ara-4	49.18	13.35	0.59
Ara+1, Ara+2, Ara+5, Ara-3, Ara-5	48.50	13.50	0.55
Ara+1, Ara+2, Ara+5, Ara-3, Ara-6	49.82	13.70	0.57
Ara+1, Ara+2, Ara+5, Ara-4, Ara-5	48.05	12.71	0.56
Ara+1, Ara+2, Ara+5, Ara-4, Ara-6	49.01	12.95	0.58
Ara+1, Ara+2, Ara+5, Ara-5, Ara-6	49.80	13.11	0.57
Ara+1, Ara+2, Ara-1, Ara-2, Ara-3	47.36	14.13	0.57
Ara+1, Ara+2, Ara-1, Ara-2, Ara-4	48.18	13.38	0.59
Ara+1, Ara+2, Ara-1, Ara-2, Ara-5	47.84	13.51	0.57
Ara+1, Ara+2, Ara-1, Ara-2, Ara-6	47.81	13.75	0.58
Ara+1, Ara+2, Ara-1, Ara-3, Ara-4	48.07	13.51	0.57
Ara+1, Ara+2, Ara-1, Ara-3, Ara-5	47.70	13.62	0.57
Ara+1, Ara+2, Ara-1, Ara-3, Ara-6	47.37	13.82	0.57
Ara+1, Ara+2, Ara-1, Ara-4, Ara-5	48.91	12.87	0.56
Ara+1, Ara+2, Ara-1, Ara-4, Ara-6	48.73	13.13	0.58
Ara+1, Ara+2, Ara-1, Ara-5, Ara-6	49.14	13.23	0.55
Ara+1, Ara+2, Ara-2, Ara-3, Ara-4	49.34	13.66	0.58
Ara+1, Ara+2, Ara-2, Ara-3, Ara-5	48.14	13.78	0.60
Ara+1, Ara+2, Ara-2, Ara-3, Ara-6	49.41	14.02	0.56
Ara+1, Ara+2, Ara-2, Ara-4, Ara-5	47.80	13.01	0.55
Ara+1, Ara+2, Ara-2, Ara-4, Ara-6	48.87	13.25	0.58
Ara+1, Ara+2, Ara-2, Ara-5, Ara-6	48.60	13.37	0.58
Ara+1, Ara+2, Ara-3, Ara-4, Ara-5	48.61	13.11	0.60
Ara+1, Ara+2, Ara-3, Ara-4, Ara-6	49.44	13.37	0.58
Ara+1, Ara+2, Ara-3, Ara-5, Ara-6	48.91	13.45	0.57
Ara+1, Ara+2, Ara-4, Ara-5, Ara-6	49.11	12.75	0.59
Ara+1, Ara+3, Ara+4, Ara+5, Ara-1	50.55	13.31	0.57
Ara+1, Ara+3, Ara+4, Ara+5, Ara-2	52.91	13.47	0.54
Ara+1, Ara+3, Ara+4, Ara+5, Ara-3	53.51	13.57	0.56
Ara+1, Ara+3, Ara+4, Ara+5, Ara-4	52.06	12.84	0.54
Ara+1, Ara+3, Ara+4, Ara+5, Ara-5	52.01	12.93	0.57
Ara+1, Ara+3, Ara+4, Ara+5, Ara-6	54.01	13.16	0.58
Ara+1, Ara+3, Ara+4, Ara-1, Ara-2	48.16	13.63	0.59
Ara+1, Ara+3, Ara+4, Ara-1, Ara-3	48.05	13.72	0.61
Ara+1, Ara+3, Ara+4, Ara-1, Ara-4	49.34	12.99	0.57
Ara+1, Ara+3, Ara+4, Ara-1, Ara-5	48.81	13.08	0.56
Ara+1, Ara+3, Ara+4, Ara-1, Ara-6	48.51	13.34	0.56
Ara+1, Ara+3, Ara+4, Ara-2, Ara-3	50.13	13.88	0.59
Ara+1, Ara+3, Ara+4, Ara-2, Ara-4	49.49	13.14	0.55
Ara+1, Ara+3, Ara+4, Ara-2, Ara-5	48.72	13.21	0.56
Ara+1, Ara+3, Ara+4, Ara-2, Ara-6	49.63	13.49	0.59
Ara+1, Ara+3, Ara+4, Ara-3, Ara-4	50.36	13.25	0.59
Ara+1, Ara+3, Ara+4, Ara-3, Ara-5	49.41	13.30	0.58
Ara+1, Ara+3, Ara+4, Ara-3, Ara-6	50.39	13.61	0.57
Ara+1, Ara+3, Ara+4, Ara-4, Ara-5	48.71	12.61	0.57
Ara+1, Ara+3, Ara+4, Ara-4, Ara-6	49.62	12.85	0.55
Ara+1, Ara+3, Ara+4, Ara-5, Ara-6	49.58	12.95	0.56
Ara+1, Ara+3, Ara+5, Ara-1, Ara-2	47.07	13.61	0.56
Ara+1, Ara+3, Ara+5, Ara-1, Ara-3	46.78	13.74	0.58
Ara+1, Ara+3, Ara+5, Ara-1, Ara-4	48.21	12.99	0.57
Ara+1, Ara+3, Ara+5, Ara-1, Ara-5	47.90	13.12	0.59
Ara+1, Ara+3, Ara+5, Ara-1, Ara-6	47.50	13.33	0.58
Ara+1, Ara+3, Ara+5, Ara-2, Ara-3	49.06	13.88	0.56
Ara+1, Ara+3, Ara+5, Ara-2, Ara-4	48.54	13.13	0.58
Ara+1, Ara+3, Ara+5, Ara-2, Ara-5	48.01	13.22	0.56
Ara+1, Ara+3, Ara+5, Ara-2, Ara-6	49.03	13.48	0.57
Ara+1, Ara+3, Ara+5, Ara-3, Ara-4	49.23	13.22	0.59
Ara+1, Ara+3, Ara+5, Ara-3, Ara-5	48.51	13.34	0.57
Ara+1, Ara+3, Ara+5, Ara-3, Ara-6	49.27	13.58	0.55
Ara+1, Ara+3, Ara+5, Ara-4, Ara-5	47.91	12.60	0.56
Ara+1, Ara+3, Ara+5, Ara-4, Ara-6	48.68	12.81	0.57
Ara+1, Ara+3, Ara+5, Ara-5, Ara-6	48.90	12.98	0.56
Ara+1, Ara+3, Ara-1, Ara-2, Ara-3	47.81	14.04	0.56
Ara+1, Ara+3, Ara-1, Ara-2, Ara-4	48.83	13.27	0.57
Ara+1, Ara+3, Ara-1, Ara-2, Ara-5	48.07	13.37	0.59
Ara+1, Ara+3, Ara-1, Ara-2, Ara-6	47.55	13.61	0.58
Ara+1, Ara+3, Ara-1, Ara-3, Ara-4	48.57	13.38	0.60
Ara+1, Ara+3, Ara-1, Ara-3, Ara-5	47.89	13.47	0.58
Ara+1, Ara+3, Ara-1, Ara-3, Ara-6	46.81	13.71	0.59
Ara+1, Ara+3, Ara-1, Ara-4, Ara-5	48.99	12.73	0.60
Ara+1, Ara+3, Ara-1, Ara-4, Ara-6	48.43	12.98	0.55
Ara+1, Ara+3, Ara-1, Ara-5, Ara-6	48.01	13.11	0.58
Ara+1, Ara+3, Ara-2, Ara-3, Ara-4	49.88	13.50	0.57
Ara+1, Ara+3, Ara-2, Ara-3, Ara-5	48.45	13.59	0.57
Ara+1, Ara+3, Ara-2, Ara-3, Ara-6	49.12	13.85	0.60
Ara+1, Ara+3, Ara-2, Ara-4, Ara-5	48.23	12.86	0.57
Ara+1, Ara+3, Ara-2, Ara-4, Ara-6	48.76	13.13	0.57
Ara+1, Ara+3, Ara-2, Ara-5, Ara-6	48.19	13.20	0.56
Ara+1, Ara+3, Ara-3, Ara-4, Ara-5	48.73	13.01	0.59
Ara+1, Ara+3, Ara-3, Ara-4, Ara-6	49.11	13.22	0.56
Ara+1, Ara+3, Ara-3, Ara-5, Ara-6	48.28	13.39	0.60
Ara+1, Ara+3, Ara-4, Ara-5, Ara-6	48.47	12.57	0.55
Ara+1, Ara+4, Ara+5, Ara-1, Ara-2	47.02	13.18	0.56
Ara+1, Ara+4, Ara+5, Ara-1, Ara-3	47.15	13.35	0.59
Ara+1, Ara+4, Ara+5, Ara-1, Ara-4	48.55	12.67	0.56
Ara+1, Ara+4, Ara+5, Ara-1, Ara-5	48.58	12.74	0.60
Ara+1, Ara+4, Ara+5, Ara-1, Ara-6	48.02	12.98	0.60
Ara+1, Ara+4, Ara+5, Ara-2, Ara-3	49.09	13.47	0.58
Ara+1, Ara+4, Ara+5, Ara-2, Ara-4	48.39	12.78	0.56
Ara+1, Ara+4, Ara+5, Ara-2, Ara-5	48.00	12.83	0.54
Ara+1, Ara+4, Ara+5, Ara-2, Ara-6	48.96	13.12	0.58
Ara+1, Ara+4, Ara+5, Ara-3, Ara-4	49.50	12.82	0.58
Ara+1, Ara+4, Ara+5, Ara-3, Ara-5	49.00	12.96	0.57
Ara+1, Ara+4, Ara+5, Ara-3, Ara-6	49.80	13.22	0.57
Ara+1, Ara+4, Ara+5, Ara-4, Ara-5	48.48	12.27	0.55
Ara+1, Ara+4, Ara+5, Ara-4, Ara-6	49.14	12.48	0.55
Ara+1, Ara+4, Ara+5, Ara-5, Ara-6	49.70	12.58	0.57
Ara+1, Ara+4, Ara-1, Ara-2, Ara-3	47.35	13.62	0.58
Ara+1, Ara+4, Ara-1, Ara-2, Ara-4	48.14	12.95	0.56
Ara+1, Ara+4, Ara-1, Ara-2, Ara-5	48.03	12.98	0.56
Ara+1, Ara+4, Ara-1, Ara-2, Ara-6	47.54	13.23	0.58
Ara+1, Ara+4, Ara-1, Ara-3, Ara-4	48.45	13.01	0.59
Ara+1, Ara+4, Ara-1, Ara-3, Ara-5	48.41	13.10	0.56
Ara+1, Ara+4, Ara-1, Ara-3, Ara-6	47.40	13.36	0.55
Ara+1, Ara+4, Ara-1, Ara-4, Ara-5	49.38	12.37	0.58
Ara+1, Ara+4, Ara-1, Ara-4, Ara-6	48.58	12.63	0.58
Ara+1, Ara+4, Ara-1, Ara-5, Ara-6	48.99	12.72	0.59
Ara+1, Ara+4, Ara-2, Ara-3, Ara-4	48.98	13.16	0.57
Ara+1, Ara+4, Ara-2, Ara-3, Ara-5	48.18	13.25	0.56
Ara+1, Ara+4, Ara-2, Ara-3, Ara-6	48.94	13.50	0.58
Ara+1, Ara+4, Ara-2, Ara-4, Ara-5	47.84	12.53	0.56
Ara+1, Ara+4, Ara-2, Ara-4, Ara-6	48.42	12.75	0.58
Ara+1, Ara+4, Ara-2, Ara-5, Ara-6	48.34	12.85	0.57
Ara+1, Ara+4, Ara-3, Ara-4, Ara-5	48.80	12.64	0.57
Ara+1, Ara+4, Ara-3, Ara-4, Ara-6	49.11	12.87	0.56
Ara+1, Ara+4, Ara-3, Ara-5, Ara-6	48.88	12.99	0.57
Ara+1, Ara+4, Ara-4, Ara-5, Ara-6	48.78	12.26	0.57
Ara+1, Ara+5, Ara-1, Ara-2, Ara-3	46.12	13.63	0.59
Ara+1, Ara+5, Ara-1, Ara-2, Ara-4	46.97	12.92	0.56
Ara+1, Ara+5, Ara-1, Ara-2, Ara-5	46.55	12.98	0.55
Ara+1, Ara+5, Ara-1, Ara-2, Ara-6	46.26	13.22	0.58
Ara+1, Ara+5, Ara-1, Ara-3, Ara-4	47.17	12.95	0.57
Ara+1, Ara+5, Ara-1, Ara-3, Ara-5	46.52	13.12	0.58
Ara+1, Ara+5, Ara-1, Ara-3, Ara-6	45.82	13.35	0.56
Ara+1, Ara+5, Ara-1, Ara-4, Ara-5	47.81	12.41	0.56
Ara+1, Ara+5, Ara-1, Ara-4, Ara-6	47.44	12.62	0.59
Ara+1, Ara+5, Ara-1, Ara-5, Ara-6	47.32	12.73	0.57
Ara+1, Ara+5, Ara-2, Ara-3, Ara-4	47.88	13.15	0.56
Ara+1, Ara+5, Ara-2, Ara-3, Ara-5	46.82	13.21	0.57
Ara+1, Ara+5, Ara-2, Ara-3, Ara-6	47.66	13.51	0.56
Ara+1, Ara+5, Ara-2, Ara-4, Ara-5	46.73	12.52	0.56
Ara+1, Ara+5, Ara-2, Ara-4, Ara-6	47.47	12.78	0.57
Ara+1, Ara+5, Ara-2, Ara-5, Ara-6	47.20	12.81	0.57
Ara+1, Ara+5, Ara-3, Ara-4, Ara-5	47.39	12.61	0.56
Ara+1, Ara+5, Ara-3, Ara-4, Ara-6	47.90	12.88	0.57
Ara+1, Ara+5, Ara-3, Ara-5, Ara-6	47.21	12.93	0.59
Ara+1, Ara+5, Ara-4, Ara-5, Ara-6	47.55	12.28	0.56
Ara+1, Ara-1, Ara-2, Ara-3, Ara-4	50.05	13.29	0.57
Ara+1, Ara-1, Ara-2, Ara-3, Ara-5	49.52	13.38	0.58
Ara+1, Ara-1, Ara-2, Ara-3, Ara-6	48.62	13.67	0.59
Ara+1, Ara-1, Ara-2, Ara-4, Ara-5	50.15	12.67	0.57
Ara+1, Ara-1, Ara-2, Ara-4, Ara-6	49.47	12.91	0.58
Ara+1, Ara-1, Ara-2, Ara-5, Ara-6	49.42	12.99	0.58
Ara+1, Ara-1, Ara-3, Ara-4, Ara-5	50.35	12.76	0.55
Ara+1, Ara-1, Ara-3, Ara-4, Ara-6	49.40	13.01	0.58
Ara+1, Ara-1, Ara-3, Ara-5, Ara-6	48.94	13.12	0.56
Ara+1, Ara-1, Ara-4, Ara-5, Ara-6	50.45	12.41	0.57
Ara+1, Ara-2, Ara-3, Ara-4, Ara-5	49.76	12.87	0.56
Ara+1, Ara-2, Ara-3, Ara-4, Ara-6	50.33	13.17	0.56
Ara+1, Ara-2, Ara-3, Ara-5, Ara-6	49.38	13.24	0.55
Ara+1, Ara-2, Ara-4, Ara-5, Ara-6	49.63	12.53	0.58
Ara+1, Ara-3, Ara-4, Ara-5, Ara-6	49.87	12.64	0.58
Ara+2, Ara+3, Ara+4, Ara+5, Ara-1	49.75	13.11	0.58
Ara+2, Ara+3, Ara+4, Ara+5, Ara-2	53.10	13.24	0.58
Ara+2, Ara+3, Ara+4, Ara+5, Ara-3	53.28	13.33	0.59
Ara+2, Ara+3, Ara+4, Ara+5, Ara-4	51.87	12.66	0.55
Ara+2, Ara+3, Ara+4, Ara+5, Ara-5	51.59	12.73	0.58
Ara+2, Ara+3, Ara+4, Ara+5, Ara-6	54.13	12.99	0.56
Ara+2, Ara+3, Ara+4, Ara-1, Ara-2	47.53	13.37	0.59
Ara+2, Ara+3, Ara+4, Ara-1, Ara-3	47.13	13.50	0.56
Ara+2, Ara+3, Ara+4, Ara-1, Ara-4	48.57	12.76	0.57
Ara+2, Ara+3, Ara+4, Ara-1, Ara-5	47.88	12.89	0.57
Ara+2, Ara+3, Ara+4, Ara-1, Ara-6	48.19	13.12	0.57
Ara+2, Ara+3, Ara+4, Ara-2, Ara-3	50.12	13.64	0.57
Ara+2, Ara+3, Ara+4, Ara-2, Ara-4	49.21	12.92	0.56
Ara+2, Ara+3, Ara+4, Ara-2, Ara-5	48.63	13.04	0.58
Ara+2, Ara+3, Ara+4, Ara-2, Ara-6	49.77	13.23	0.57
Ara+2, Ara+3, Ara+4, Ara-3, Ara-4	49.97	13.02	0.57
Ara+2, Ara+3, Ara+4, Ara-3, Ara-5	49.02	13.11	0.57
