('Ara+4', 'Ara+5', 'Ara-5'): D = 71.32 SD
('Ara+4', 'Ara+5', 'Ara-6'): D = 70.84 SD
('Ara+4', 'Ara-1', 'Ara-2'): D = 64.55 SD
('Ara+4', 'Ara-1', 'Ara-3'): D = 62.62 SD
('Ara+4', 'Ara-1', 'Ara-4'): D = 71.95 SD
('Ara+4', 'Ara-1', 'Ara-5'): D = 74.22 SD
('Ara+4', 'Ara-1', 'Ara-6'): D = 67.43 SD
('Ara+4', 'Ara-2', 'Ara-3'): D = 60.96 SD
('Ara+4', 'Ara-2', 'Ara-4'): D = 64.65 SD
('Ara+4', 'Ara-2', 'Ara-5'): D = 64.16 SD
('Ara+4', 'Ara-2', 'Ara-6'): D = 63.61 SD
('Ara+4', 'Ara-3', 'Ara-4'): D = 66.70 SD
('Ara+4', 'Ara-3', 'Ara-5'): D = 66.51 SD
('Ara+4', 'Ara-3', 'Ara-6'): D = 64.61 SD
('Ara+4', 'Ara-4', 'Ara-5'): D = 67.20 SD
('Ara+4', 'Ara-4', 'Ara-6'): D = 66.15 SD
('Ara+4', 'Ara-5', 'Ara-6'): D = 75.04 SD
('Ara+5', 'Ara-1', 'Ara-2'): D = 66.58 SD
('Ara+5', 'Ara-1', 'Ara-3'): D = 65.26 SD
('Ara+5', 'Ara-1', 'Ara-4'): D = 70.98 SD
('Ara+5', 'Ara-1', 'Ara-5'): D = 70.54 SD
('Ara+5', 'Ara-1', 'Ara-6'): D = 69.10 SD
('Ara+5', 'Ara-2', 'Ara-3'): D = 61.59 SD
('Ara+5', 'Ara-2', 'Ara-4'): D = 62.26 SD
('Ara+5', 'Ara-2', 'Ara-5'): D = 65.03 SD
('Ara+5', 'Ara-2', 'Ara-6'): D = 66.36 SD
('Ara+5', 'Ara-3', 'Ara-4'): D = 64.24 SD
('Ara+5', 'Ara-3', 'Ara-5'): D = 66.83 SD
('Ara+5', 'Ara-3', 'Ara-6'): D = 64.43 SD
('Ara+5', 'Ara-4', 'Ara-5'): D = 72.05 SD
('Ara+5', 'Ara-4', 'Ara-6'): D = 66.34 SD
('Ara+5', 'Ara-5', 'Ara-6'): D = 72.25 SD
('Ara-1', 'Ara-2', 'Ara-3'): D = 87.59 SD
('Ara-1', 'Ara-2', 'Ara-4'): D = 94.93 SD
('Ara-1', 'Ara-2', 'Ara-5'): D = 98.66 SD
('Ara-1', 'Ara-2', 'Ara-6'): D = 87.25 SD
('Ara-1', 'Ara-3', 'Ara-4'): D = 98.62 SD
('Ara-1', 'Ara-3', 'Ara-5'): D = 96.40 SD
('Ara-1', 'Ara-3', 'Ara-6'): D = 87.72 SD
('Ara-1', 'Ara-4', 'Ara-5'): D = 96.95 SD
('Ara-1', 'Ara-4', 'Ara-6'): D = 100.11 SD
('Ara-1', 'Ara-5', 'Ara-6'): D = 98.16 SD
('Ara-2', 'Ara-3', 'Ara-4'): D = 91.51 SD
('Ara-2', 'Ara-3', 'Ara-5'): D = 82.89 SD
('Ara-2', 'Ara-3', 'Ara-6'): D = 78.53 SD
('Ara-2', 'Ara-4', 'Ara-5'): D = 84.89 SD
('Ara-2', 'Ara-4', 'Ara-6'): D = 81.49 SD
('Ara-2', 'Ara-5', 'Ara-6'): D = 85.87 SD
('Ara-3', 'Ara-4', 'Ara-5'): D = 93.93 SD
('Ara-3', 'Ara-4', 'Ara-6'): D = 86.41 SD
('Ara-3', 'Ara-5', 'Ara-6'): D = 84.60 SD
('Ara-4', 'Ara-5', 'Ara-6'): D = 89.29 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara+4'): D = 152.56 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara+5'): D = 146.55 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara-1'): D = 102.80 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara-2'): D = 106.20 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara-3'): D = 105.46 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara-4'): D = 107.20 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara-5'): D = 110.28 SD
('Ara+1', 'Ara+2', 'Ara+3', 'Ara-6'): D = 110.30 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara+5'): D = 151.48 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara-1'): D = 108.07 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara-2'): D = 109.62 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara-3'): D = 109.65 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara-4'): D = 113.68 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara-5'): D = 117.54 SD
('Ara+1', 'Ara+2', 'Ara+4', 'Ara-6'): D = 118.48 SD
('Ara+1', 'Ara+2', 'Ara+5', 'Ara-1'): D = 110.13 SD
('Ara+1', 'Ara+2', 'Ara+5', 'Ara-2'): D = 104.64 SD
('Ara+1', 'Ara+2', 'Ara+5', 'Ara-3'): D = 105.59 SD
('Ara+1', 'Ara+2', 'Ara+5', 'Ara-4'): D = 107.37 SD
('Ara+1', 'Ara+2', 'Ara+5', 'Ara-5'): D = 114.67 SD
('Ara+1', 'Ara+2', 'Ara+5', 'Ara-6'): D = 112.99 SD
('Ara+1', 'Ara+2', 'Ara-1', 'Ara-2'): D = 97.93 SD
('Ara+1', 'Ara+2', 'Ara-1', 'Ara-3'): D = 95.45 SD
('Ara+1', 'Ara+2', 'Ara-1', 'Ara-4'): D = 112.38 SD
('Ara+1', 'Ara+2', 'Ara-1', 'Ara-5'): D = 113.88 SD
('Ara+1', 'Ara+2', 'Ara-1', 'Ara-6'): D = 109.95 SD
('Ara+1', 'Ara+2', 'Ara-2', 'Ara-3'): D = 96.42 SD
('Ara+1', 'Ara+2', 'Ara-2', 'Ara-4'): D = 95.37 SD
('Ara+1', 'Ara+2', 'Ara-2', 'Ara-5'): D = 102.08 SD
('Ara+1', 'Ara+2', 'Ara-2', 'Ara-6'): D = 94.84 SD
('Ara+1', 'Ara+2', 'Ara-3', 'Ara-4'): D = 103.93 SD
('Ara+1', 'Ara+2', 'Ara-3', 'Ara-5'): D = 98.71 SD
('Ara+1', 'Ara+2', 'Ara-3', 'Ara-6'): D = 95.81 SD
('Ara+1', 'Ara+2', 'Ara-4', 'Ara-5'): D = 106.41 SD
('Ara+1', 'Ara+2', 'Ara-4', 'Ara-6'): D = 102.15 SD
('Ara+1', 'Ara+2', 'Ara-5', 'Ara-6'): D = 105.06 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara+5'): D = 147.44 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara-1'): D = 106.82 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara-2'): D = 110.82 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara-3'): D = 109.58 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara-4'): D = 108.27 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara-5'): D = 114.05 SD
('Ara+1', 'Ara+3', 'Ara+4', 'Ara-6'): D = 114.74 SD
('Ara+1', 'Ara+3', 'Ara+5', 'Ara-1'): D = 106.36 SD
('Ara+1', 'Ara+3', 'Ara+5', 'Ara-2'): D = 102.31 SD
('Ara+1', 'Ara+3', 'Ara+5', 'Ara-3'): D = 104.00 SD
('Ara+1', 'Ara+3', 'Ara+5', 'Ara-4'): D = 112.30 SD
('Ara+1', 'Ara+3', 'Ara+5', 'Ara-5'): D = 110.31 SD
('Ara+1', 'Ara+3', 'Ara+5', 'Ara-6'): D = 111.94 SD
('Ara+1', 'Ara+3', 'Ara-1', 'Ara-2'): D = 105.88 SD
('Ara+1', 'Ara+3', 'Ara-1', 'Ara-3'): D = 105.43 SD
('Ara+1', 'Ara+3', 'Ara-1', 'Ara-4'): D = 114.14 SD
('Ara+1', 'Ara+3', 'Ara-1', 'Ara-5'): D = 117.60 SD
('Ara+1', 'Ara+3', 'Ara-1', 'Ara-6'): D = 103.60 SD
('Ara+1', 'Ara+3', 'Ara-2', 'Ara-3'): D = 97.79 SD
('Ara+1', 'Ara+3', 'Ara-2', 'Ara-4'): D = 106.45 SD
('Ara+1', 'Ara+3', 'Ara-2', 'Ara-5'): D = 102.70 SD
('Ara+1', 'Ara+3', 'Ara-2', 'Ara-6'): D = 96.82 SD
('Ara+1', 'Ara+3', 'Ara-3', 'Ara-4'): D = 104.01 SD
('Ara+1', 'Ara+3', 'Ara-3', 'Ara-5'): D = 104.01 SD
('Ara+1', 'Ara+3', 'Ara-3', 'Ara-6'): D = 99.73 SD
('Ara+1', 'Ara+3', 'Ara-4', 'Ara-5'): D = 109.51 SD
('Ara+1', 'Ara+3', 'Ara-4', 'Ara-6'): D = 102.68 SD
('Ara+1', 'Ara+3', 'Ara-5', 'Ara-6'): D = 104.47 SD
('Ara+1', 'Ara+4', 'Ara+5', 'Ara-1'): D = 110.02 SD
('Ara+1', 'Ara+4', 'Ara+5', 'Ara-2'): D = 110.48 SD
('Ara+1', 'Ara+4', 'Ara+5', 'Ara-3'): D = 110.01 SD
('Ara+1', 'Ara+4', 'Ara+5', 'Ara-4'): D = 112.93 SD
('Ara+1', 'Ara+4', 'Ara+5', 'Ara-5'): D = 117.18 SD
('Ara+1', 'Ara+4', 'Ara+5', 'Ara-6'): D = 112.86 SD
('Ara+1', 'Ara+4', 'Ara-1', 'Ara-2'): D = 99.40 SD
('Ara+1', 'Ara+4', 'Ara-1', 'Ara-3'): D = 103.02 SD
('Ara+1', 'Ara+4', 'Ara-1', 'Ara-4'): D = 114.27 SD
('Ara+1', 'Ara+4', 'Ara-1', 'Ara-5'): D = 120.79 SD
('Ara+1', 'Ara+4', 'Ara-1', 'Ara-6'): D = 103.86 SD
('Ara+1', 'Ara+4', 'Ara-2', 'Ara-3'): D = 94.45 SD
('Ara+1', 'Ara+4', 'Ara-2', 'Ara-4'): D = 98.95 SD
('Ara+1', 'Ara+4', 'Ara-2', 'Ara-5'): D = 105.56 SD
('Ara+1', 'Ara+4', 'Ara-2', 'Ara-6'): D = 98.02 SD
('Ara+1', 'Ara+4', 'Ara-3', 'Ara-4'): D = 103.39 SD
('Ara+1', 'Ara+4', 'Ara-3', 'Ara-5'): D = 107.57 SD
('Ara+1', 'Ara+4', 'Ara-3', 'Ara-6'): D = 100.20 SD
('Ara+1', 'Ara+4', 'Ara-4', 'Ara-5'): D = 109.22 SD
('Ara+1', 'Ara+4', 'Ara-4', 'Ara-6'): D = 106.04 SD
('Ara+1', 'Ara+4', 'Ara-5', 'Ara-6'): D = 109.09 SD
('Ara+1', 'Ara+5', 'Ara-1', 'Ara-2'): D = 100.90 SD
('Ara+1', 'Ara+5', 'Ara-1', 'Ara-3'): D = 100.18 SD
('Ara+1', 'Ara+5', 'Ara-1', 'Ara-4'): D = 113.22 SD
('Ara+1', 'Ara+5', 'Ara-1', 'Ara-5'): D = 118.25 SD
('Ara+1', 'Ara+5', 'Ara-1', 'Ara-6'): D = 101.51 SD
('Ara+1', 'Ara+5', 'Ara-2', 'Ara-3'): D = 96.97 SD
('Ara+1', 'Ara+5', 'Ara-2', 'Ara-4'): D = 96.87 SD
('Ara+1', 'Ara+5', 'Ara-2', 'Ara-5'): D = 98.30 SD
('Ara+1', 'Ara+5', 'Ara-2', 'Ara-6'): D = 97.80 SD
('Ara+1', 'Ara+5', 'Ara-3', 'Ara-4'): D = 105.58 SD
('Ara+1', 'Ara+5', 'Ara-3', 'Ara-5'): D = 100.67 SD
('Ara+1', 'Ara+5', 'Ara-3', 'Ara-6'): D = 96.35 SD
('Ara+1', 'Ara+5', 'Ara-4', 'Ara-5'): D = 107.29 SD
('Ara+1', 'Ara+5', 'Ara-4', 'Ara-6'): D = 101.54 SD
('Ara+1', 'Ara+5', 'Ara-5', 'Ara-6'): D = 104.85 SD
('Ara+1', 'Ara-1', 'Ara-2', 'Ara-3'): D = 98.76 SD
('Ara+1', 'Ara-1', 'Ara-2', 'Ara-4'): D = 109.01 SD
('Ara+1', 'Ara-1', 'Ara-2', 'Ara-5'): D = 106.94 SD
('Ara+1', 'Ara-1', 'Ara-2', 'Ara-6'): D = 101.44 SD
('Ara+1', 'Ara-1', 'Ara-3', 'Ara-4'): D = 112.80 SD
('Ara+1', 'Ara-1', 'Ara-3', 'Ara-5'): D = 116.38 SD
('Ara+1', 'Ara-1', 'Ara-3', 'Ara-6'): D = 98.62 SD
('Ara+1', 'Ara-1', 'Ara-4', 'Ara-5'): D = 117.71 SD
('Ara+1', 'Ara-1', 'Ara-4', 'Ara-6'): D = 107.80 SD
('Ara+1', 'Ara-1', 'Ara-5', 'Ara-6'): D = 112.83 SD
('Ara+1', 'Ara-2', 'Ara-3', 'Ara-4'): D = 99.90 SD
('Ara+1', 'Ara-2', 'Ara-3', 'Ara-5'): D = 102.42 SD
('Ara+1', 'Ara-2', 'Ara-3', 'Ara-6'): D = 95.87 SD
('Ara+1', 'Ara-2', 'Ara-4', 'Ara-5'): D = 100.68 SD
('Ara+1', 'Ara-2', 'Ara-4', 'Ara-6'): D = 95.52 SD
('Ara+1', 'Ara-2', 'Ara-5', 'Ara-6'): D = 102.52 SD
('Ara+1', 'Ara-3', 'Ara-4', 'Ara-5'): D = 103.68 SD
('Ara+1', 'Ara-3', 'Ara-4', 'Ara-6'): D = 94.79 SD
('Ara+1', 'Ara-3', 'Ara-5', 'Ara-6'): D = 97.63 SD
('Ara+1', 'Ara-4', 'Ara-5', 'Ara-6'): D = 105.75 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara+5'): D = 136.32 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara-1'): D = 100.10 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara-2'): D = 95.29 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara-3'): D = 94.71 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara-4'): D = 97.26 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara-5'): D = 104.70 SD
('Ara+2', 'Ara+3', 'Ara+4', 'Ara-6'): D = 103.49 SD
('Ara+2', 'Ara+3', 'Ara+5', 'Ara-1'): D = 99.99 SD
('Ara+2', 'Ara+3', 'Ara+5', 'Ara-2'): D = 99.88 SD
('Ara+2', 'Ara+3', 'Ara+5', 'Ara-3'): D = 99.51 SD
('Ara+2', 'Ara+3', 'Ara+5', 'Ara-4'): D = 100.00 SD
('Ara+2', 'Ara+3', 'Ara+5', 'Ara-5'): D = 103.55 SD
('Ara+2', 'Ara+3', 'Ara+5', 'Ara-6'): D = 103.64 SD
('Ara+2', 'Ara+3', 'Ara-1', 'Ara-2'): D = 95.72 SD
('Ara+2', 'Ara+3', 'Ara-1', 'Ara-3'): D = 90.75 SD
('Ara+2', 'Ara+3', 'Ara-1', 'Ara-4'): D = 100.54 SD
('Ara+2', 'Ara+3', 'Ara-1', 'Ara-5'): D = 104.38 SD
('Ara+2', 'Ara+3', 'Ara-1', 'Ara-6'): D = 94.78 SD
('Ara+2', 'Ara+3', 'Ara-2', 'Ara-3'): D = 90.65 SD
('Ara+2', 'Ara+3', 'Ara-2', 'Ara-4'): D = 92.56 SD
('Ara+2', 'Ara+3', 'Ara-2', 'Ara-5'): D = 93.57 SD
('Ara+2', 'Ara+3', 'Ara-2', 'Ara-6'): D = 94.87 SD
('Ara+2', 'Ara+3', 'Ara-3', 'Ara-4'): D = 98.29 SD
('Ara+2', 'Ara+3', 'Ara-3', 'Ara-5'): D = 94.09 SD
('Ara+2', 'Ara+3', 'Ara-3', 'Ara-6'): D = 93.27 SD
('Ara+2', 'Ara+3', 'Ara-4', 'Ara-5'): D = 97.57 SD
('Ara+2', 'Ara+3', 'Ara-4', 'Ara-6'): D = 97.58 SD
('Ara+2', 'Ara+3', 'Ara-5', 'Ara-6'): D = 100.17 SD
('Ara+2', 'Ara+4', 'Ara+5', 'Ara-1'): D = 102.70 SD
('Ara+2', 'Ara+4', 'Ara+5', 'Ara-2'): D = 104.23 SD
('Ara+2', 'Ara+4', 'Ara+5', 'Ara-3'): D = 96.47 SD
('Ara+2', 'Ara+4', 'Ara+5', 'Ara-4'): D = 98.39 SD
('Ara+2', 'Ara+4', 'Ara+5', 'Ara-5'): D = 104.74 SD
('Ara+2', 'Ara+4', 'Ara+5', 'Ara-6'): D = 104.98 SD
('Ara+2', 'Ara+4', 'Ara-1', 'Ara-2'): D = 98.64 SD
('Ara+2', 'Ara+4', 'Ara-1', 'Ara-3'): D = 92.08 SD
('Ara+2', 'Ara+4', 'Ara-1', 'Ara-4'): D = 103.79 SD
('Ara+2', 'Ara+4', 'Ara-1', 'Ara-5'): D = 106.85 SD
('Ara+2', 'Ara+4', 'Ara-1', 'Ara-6'): D = 98.33 SD
('Ara+2', 'Ara+4', 'Ara-2', 'Ara-3'): D = 89.63 SD
('Ara+2', 'Ara+4', 'Ara-2', 'Ara-4'): D = 93.68 SD
('Ara+2', 'Ara+4', 'Ara-2', 'Ara-5'): D = 96.83 SD
('Ara+2', 'Ara+4', 'Ara-2', 'Ara-6'): D = 94.39 SD
('Ara+2', 'Ara+4', 'Ara-3', 'Ara-4'): D = 96.61 SD
('Ara+2', 'Ara+4', 'Ara-3', 'Ara-5'): D = 97.59 SD
