Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
Ara+3, Ara+4, Ara+5, Ara-4	10.74	0.05	0.09
Ara+3, Ara+4, Ara+5, Ara-5	10.54	0.06	0.09
Ara+3, Ara+4, Ara+5, Ara-6	8.35	0.04	0.08
Ara+3, Ara+4, Ara-1, Ara-2	10.97	0.09	0.10
Ara+3, Ara+4, Ara-1, Ara-3	9.45	0.07	0.10
Ara+3, Ara+4, Ara-1, Ara-4	14.87	0.05	0.09
Ara+3, Ara+4, Ara-1, Ara-5	11.04	0.06	0.09
Ara+3, Ara+4, Ara-1, Ara-6	11.63	0.04	0.07
Ara+3, Ara+4, Ara-2, Ara-3	8.42	0.10	0.11
Ara+3, Ara+4, Ara-2, Ara-4	12.34	0.07	0.10
Ara+3, Ara+4, Ara-2, Ara-5	9.32	0.08	0.10
Ara+3, Ara+4, Ara-2, Ara-6	9.41	0.06	0.09
Ara+3, Ara+4, Ara-3, Ara-4	10.80	0.07	0.09
Ara+3, Ara+4, Ara-3, Ara-5	8.99	0.07	0.10
Ara+3, Ara+4, Ara-3, Ara-6	7.72	0.05	0.09
Ara+3, Ara+4, Ara-4, Ara-5	12.58	0.06	0.09
Ara+3, Ara+4, Ara-4, Ara-6	12.42	0.03	0.07
Ara+3, Ara+4, Ara-5, Ara-6	8.96	0.04	0.08
Ara+3, Ara+5, Ara-1, Ara-2	8.91	0.10	0.11
Ara+3, Ara+5, Ara-1, Ara-3	7.98	0.09	0.10
Ara+3, Ara+5, Ara-1, Ara-4	10.33	0.07	0.10
Ara+3, Ara+5, Ara-1, Ara-5	10.03	0.08	0.10
Ara+3, Ara+5, Ara-1, Ara-6	8.36	0.06	0.09
Ara+3, Ara+5, Ara-2, Ara-3	7.58	0.12	0.12
Ara+3, Ara+5, Ara-2, Ara-4	10.43	0.09	0.11
Ara+3, Ara+5, Ara-2, Ara-5	8.50	0.10	0.11
Ara+3, Ara+5, Ara-2, Ara-6	7.35	0.07	0.09
Ara+3, Ara+5, Ara-3, Ara-4	8.62	0.08	0.11
Ara+3, Ara+5, Ara-3, Ara-5	9.78	0.09	0.11
Ara+3, Ara+5, Ara-3, Ara-6	6.47	0.06	0.09
Ara+3, Ara+5, Ara-4, Ara-5	10.57	0.07	0.10
Ara+3, Ara+5, Ara-4, Ara-6	8.37	0.04	0.08
Ara+3, Ara+5, Ara-5, Ara-6	8.13	0.05	0.08
Ara+3, Ara-1, Ara-2, Ara-3	10.24	0.11	0.11
Ara+3, Ara-1, Ara-2, Ara-4	15.20	0.08	0.10
Ara+3, Ara-1, Ara-2, Ara-5	11.77	0.10	0.10
Ara+3, Ara-1, Ara-2, Ara-6	9.87	0.07	0.09
Ara+3, Ara-1, Ara-3, Ara-4	11.06	0.07	0.10
Ara+3, Ara-1, Ara-3, Ara-5	8.71	0.09	0.11
Ara+3, Ara-1, Ara-3, Ara-6	8.88	0.06	0.09
Ara+3, Ara-1, Ara-4, Ara-5	14.12	0.07	0.10
Ara+3, Ara-1, Ara-4, Ara-6	12.14	0.04	0.08
Ara+3, Ara-1, Ara-5, Ara-6	8.34	0.05	0.09
Ara+3, Ara-2, Ara-3, Ara-4	12.06	0.09	0.11
Ara+3, Ara-2, Ara-3, Ara-5	8.71	0.11	0.12
Ara+3, Ara-2, Ara-3, Ara-6	7.85	0.06	0.09
Ara+3, Ara-2, Ara-4, Ara-5	13.26	0.08	0.10
Ara+3, Ara-2, Ara-4, Ara-6	10.83	0.05	0.08
Ara+3, Ara-2, Ara-5, Ara-6	7.84	0.06	0.09
Ara+3, Ara-3, Ara-4, Ara-5	9.16	0.07	0.10
Ara+3, Ara-3, Ara-4, Ara-6	8.64	0.04	0.08
Ara+3, Ara-3, Ara-5, Ara-6	6.68	0.05	0.08
Ara+3, Ara-4, Ara-5, Ara-6	9.15	0.04	0.08
Ara+4, Ara+5, Ara-1, Ara-2	10.35	0.08	0.10
Ara+4, Ara+5, Ara-1, Ara-3	9.03	0.07	0.09
Ara+4, Ara+5, Ara-1, Ara-4	12.58	0.05	0.09
Ara+4, Ara+5, Ara-1, Ara-5	10.48	0.06	0.09
Ara+4, Ara+5, Ara-1, Ara-6	10.71	0.04	0.08
Ara+4, Ara+5, Ara-2, Ara-3	9.00	0.09	0.10
Ara+4, Ara+5, Ara-2, Ara-4	13.15	0.07	0.10
Ara+4, Ara+5, Ara-2, Ara-5	9.55	0.08	0.10
Ara+4, Ara+5, Ara-2, Ara-6	10.79	0.05	0.09
Ara+4, Ara+5, Ara-3, Ara-4	10.52	0.06	0.10
Ara+4, Ara+5, Ara-3, Ara-5	9.38	0.07	0.10
Ara+4, Ara+5, Ara-3, Ara-6	9.33	0.05	0.08
Ara+4, Ara+5, Ara-4, Ara-5	11.70	0.06	0.09
Ara+4, Ara+5, Ara-4, Ara-6	12.44	0.03	0.07
Ara+4, Ara+5, Ara-5, Ara-6	10.68	0.04	0.08
Ara+4, Ara-1, Ara-2, Ara-3	9.67	0.09	0.10
Ara+4, Ara-1, Ara-2, Ara-4	14.45	0.06	0.09
Ara+4, Ara-1, Ara-2, Ara-5	9.49	0.08	0.10
Ara+4, Ara-1, Ara-2, Ara-6	11.72	0.05	0.08
Ara+4, Ara-1, Ara-3, Ara-4	11.32	0.06	0.09
Ara+4, Ara-1, Ara-3, Ara-5	8.22	0.06	0.09
Ara+4, Ara-1, Ara-3, Ara-6	9.56	0.04	0.09
Ara+4, Ara-1, Ara-4, Ara-5	12.41	0.06	0.09
Ara+4, Ara-1, Ara-4, Ara-6	15.27	0.03	0.07
Ara+4, Ara-1, Ara-5, Ara-6	9.33	0.04	0.08
Ara+4, Ara-2, Ara-3, Ara-4	11.73	0.07	0.10
Ara+4, Ara-2, Ara-3, Ara-5	8.00	0.08	0.10
Ara+4, Ara-2, Ara-3, Ara-6	9.47	0.05	0.08
Ara+4, Ara-2, Ara-4, Ara-5	12.32	0.06	0.10
Ara+4, Ara-2, Ara-4, Ara-6	14.72	0.04	0.08
Ara+4, Ara-2, Ara-5, Ara-6	9.26	0.04	0.08
Ara+4, Ara-3, Ara-4, Ara-5	9.54	0.06	0.09
Ara+4, Ara-3, Ara-4, Ara-6	11.32	0.03	0.07
Ara+4, Ara-3, Ara-5, Ara-6	7.64	0.04	0.08
Ara+4, Ara-4, Ara-5, Ara-6	11.36	0.03	0.07
Ara+5, Ara-1, Ara-2, Ara-3	10.24	0.10	0.11
Ara+5, Ara-1, Ara-2, Ara-4	13.75	0.08	0.10
Ara+5, Ara-1, Ara-2, Ara-5	11.29	0.10	0.11
Ara+5, Ara-1, Ara-2, Ara-6	9.33	0.06	0.09
Ara+5, Ara-1, Ara-3, Ara-4	11.59	0.07	0.09
Ara+5, Ara-1, Ara-3, Ara-5	10.22	0.08	0.10
Ara+5, Ara-1, Ara-3, Ara-6	9.14	0.05	0.09
Ara+5, Ara-1, Ara-4, Ara-5	13.03	0.06	0.09
Ara+5, Ara-1, Ara-4, Ara-6	10.90	0.04	0.08
Ara+5, Ara-1, Ara-5, Ara-6	8.90	0.05	0.08
Ara+5, Ara-2, Ara-3, Ara-4	10.97	0.09	0.10
Ara+5, Ara-2, Ara-3, Ara-5	9.27	0.11	0.11
Ara+5, Ara-2, Ara-3, Ara-6	8.71	0.07	0.09
Ara+5, Ara-2, Ara-4, Ara-5	12.90	0.07	0.10
Ara+5, Ara-2, Ara-4, Ara-6	11.10	0.05	0.09
Ara+5, Ara-2, Ara-5, Ara-6	8.61	0.05	0.08
Ara+5, Ara-3, Ara-4, Ara-5	10.09	0.07	0.09
Ara+5, Ara-3, Ara-4, Ara-6	10.12	0.05	0.08
Ara+5, Ara-3, Ara-5, Ara-6	8.64	0.05	0.09
Ara+5, Ara-4, Ara-5, Ara-6	9.28	0.03	0.07
Ara-1, Ara-2, Ara-3, Ara-4	14.00	0.09	0.11
Ara-1, Ara-2, Ara-3, Ara-5	9.57	0.10	0.11
Ara-1, Ara-2, Ara-3, Ara-6	10.84	0.06	0.09
Ara-1, Ara-2, Ara-4, Ara-5	14.54	0.07	0.09
Ara-1, Ara-2, Ara-4, Ara-6	13.89	0.05	0.08
Ara-1, Ara-2, Ara-5, Ara-6	8.94	0.06	0.09
Ara-1, Ara-3, Ara-4, Ara-5	10.16	0.06	0.09
Ara-1, Ara-3, Ara-4, Ara-6	11.73	0.04	0.08
Ara-1, Ara-3, Ara-5, Ara-6	7.84	0.05	0.08
Ara-1, Ara-4, Ara-5, Ara-6	9.85	0.04	0.08
Ara-2, Ara-3, Ara-4, Ara-5	10.53	0.08	0.10
Ara-2, Ara-3, Ara-4, Ara-6	11.29	0.05	0.09
Ara-2, Ara-3, Ara-5, Ara-6	7.91	0.06	0.09
Ara-2, Ara-4, Ara-5, Ara-6	10.16	0.04	0.08
Ara-3, Ara-4, Ara-5, Ara-6	8.13	0.04	0.08
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5	8.87	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1	11.15	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2	8.68	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+4, Ara-3	7.71	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+4, Ara-4	11.21	0.00	0.02
Ara+1, Ara+2, Ara+3, Ara+4, Ara-5	10.02	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+4, Ara-6	8.10	0.00	0.02
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1	9.45	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2	7.56	0.01	0.04
Ara+1, Ara+2, Ara+3, Ara+5, Ara-3	7.19	0.01	0.04
Ara+1, Ara+2, Ara+3, Ara+5, Ara-4	9.67	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+5, Ara-5	10.50	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara+5, Ara-6	6.68	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2	11.46	0.01	0.04
Ara+1, Ara+2, Ara+3, Ara-1, Ara-3	8.58	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-1, Ara-4	13.15	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-1, Ara-5	12.59	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-1, Ara-6	8.23	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-2, Ara-3	7.11	0.01	0.04
Ara+1, Ara+2, Ara+3, Ara-2, Ara-4	11.76	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-2, Ara-5	9.86	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-2, Ara-6	7.14	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-3, Ara-4	7.98	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-3, Ara-5	7.85	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-3, Ara-6	6.04	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-4, Ara-5	12.72	0.01	0.03
Ara+1, Ara+2, Ara+3, Ara-4, Ara-6	8.27	0.00	0.02
Ara+1, Ara+2, Ara+3, Ara-5, Ara-6	7.27	0.00	0.03
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1	8.74	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2	7.40	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara+5, Ara-3	7.00	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara+5, Ara-4	9.92	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara+5, Ara-5	9.85	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara+5, Ara-6	7.16	0.00	0.02
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2	8.93	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-1, Ara-3	7.70	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-1, Ara-4	11.25	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-1, Ara-5	9.64	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-1, Ara-6	8.09	0.00	0.02
Ara+1, Ara+2, Ara+4, Ara-2, Ara-3	7.05	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-2, Ara-4	10.04	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-2, Ara-5	8.20	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-2, Ara-6	7.07	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-3, Ara-4	8.39	0.00	0.03
Ara+1, Ara+2, Ara+4, Ara-3, Ara-5	7.84	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-3, Ara-6	6.32	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-4, Ara-5	10.75	0.01	0.03
Ara+1, Ara+2, Ara+4, Ara-4, Ara-6	8.90	0.00	0.02
Ara+1, Ara+2, Ara+4, Ara-5, Ara-6	7.66	0.00	0.02
Ara+1, Ara+2, Ara+5, Ara-1, Ara-2	9.55	0.01	0.04
Ara+1, Ara+2, Ara+5, Ara-1, Ara-3	8.16	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-1, Ara-4	11.42	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-1, Ara-5	11.81	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-1, Ara-6	6.65	0.00	0.02
Ara+1, Ara+2, Ara+5, Ara-2, Ara-3	7.17	0.01	0.04
Ara+1, Ara+2, Ara+5, Ara-2, Ara-4	10.51	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-2, Ara-5	9.94	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-2, Ara-6	6.30	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-3, Ara-4	8.71	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-3, Ara-5	9.31	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-3, Ara-6	5.69	0.00	0.02
Ara+1, Ara+2, Ara+5, Ara-4, Ara-5	12.71	0.01	0.03
Ara+1, Ara+2, Ara+5, Ara-4, Ara-6	7.18	0.00	0.02
Ara+1, Ara+2, Ara+5, Ara-5, Ara-6	7.06	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-2, Ara-3	8.26	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-2, Ara-4	13.31	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-2, Ara-5	11.57	0.01	0.04
Ara+1, Ara+2, Ara-1, Ara-2, Ara-6	7.51	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-3, Ara-4	9.28	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-3, Ara-5	9.11	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-3, Ara-6	6.27	0.00	0.02
Ara+1, Ara+2, Ara-1, Ara-4, Ara-5	14.29	0.01	0.03
Ara+1, Ara+2, Ara-1, Ara-4, Ara-6	8.85	0.00	0.03
Ara+1, Ara+2, Ara-1, Ara-5, Ara-6	7.25	0.00	0.02
Ara+1, Ara+2, Ara-2, Ara-3, Ara-4	9.02	0.01	0.03
Ara+1, Ara+2, Ara-2, Ara-3, Ara-5	7.80	0.01	0.04
Ara+1, Ara+2, Ara-2, Ara-3, Ara-6	6.34	0.01	0.03
Ara+1, Ara+2, Ara-2, Ara-4, Ara-5	13.03	0.01	0.03
Ara+1, Ara+2, Ara-2, Ara-4, Ara-6	8.18	0.01	0.03
Ara+1, Ara+2, Ara-2, Ara-5, Ara-6	7.11	0.01	0.03
Ara+1, Ara+2, Ara-3, Ara-4, Ara-5	9.05	0.01	0.03
Ara+1, Ara+2, Ara-3, Ara-4, Ara-6	6.77	0.00	0.02
Ara+1, Ara+2, Ara-3, Ara-5, Ara-6	6.39	0.01	0.03
Ara+1, Ara+2, Ara-4, Ara-5, Ara-6	8.13	0.00	0.02
Ara+1, Ara+3, Ara+4, Ara+5, Ara-1	8.07	0.00	0.02
Ara+1, Ara+3, Ara+4, Ara+5, Ara-2	6.53	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara+5, Ara-3	6.48	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara+5, Ara-4	8.52	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara+5, Ara-5	8.63	0.00	0.03
Ara+1, Ara+3, Ara+4, Ara+5, Ara-6	6.13	0.00	0.02
Ara+1, Ara+3, Ara+4, Ara-1, Ara-2	8.80	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-1, Ara-3	7.95	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-1, Ara-4	11.38	0.00	0.02
Ara+1, Ara+3, Ara+4, Ara-1, Ara-5	9.76	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-1, Ara-6	8.23	0.00	0.03
Ara+1, Ara+3, Ara+4, Ara-2, Ara-3	6.56	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-2, Ara-4	9.12	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-2, Ara-5	7.69	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-2, Ara-6	6.52	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-3, Ara-4	7.97	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-3, Ara-5	7.17	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-3, Ara-6	5.89	0.00	0.02
Ara+1, Ara+3, Ara+4, Ara-4, Ara-5	10.17	0.01	0.03
Ara+1, Ara+3, Ara+4, Ara-4, Ara-6	8.43	0.00	0.02
Ara+1, Ara+3, Ara+4, Ara-5, Ara-6	6.90	0.00	0.02
Ara+1, Ara+3, Ara+5, Ara-1, Ara-2	7.42	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-1, Ara-3	6.92	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-1, Ara-4	8.49	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-1, Ara-5	8.98	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-1, Ara-6	6.23	0.00	0.02
Ara+1, Ara+3, Ara+5, Ara-2, Ara-3	6.24	0.01	0.04
Ara+1, Ara+3, Ara+5, Ara-2, Ara-4	7.66	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-2, Ara-5	7.54	0.01	0.04
Ara+1, Ara+3, Ara+5, Ara-2, Ara-6	5.66	0.00	0.02
Ara+1, Ara+3, Ara+5, Ara-3, Ara-4	7.14	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-3, Ara-5	7.79	0.01	0.04
Ara+1, Ara+3, Ara+5, Ara-3, Ara-6	5.14	0.00	0.02
Ara+1, Ara+3, Ara+5, Ara-4, Ara-5	9.32	0.01	0.03
Ara+1, Ara+3, Ara+5, Ara-4, Ara-6	6.15	0.00	0.02
Ara+1, Ara+3, Ara+5, Ara-5, Ara-6	6.49	0.00	0.02
Ara+1, Ara+3, Ara-1, Ara-2, Ara-3	7.79	0.01	0.04
Ara+1, Ara+3, Ara-1, Ara-2, Ara-4	11.68	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-2, Ara-5	10.11	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-2, Ara-6	7.37	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-3, Ara-4	8.49	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-3, Ara-5	7.71	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-3, Ara-6	6.68	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-4, Ara-5	12.10	0.01	0.03
Ara+1, Ara+3, Ara-1, Ara-4, Ara-6	8.70	0.00	0.02
Ara+1, Ara+3, Ara-1, Ara-5, Ara-6	6.96	0.01	0.03
Ara+1, Ara+3, Ara-2, Ara-3, Ara-4	7.92	0.01	0.03
Ara+1, Ara+3, Ara-2, Ara-3, Ara-5	6.61	0.01	0.04
Ara+1, Ara+3, Ara-2, Ara-3, Ara-6	6.21	0.01	0.03
Ara+1, Ara+3, Ara-2, Ara-4, Ara-5	10.36	0.01	0.03
Ara+1, Ara+3, Ara-2, Ara-4, Ara-6	7.63	0.00	0.03
Ara+1, Ara+3, Ara-2, Ara-5, Ara-6	6.58	0.00	0.02
Ara+1, Ara+3, Ara-3, Ara-4, Ara-5	7.45	0.01	0.03
Ara+1, Ara+3, Ara-3, Ara-4, Ara-6	6.33	0.00	0.02
Ara+1, Ara+3, Ara-3, Ara-5, Ara-6	5.83	0.01	0.03
Ara+1, Ara+3, Ara-4, Ara-5, Ara-6	7.22	0.00	0.02
Ara+1, Ara+4, Ara+5, Ara-1, Ara-2	7.13	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-1, Ara-3	6.58	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-1, Ara-4	8.80	0.00	0.03
Ara+1, Ara+4, Ara+5, Ara-1, Ara-5	8.49	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-1, Ara-6	6.84	0.00	0.02
Ara+1, Ara+4, Ara+5, Ara-2, Ara-3	6.25	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-2, Ara-4	8.29	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-2, Ara-5	7.25	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-2, Ara-6	5.90	0.00	0.02
Ara+1, Ara+4, Ara+5, Ara-3, Ara-4	7.49	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-3, Ara-5	7.23	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-3, Ara-6	5.66	0.00	0.02
Ara+1, Ara+4, Ara+5, Ara-4, Ara-5	9.26	0.01	0.03
Ara+1, Ara+4, Ara+5, Ara-4, Ara-6	7.10	0.00	0.02
Ara+1, Ara+4, Ara+5, Ara-5, Ara-6	6.82	0.00	0.02
Ara+1, Ara+4, Ara-1, Ara-2, Ara-3	6.78	0.01	0.03
Ara+1, Ara+4, Ara-1, Ara-2, Ara-4	9.80	0.00	0.03
Ara+1, Ara+4, Ara-1, Ara-2, Ara-5	7.94	0.01	0.03
Ara+1, Ara+4, Ara-1, Ara-2, Ara-6	7.32	0.01	0.03
Ara+1, Ara+4, Ara-1, Ara-3, Ara-4	7.96	0.00	0.02
Ara+1, Ara+4, Ara-1, Ara-3, Ara-5	7.14	0.00	0.03
Ara+1, Ara+4, Ara-1, Ara-3, Ara-6	6.13	0.00	0.02
Ara+1, Ara+4, Ara-1, Ara-4, Ara-5	10.20	0.00	0.02
Ara+1, Ara+4, Ara-1, Ara-4, Ara-6	9.06	0.00	0.02
Ara+1, Ara+4, Ara-1, Ara-5, Ara-6	7.03	0.00	0.02
Ara+1, Ara+4, Ara-2, Ara-3, Ara-4	8.04	0.01	0.03
Ara+1, Ara+4, Ara-2, Ara-3, Ara-5	6.77	0.01	0.03
Ara+1, Ara+4, Ara-2, Ara-3, Ara-6	6.08	0.01	0.03
Ara+1, Ara+4, Ara-2, Ara-4, Ara-5	9.44	0.01	0.03
Ara+1, Ara+4, Ara-2, Ara-4, Ara-6	8.33	0.00	0.03
Ara+1, Ara+4, Ara-2, Ara-5, Ara-6	6.62	0.00	0.02
Ara+1, Ara+4, Ara-3, Ara-4, Ara-5	8.12	0.00	0.03
Ara+1, Ara+4, Ara-3, Ara-4, Ara-6	6.82	0.00	0.02
Ara+1, Ara+4, Ara-3, Ara-5, Ara-6	6.11	0.00	0.03
Ara+1, Ara+4, Ara-4, Ara-5, Ara-6	7.96	0.00	0.02
Ara+1, Ara+5, Ara-1, Ara-2, Ara-3	7.74	0.01	0.03
Ara+1, Ara+5, Ara-1, Ara-2, Ara-4	10.16	0.01	0.03
Ara+1, Ara+5, Ara-1, Ara-2, Ara-5	9.96	0.01	0.04
Ara+1, Ara+5, Ara-1, Ara-2, Ara-6	6.00	0.01	0.03
Ara+1, Ara+5, Ara-1, Ara-3, Ara-4	8.31	0.01	0.03
Ara+1, Ara+5, Ara-1, Ara-3, Ara-5	8.93	0.01	0.03
Ara+1, Ara+5, Ara-1, Ara-3, Ara-6	5.78	0.01	0.03
Ara+1, Ara+5, Ara-1, Ara-4, Ara-5	11.39	0.00	0.02
Ara+1, Ara+5, Ara-1, Ara-4, Ara-6	6.70	0.00	0.02
Ara+1, Ara+5, Ara-1, Ara-5, Ara-6	6.60	0.00	0.03
Ara+1, Ara+5, Ara-2, Ara-3, Ara-4	8.36	0.01	0.03
Ara+1, Ara+5, Ara-2, Ara-3, Ara-5	8.34	0.01	0.03
Ara+1, Ara+5, Ara-2, Ara-3, Ara-6	6.26	0.01	0.03
Ara+1, Ara+5, Ara-2, Ara-4, Ara-5	10.71	0.01	0.03
Ara+1, Ara+5, Ara-2, Ara-4, Ara-6	6.74	0.01	0.03
Ara+1, Ara+5, Ara-2, Ara-5, Ara-6	6.78	0.01	0.03
Ara+1, Ara+5, Ara-3, Ara-4, Ara-5	8.86	0.01	0.03
Ara+1, Ara+5, Ara-3, Ara-4, Ara-6	6.26	0.00	0.02
Ara+1, Ara+5, Ara-3, Ara-5, Ara-6	6.59	0.01	0.03
Ara+1, Ara+5, Ara-4, Ara-5, Ara-6	7.00	0.00	0.02
Ara+1, Ara-1, Ara-2, Ara-3, Ara-4	9.14	0.01	0.03
Ara+1, Ara-1, Ara-2, Ara-3, Ara-5	8.38	0.01	0.03
Ara+1, Ara-1, Ara-2, Ara-3, Ara-6	7.07	0.01	0.03
Ara+1, Ara-1, Ara-2, Ara-4, Ara-5	12.45	0.01	0.03
Ara+1, Ara-1, Ara-2, Ara-4, Ara-6	9.00	0.00	0.03
Ara+1, Ara-1, Ara-2, Ara-5, Ara-6	7.09	0.01	0.03
Ara+1, Ara-1, Ara-3, Ara-4, Ara-5	8.78	0.01	0.03
Ara+1, Ara-1, Ara-3, Ara-4, Ara-6	6.88	0.00	0.02
Ara+1, Ara-1, Ara-3, Ara-5, Ara-6	6.49	0.00	0.02
Ara+1, Ara-1, Ara-4, Ara-5, Ara-6	7.66	0.00	0.02
Ara+1, Ara-2, Ara-3, Ara-4, Ara-5	8.67	0.01	0.03
Ara+1, Ara-2, Ara-3, Ara-4, Ara-6	7.31	0.00	0.02
Ara+1, Ara-2, Ara-3, Ara-5, Ara-6	6.94	0.01	0.03
Ara+1, Ara-2, Ara-4, Ara-5, Ara-6	7.76	0.01	0.03
Ara+1, Ara-3, Ara-4, Ara-5, Ara-6	6.72	0.00	0.02
Ara+2, Ara+3, Ara+4, Ara+5, Ara-1	8.77	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara+5, Ara-2	7.08	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara+5, Ara-3	8.07	0.01	0.04
Ara+2, Ara+3, Ara+4, Ara+5, Ara-4	9.38	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara+5, Ara-5	9.33	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara+5, Ara-6	7.36	0.00	0.02
Ara+2, Ara+3, Ara+4, Ara-1, Ara-2	9.69	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara-1, Ara-3	8.51	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara-1, Ara-4	12.64	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara-1, Ara-5	9.65	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara-1, Ara-6	9.44	0.00	0.03
Ara+2, Ara+3, Ara+4, Ara-2, Ara-3	7.58	0.01	0.04
Ara+2, Ara+3, Ara+4, Ara-2, Ara-4	10.70	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara-2, Ara-5	8.36	0.01	0.03
Ara+2, Ara+3, Ara+4, Ara-2, Ara-6	7.66	0.00	0.02
Ara+2, Ara+3, Ara+4, Ara-3, Ara-4	9.10	0.01	0.03
