Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
Ara+3, Ara+4, Ara+5, Ara-5	12.59	0.53	0.26
Ara+3, Ara+4, Ara+5, Ara-6	10.32	0.36	0.24
Ara+3, Ara+4, Ara-1, Ara-2	12.08	0.70	0.28
Ara+3, Ara+4, Ara-1, Ara-3	10.50	0.61	0.27
Ara+3, Ara+4, Ara-1, Ara-4	15.60	0.45	0.25
Ara+3, Ara+4, Ara-1, Ara-5	11.87	0.52	0.26
Ara+3, Ara+4, Ara-1, Ara-6	12.25	0.35	0.23
Ara+3, Ara+4, Ara-2, Ara-3	12.03	0.77	0.31
Ara+3, Ara+4, Ara-2, Ara-4	13.52	0.56	0.28
Ara+3, Ara+4, Ara-2, Ara-5	12.09	0.64	0.29
Ara+3, Ara+4, Ara-2, Ara-6	10.65	0.44	0.24
Ara+3, Ara+4, Ara-3, Ara-4	12.49	0.46	0.26
Ara+3, Ara+4, Ara-3, Ara-5	11.14	0.55	0.28
Ara+3, Ara+4, Ara-3, Ara-6	9.80	0.37	0.23
Ara+3, Ara+4, Ara-4, Ara-5	14.51	0.42	0.25
Ara+3, Ara+4, Ara-4, Ara-6	12.75	0.28	0.22
Ara+3, Ara+4, Ara-5, Ara-6	9.90	0.31	0.22
Ara+3, Ara+5, Ara-1, Ara-2	11.57	0.90	0.32
Ara+3, Ara+5, Ara-1, Ara-3	10.06	0.77	0.30
Ara+3, Ara+5, Ara-1, Ara-4	12.61	0.57	0.26
Ara+3, Ara+5, Ara-1, Ara-5	11.83	0.66	0.29
Ara+3, Ara+5, Ara-1, Ara-6	9.92	0.44	0.24
Ara+3, Ara+5, Ara-2, Ara-3	13.68	0.97	0.32
Ara+3, Ara+5, Ara-2, Ara-4	13.13	0.71	0.30
Ara+3, Ara+5, Ara-2, Ara-5	12.51	0.82	0.32
Ara+3, Ara+5, Ara-2, Ara-6	9.41	0.55	0.27
Ara+3, Ara+5, Ara-3, Ara-4	10.97	0.61	0.28
Ara+3, Ara+5, Ara-3, Ara-5	12.41	0.71	0.30
Ara+3, Ara+5, Ara-3, Ara-6	8.54	0.46	0.25
Ara+3, Ara+5, Ara-4, Ara-5	12.50	0.51	0.26
Ara+3, Ara+5, Ara-4, Ara-6	9.59	0.34	0.23
Ara+3, Ara+5, Ara-5, Ara-6	9.14	0.40	0.24
Ara+3, Ara-1, Ara-2, Ara-3	12.52	0.91	0.32
Ara+3, Ara-1, Ara-2, Ara-4	16.32	0.68	0.28
Ara+3, Ara-1, Ara-2, Ara-5	13.55	0.81	0.32
Ara+3, Ara-1, Ara-2, Ara-6	10.91	0.53	0.26
Ara+3, Ara-1, Ara-3, Ara-4	12.37	0.60	0.27
Ara+3, Ara-1, Ara-3, Ara-5	10.86	0.69	0.28
Ara+3, Ara-1, Ara-3, Ara-6	10.13	0.45	0.26
Ara+3, Ara-1, Ara-4, Ara-5	15.09	0.53	0.27
Ara+3, Ara-1, Ara-4, Ara-6	13.06	0.34	0.24
Ara+3, Ara-1, Ara-5, Ara-6	9.22	0.40	0.23
Ara+3, Ara-2, Ara-3, Ara-4	13.87	0.75	0.30
Ara+3, Ara-2, Ara-3, Ara-5	12.19	0.87	0.31
Ara+3, Ara-2, Ara-3, Ara-6	9.75	0.56	0.26
Ara+3, Ara-2, Ara-4, Ara-5	14.52	0.63	0.27
Ara+3, Ara-2, Ara-4, Ara-6	11.52	0.42	0.24
Ara+3, Ara-2, Ara-5, Ara-6	9.56	0.49	0.25
Ara+3, Ara-3, Ara-4, Ara-5	10.91	0.56	0.26
Ara+3, Ara-3, Ara-4, Ara-6	9.83	0.37	0.24
Ara+3, Ara-3, Ara-5, Ara-6	8.67	0.44	0.25
Ara+3, Ara-4, Ara-5, Ara-6	9.78	0.31	0.22
Ara+4, Ara+5, Ara-1, Ara-2	11.97	0.67	0.28
Ara+4, Ara+5, Ara-1, Ara-3	9.96	0.58	0.27
Ara+4, Ara+5, Ara-1, Ara-4	14.05	0.44	0.25
Ara+4, Ara+5, Ara-1, Ara-5	11.74	0.51	0.26
Ara+4, Ara+5, Ara-1, Ara-6	11.33	0.34	0.23
Ara+4, Ara+5, Ara-2, Ara-3	14.22	0.73	0.30
Ara+4, Ara+5, Ara-2, Ara-4	15.27	0.52	0.26
Ara+4, Ara+5, Ara-2, Ara-5	15.28	0.64	0.28
Ara+4, Ara+5, Ara-2, Ara-6	13.17	0.41	0.24
Ara+4, Ara+5, Ara-3, Ara-4	13.07	0.47	0.25
Ara+4, Ara+5, Ara-3, Ara-5	14.27	0.53	0.26
Ara+4, Ara+5, Ara-3, Ara-6	12.49	0.35	0.23
Ara+4, Ara+5, Ara-4, Ara-5	14.55	0.41	0.24
Ara+4, Ara+5, Ara-4, Ara-6	13.45	0.26	0.20
Ara+4, Ara+5, Ara-5, Ara-6	12.28	0.31	0.22
Ara+4, Ara-1, Ara-2, Ara-3	11.26	0.68	0.28
Ara+4, Ara-1, Ara-2, Ara-4	14.85	0.52	0.26
Ara+4, Ara-1, Ara-2, Ara-5	10.90	0.62	0.28
Ara+4, Ara-1, Ara-2, Ara-6	12.29	0.40	0.23
Ara+4, Ara-1, Ara-3, Ara-4	12.18	0.46	0.25
Ara+4, Ara-1, Ara-3, Ara-5	9.86	0.51	0.27
Ara+4, Ara-1, Ara-3, Ara-6	11.39	0.35	0.23
Ara+4, Ara-1, Ara-4, Ara-5	13.02	0.40	0.24
Ara+4, Ara-1, Ara-4, Ara-6	15.44	0.26	0.21
Ara+4, Ara-1, Ara-5, Ara-6	9.81	0.29	0.22
Ara+4, Ara-2, Ara-3, Ara-4	14.59	0.56	0.27
Ara+4, Ara-2, Ara-3, Ara-5	13.25	0.66	0.30
Ara+4, Ara-2, Ara-3, Ara-6	12.36	0.42	0.24
Ara+4, Ara-2, Ara-4, Ara-5	14.93	0.50	0.25
Ara+4, Ara-2, Ara-4, Ara-6	15.18	0.32	0.22
Ara+4, Ara-2, Ara-5, Ara-6	12.16	0.39	0.24
Ara+4, Ara-3, Ara-4, Ara-5	12.63	0.41	0.25
Ara+4, Ara-3, Ara-4, Ara-6	12.96	0.30	0.22
Ara+4, Ara-3, Ara-5, Ara-6	10.75	0.35	0.23
Ara+4, Ara-4, Ara-5, Ara-6	12.58	0.25	0.20
Ara+5, Ara-1, Ara-2, Ara-3	12.65	0.91	0.31
Ara+5, Ara-1, Ara-2, Ara-4	15.62	0.67	0.29
Ara+5, Ara-1, Ara-2, Ara-5	13.58	0.78	0.32
Ara+5, Ara-1, Ara-2, Ara-6	11.04	0.49	0.26
Ara+5, Ara-1, Ara-3, Ara-4	13.05	0.57	0.27
Ara+5, Ara-1, Ara-3, Ara-5	12.13	0.67	0.29
Ara+5, Ara-1, Ara-3, Ara-6	10.54	0.44	0.25
Ara+5, Ara-1, Ara-4, Ara-5	13.88	0.51	0.27
Ara+5, Ara-1, Ara-4, Ara-6	12.62	0.33	0.22
Ara+5, Ara-1, Ara-5, Ara-6	10.09	0.39	0.24
Ara+5, Ara-2, Ara-3, Ara-4	14.63	0.71	0.30
Ara+5, Ara-2, Ara-3, Ara-5	14.90	0.85	0.31
Ara+5, Ara-2, Ara-3, Ara-6	11.40	0.54	0.26
Ara+5, Ara-2, Ara-4, Ara-5	15.71	0.61	0.28
Ara+5, Ara-2, Ara-4, Ara-6	12.51	0.41	0.24
Ara+5, Ara-2, Ara-5, Ara-6	11.83	0.48	0.25
Ara+5, Ara-3, Ara-4, Ara-5	12.54	0.54	0.28
Ara+5, Ara-3, Ara-4, Ara-6	11.33	0.36	0.23
Ara+5, Ara-3, Ara-5, Ara-6	11.09	0.40	0.24
Ara+5, Ara-4, Ara-5, Ara-6	11.20	0.30	0.22
Ara-1, Ara-2, Ara-3, Ara-4	15.22	0.70	0.29
Ara-1, Ara-2, Ara-3, Ara-5	11.69	0.83	0.31
Ara-1, Ara-2, Ara-3, Ara-6	12.25	0.53	0.25
Ara-1, Ara-2, Ara-4, Ara-5	15.18	0.61	0.27
Ara-1, Ara-2, Ara-4, Ara-6	14.88	0.38	0.22
Ara-1, Ara-2, Ara-5, Ara-6	10.43	0.47	0.26
Ara-1, Ara-3, Ara-4, Ara-5	11.40	0.53	0.27
Ara-1, Ara-3, Ara-4, Ara-6	13.56	0.33	0.22
Ara-1, Ara-3, Ara-5, Ara-6	9.58	0.41	0.25
Ara-1, Ara-4, Ara-5, Ara-6	11.14	0.30	0.23
Ara-2, Ara-3, Ara-4, Ara-5	13.17	0.64	0.27
Ara-2, Ara-3, Ara-4, Ara-6	13.09	0.42	0.23
Ara-2, Ara-3, Ara-5, Ara-6	10.81	0.49	0.25
Ara-2, Ara-4, Ara-5, Ara-6	12.05	0.37	0.23
Ara-3, Ara-4, Ara-5, Ara-6	10.32	0.31	0.22
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5	10.43	0.12	0.13
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1	12.20	0.11	0.12
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2	10.27	0.15	0.13
Ara+1, Ara+2, Ara+3, Ara+4, Ara-3	9.25	0.12	0.12
Ara+1, Ara+2, Ara+3, Ara+4, Ara-4	12.73	0.09	0.11
Ara+1, Ara+2, Ara+3, Ara+4, Ara-5	11.09	0.10	0.12
Ara+1, Ara+2, Ara+3, Ara+4, Ara-6	8.53	0.07	0.10
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1	10.82	0.14	0.13
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2	11.16	0.19	0.15
Ara+1, Ara+2, Ara+3, Ara+5, Ara-3	10.36	0.16	0.14
Ara+1, Ara+2, Ara+3, Ara+5, Ara-4	11.90	0.11	0.12
Ara+1, Ara+2, Ara+3, Ara+5, Ara-5	11.25	0.14	0.13
Ara+1, Ara+2, Ara+3, Ara+5, Ara-6	7.36	0.09	0.11
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2	13.56	0.18	0.15
Ara+1, Ara+2, Ara+3, Ara-1, Ara-3	10.17	0.16	0.13
Ara+1, Ara+2, Ara+3, Ara-1, Ara-4	14.47	0.10	0.11
Ara+1, Ara+2, Ara+3, Ara-1, Ara-5	13.48	0.13	0.13
Ara+1, Ara+2, Ara+3, Ara-1, Ara-6	8.92	0.09	0.11
Ara+1, Ara+2, Ara+3, Ara-2, Ara-3	11.13	0.19	0.15
Ara+1, Ara+2, Ara+3, Ara-2, Ara-4	13.36	0.14	0.13
Ara+1, Ara+2, Ara+3, Ara-2, Ara-5	11.88	0.17	0.13
Ara+1, Ara+2, Ara+3, Ara-2, Ara-6	8.16	0.10	0.11
Ara+1, Ara+2, Ara+3, Ara-3, Ara-4	10.04	0.12	0.12
Ara+1, Ara+2, Ara+3, Ara-3, Ara-5	9.60	0.14	0.13
Ara+1, Ara+2, Ara+3, Ara-3, Ara-6	6.84	0.09	0.11
Ara+1, Ara+2, Ara+3, Ara-4, Ara-5	13.79	0.10	0.11
Ara+1, Ara+2, Ara+3, Ara-4, Ara-6	8.99	0.06	0.10
Ara+1, Ara+2, Ara+3, Ara-5, Ara-6	7.83	0.08	0.10
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1	9.93	0.11	0.12
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2	9.87	0.14	0.13
Ara+1, Ara+2, Ara+4, Ara+5, Ara-3	8.69	0.11	0.12
Ara+1, Ara+2, Ara+4, Ara+5, Ara-4	11.60	0.09	0.11
Ara+1, Ara+2, Ara+4, Ara+5, Ara-5	10.79	0.09	0.11
Ara+1, Ara+2, Ara+4, Ara+5, Ara-6	7.89	0.07	0.10
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2	10.17	0.12	0.12
Ara+1, Ara+2, Ara+4, Ara-1, Ara-3	8.48	0.11	0.13
Ara+1, Ara+2, Ara+4, Ara-1, Ara-4	12.24	0.08	0.11
Ara+1, Ara+2, Ara+4, Ara-1, Ara-5	10.45	0.10	0.11
Ara+1, Ara+2, Ara+4, Ara-1, Ara-6	8.53	0.06	0.10
Ara+1, Ara+2, Ara+4, Ara-2, Ara-3	9.12	0.15	0.13
Ara+1, Ara+2, Ara+4, Ara-2, Ara-4	11.61	0.11	0.12
Ara+1, Ara+2, Ara+4, Ara-2, Ara-5	10.47	0.11	0.12
Ara+1, Ara+2, Ara+4, Ara-2, Ara-6	8.16	0.08	0.10
Ara+1, Ara+2, Ara+4, Ara-3, Ara-4	9.63	0.08	0.11
Ara+1, Ara+2, Ara+4, Ara-3, Ara-5	9.43	0.11	0.12
Ara+1, Ara+2, Ara+4, Ara-3, Ara-6	6.61	0.07	0.10
Ara+1, Ara+2, Ara+4, Ara-4, Ara-5	12.04	0.08	0.11
Ara+1, Ara+2, Ara+4, Ara-4, Ara-6	9.68	0.05	0.08
Ara+1, Ara+2, Ara+4, Ara-5, Ara-6	8.26	0.06	0.09
Ara+1, Ara+2, Ara+5, Ara-1, Ara-2	11.55	0.17	0.14
Ara+1, Ara+2, Ara+5, Ara-1, Ara-3	9.40	0.14	0.13
Ara+1, Ara+2, Ara+5, Ara-1, Ara-4	12.75	0.11	0.12
Ara+1, Ara+2, Ara+5, Ara-1, Ara-5	12.97	0.13	0.13
Ara+1, Ara+2, Ara+5, Ara-1, Ara-6	7.76	0.08	0.10
Ara+1, Ara+2, Ara+5, Ara-2, Ara-3	10.87	0.18	0.14
Ara+1, Ara+2, Ara+5, Ara-2, Ara-4	12.49	0.14	0.13
Ara+1, Ara+2, Ara+5, Ara-2, Ara-5	12.70	0.16	0.14
Ara+1, Ara+2, Ara+5, Ara-2, Ara-6	7.72	0.10	0.11
Ara+1, Ara+2, Ara+5, Ara-3, Ara-4	10.53	0.11	0.12
Ara+1, Ara+2, Ara+5, Ara-3, Ara-5	11.07	0.14	0.13
Ara+1, Ara+2, Ara+5, Ara-3, Ara-6	6.37	0.09	0.11
Ara+1, Ara+2, Ara+5, Ara-4, Ara-5	13.79	0.10	0.12
Ara+1, Ara+2, Ara+5, Ara-4, Ara-6	8.65	0.07	0.10
Ara+1, Ara+2, Ara+5, Ara-5, Ara-6	8.33	0.07	0.10
Ara+1, Ara+2, Ara-1, Ara-2, Ara-3	10.23	0.18	0.14
Ara+1, Ara+2, Ara-1, Ara-2, Ara-4	14.42	0.13	0.13
Ara+1, Ara+2, Ara-1, Ara-2, Ara-5	13.61	0.15	0.13
Ara+1, Ara+2, Ara-1, Ara-2, Ara-6	8.80	0.10	0.12
Ara+1, Ara+2, Ara-1, Ara-3, Ara-4	10.46	0.11	0.12
Ara+1, Ara+2, Ara-1, Ara-3, Ara-5	10.75	0.14	0.13
Ara+1, Ara+2, Ara-1, Ara-3, Ara-6	7.36	0.09	0.11
Ara+1, Ara+2, Ara-1, Ara-4, Ara-5	15.10	0.10	0.12
Ara+1, Ara+2, Ara-1, Ara-4, Ara-6	10.03	0.06	0.10
Ara+1, Ara+2, Ara-1, Ara-5, Ara-6	8.39	0.08	0.10
Ara+1, Ara+2, Ara-2, Ara-3, Ara-4	10.85	0.14	0.13
Ara+1, Ara+2, Ara-2, Ara-3, Ara-5	10.28	0.16	0.14
Ara+1, Ara+2, Ara-2, Ara-3, Ara-6	7.35	0.11	0.11
Ara+1, Ara+2, Ara-2, Ara-4, Ara-5	14.29	0.12	0.12
Ara+1, Ara+2, Ara-2, Ara-4, Ara-6	9.54	0.08	0.10
Ara+1, Ara+2, Ara-2, Ara-5, Ara-6	8.83	0.09	0.12
Ara+1, Ara+2, Ara-3, Ara-4, Ara-5	10.25	0.11	0.12
Ara+1, Ara+2, Ara-3, Ara-4, Ara-6	7.93	0.06	0.09
Ara+1, Ara+2, Ara-3, Ara-5, Ara-6	7.22	0.08	0.10
Ara+1, Ara+2, Ara-4, Ara-5, Ara-6	9.49	0.06	0.10
Ara+1, Ara+3, Ara+4, Ara+5, Ara-1	9.13	0.11	0.12
Ara+1, Ara+3, Ara+4, Ara+5, Ara-2	8.38	0.14	0.12
Ara+1, Ara+3, Ara+4, Ara+5, Ara-3	7.51	0.11	0.12
Ara+1, Ara+3, Ara+4, Ara+5, Ara-4	10.05	0.08	0.11
Ara+1, Ara+3, Ara+4, Ara+5, Ara-5	9.30	0.11	0.11
Ara+1, Ara+3, Ara+4, Ara+5, Ara-6	6.72	0.07	0.10
Ara+1, Ara+3, Ara+4, Ara-1, Ara-2	9.67	0.13	0.13
Ara+1, Ara+3, Ara+4, Ara-1, Ara-3	8.47	0.11	0.12
Ara+1, Ara+3, Ara+4, Ara-1, Ara-4	11.80	0.09	0.11
Ara+1, Ara+3, Ara+4, Ara-1, Ara-5	10.44	0.10	0.11
Ara+1, Ara+3, Ara+4, Ara-1, Ara-6	8.53	0.06	0.10
Ara+1, Ara+3, Ara+4, Ara-2, Ara-3	8.14	0.15	0.13
Ara+1, Ara+3, Ara+4, Ara-2, Ara-4	10.04	0.11	0.12
Ara+1, Ara+3, Ara+4, Ara-2, Ara-5	9.33	0.12	0.13
Ara+1, Ara+3, Ara+4, Ara-2, Ara-6	7.07	0.08	0.11
Ara+1, Ara+3, Ara+4, Ara-3, Ara-4	9.21	0.10	0.12
Ara+1, Ara+3, Ara+4, Ara-3, Ara-5	8.36	0.11	0.12
Ara+1, Ara+3, Ara+4, Ara-3, Ara-6	6.17	0.07	0.10
Ara+1, Ara+3, Ara+4, Ara-4, Ara-5	11.32	0.08	0.11
Ara+1, Ara+3, Ara+4, Ara-4, Ara-6	8.74	0.05	0.09
Ara+1, Ara+3, Ara+4, Ara-5, Ara-6	7.35	0.06	0.09
Ara+1, Ara+3, Ara+5, Ara-1, Ara-2	9.07	0.18	0.15
Ara+1, Ara+3, Ara+5, Ara-1, Ara-3	7.91	0.15	0.13
Ara+1, Ara+3, Ara+5, Ara-1, Ara-4	9.68	0.11	0.12
Ara+1, Ara+3, Ara+5, Ara-1, Ara-5	9.62	0.12	0.13
Ara+1, Ara+3, Ara+5, Ara-1, Ara-6	7.34	0.08	0.10
Ara+1, Ara+3, Ara+5, Ara-2, Ara-3	9.48	0.18	0.14
Ara+1, Ara+3, Ara+5, Ara-2, Ara-4	9.39	0.14	0.13
Ara+1, Ara+3, Ara+5, Ara-2, Ara-5	9.58	0.16	0.14
Ara+1, Ara+3, Ara+5, Ara-2, Ara-6	6.68	0.10	0.12
Ara+1, Ara+3, Ara+5, Ara-3, Ara-4	8.70	0.12	0.12
Ara+1, Ara+3, Ara+5, Ara-3, Ara-5	8.92	0.13	0.13
Ara+1, Ara+3, Ara+5, Ara-3, Ara-6	5.69	0.09	0.11
Ara+1, Ara+3, Ara+5, Ara-4, Ara-5	10.27	0.10	0.12
Ara+1, Ara+3, Ara+5, Ara-4, Ara-6	7.17	0.07	0.10
Ara+1, Ara+3, Ara+5, Ara-5, Ara-6	6.91	0.08	0.10
Ara+1, Ara+3, Ara-1, Ara-2, Ara-3	9.41	0.19	0.14
Ara+1, Ara+3, Ara-1, Ara-2, Ara-4	12.30	0.13	0.13
Ara+1, Ara+3, Ara-1, Ara-2, Ara-5	11.68	0.15	0.13
Ara+1, Ara+3, Ara-1, Ara-2, Ara-6	8.28	0.10	0.11
Ara+1, Ara+3, Ara-1, Ara-3, Ara-4	9.28	0.11	0.11
Ara+1, Ara+3, Ara-1, Ara-3, Ara-5	9.10	0.13	0.12
Ara+1, Ara+3, Ara-1, Ara-3, Ara-6	7.22	0.09	0.11
Ara+1, Ara+3, Ara-1, Ara-4, Ara-5	12.78	0.10	0.11
Ara+1, Ara+3, Ara-1, Ara-4, Ara-6	9.43	0.07	0.10
Ara+1, Ara+3, Ara-1, Ara-5, Ara-6	7.38	0.07	0.10
Ara+1, Ara+3, Ara-2, Ara-3, Ara-4	9.50	0.15	0.13
Ara+1, Ara+3, Ara-2, Ara-3, Ara-5	8.86	0.17	0.14
Ara+1, Ara+3, Ara-2, Ara-3, Ara-6	7.22	0.11	0.11
Ara+1, Ara+3, Ara-2, Ara-4, Ara-5	11.38	0.12	0.13
Ara+1, Ara+3, Ara-2, Ara-4, Ara-6	8.31	0.08	0.10
Ara+1, Ara+3, Ara-2, Ara-5, Ara-6	7.77	0.09	0.11
Ara+1, Ara+3, Ara-3, Ara-4, Ara-5	8.65	0.10	0.12
Ara+1, Ara+3, Ara-3, Ara-4, Ara-6	7.05	0.06	0.09
Ara+1, Ara+3, Ara-3, Ara-5, Ara-6	6.52	0.08	0.10
Ara+1, Ara+3, Ara-4, Ara-5, Ara-6	7.82	0.05	0.09
Ara+1, Ara+4, Ara+5, Ara-1, Ara-2	8.38	0.13	0.13
Ara+1, Ara+4, Ara+5, Ara-1, Ara-3	7.11	0.10	0.12
Ara+1, Ara+4, Ara+5, Ara-1, Ara-4	9.80	0.08	0.10
Ara+1, Ara+4, Ara+5, Ara-1, Ara-5	9.31	0.10	0.11
Ara+1, Ara+4, Ara+5, Ara-1, Ara-6	7.28	0.06	0.09
Ara+1, Ara+4, Ara+5, Ara-2, Ara-3	9.20	0.14	0.13
Ara+1, Ara+4, Ara+5, Ara-2, Ara-4	10.26	0.10	0.12
Ara+1, Ara+4, Ara+5, Ara-2, Ara-5	10.94	0.12	0.12
Ara+1, Ara+4, Ara+5, Ara-2, Ara-6	7.27	0.08	0.10
Ara+1, Ara+4, Ara+5, Ara-3, Ara-4	9.30	0.09	0.11
Ara+1, Ara+4, Ara+5, Ara-3, Ara-5	10.18	0.11	0.12
Ara+1, Ara+4, Ara+5, Ara-3, Ara-6	6.09	0.07	0.10
Ara+1, Ara+4, Ara+5, Ara-4, Ara-5	10.86	0.07	0.10
Ara+1, Ara+4, Ara+5, Ara-4, Ara-6	8.05	0.04	0.08
Ara+1, Ara+4, Ara+5, Ara-5, Ara-6	7.28	0.06	0.09
Ara+1, Ara+4, Ara-1, Ara-2, Ara-3	7.89	0.13	0.12
Ara+1, Ara+4, Ara-1, Ara-2, Ara-4	10.33	0.09	0.11
Ara+1, Ara+4, Ara-1, Ara-2, Ara-5	9.09	0.12	0.12
Ara+1, Ara+4, Ara-1, Ara-2, Ara-6	7.87	0.07	0.10
Ara+1, Ara+4, Ara-1, Ara-3, Ara-4	8.38	0.08	0.11
Ara+1, Ara+4, Ara-1, Ara-3, Ara-5	8.22	0.10	0.12
Ara+1, Ara+4, Ara-1, Ara-3, Ara-6	6.43	0.06	0.09
Ara+1, Ara+4, Ara-1, Ara-4, Ara-5	10.64	0.07	0.10
Ara+1, Ara+4, Ara-1, Ara-4, Ara-6	9.38	0.05	0.09
Ara+1, Ara+4, Ara-1, Ara-5, Ara-6	7.33	0.05	0.09
Ara+1, Ara+4, Ara-2, Ara-3, Ara-4	9.85	0.12	0.12
Ara+1, Ara+4, Ara-2, Ara-3, Ara-5	10.03	0.13	0.12
Ara+1, Ara+4, Ara-2, Ara-3, Ara-6	6.75	0.08	0.10
Ara+1, Ara+4, Ara-2, Ara-4, Ara-5	11.32	0.09	0.11
Ara+1, Ara+4, Ara-2, Ara-4, Ara-6	9.06	0.06	0.09
Ara+1, Ara+4, Ara-2, Ara-5, Ara-6	7.88	0.07	0.10
Ara+1, Ara+4, Ara-3, Ara-4, Ara-5	9.82	0.08	0.10
Ara+1, Ara+4, Ara-3, Ara-4, Ara-6	7.13	0.05	0.08
Ara+1, Ara+4, Ara-3, Ara-5, Ara-6	6.86	0.06	0.10
Ara+1, Ara+4, Ara-4, Ara-5, Ara-6	8.61	0.05	0.09
Ara+1, Ara+5, Ara-1, Ara-2, Ara-3	9.14	0.18	0.14
Ara+1, Ara+5, Ara-1, Ara-2, Ara-4	11.03	0.13	0.13
Ara+1, Ara+5, Ara-1, Ara-2, Ara-5	11.54	0.15	0.14
Ara+1, Ara+5, Ara-1, Ara-2, Ara-6	7.18	0.10	0.11
Ara+1, Ara+5, Ara-1, Ara-3, Ara-4	8.97	0.11	0.12
Ara+1, Ara+5, Ara-1, Ara-3, Ara-5	9.82	0.12	0.12
Ara+1, Ara+5, Ara-1, Ara-3, Ara-6	6.47	0.08	0.10
Ara+1, Ara+5, Ara-1, Ara-4, Ara-5	11.81	0.09	0.11
Ara+1, Ara+5, Ara-1, Ara-4, Ara-6	8.19	0.06	0.10
Ara+1, Ara+5, Ara-1, Ara-5, Ara-6	7.46	0.06	0.10
Ara+1, Ara+5, Ara-2, Ara-3, Ara-4	10.94	0.14	0.13
Ara+1, Ara+5, Ara-2, Ara-3, Ara-5	11.31	0.15	0.13
Ara+1, Ara+5, Ara-2, Ara-3, Ara-6	7.16	0.11	0.11
Ara+1, Ara+5, Ara-2, Ara-4, Ara-5	12.63	0.12	0.12
Ara+1, Ara+5, Ara-2, Ara-4, Ara-6	8.26	0.07	0.10
Ara+1, Ara+5, Ara-2, Ara-5, Ara-6	8.37	0.09	0.11
Ara+1, Ara+5, Ara-3, Ara-4, Ara-5	10.34	0.10	0.12
Ara+1, Ara+5, Ara-3, Ara-4, Ara-6	7.13	0.07	0.10
Ara+1, Ara+5, Ara-3, Ara-5, Ara-6	7.15	0.08	0.10
Ara+1, Ara+5, Ara-4, Ara-5, Ara-6	8.36	0.06	0.09
Ara+1, Ara-1, Ara-2, Ara-3, Ara-4	10.01	0.14	0.13
Ara+1, Ara-1, Ara-2, Ara-3, Ara-5	10.06	0.16	0.14
Ara+1, Ara-1, Ara-2, Ara-3, Ara-6	7.84	0.10	0.11
Ara+1, Ara-1, Ara-2, Ara-4, Ara-5	12.96	0.11	0.12
Ara+1, Ara-1, Ara-2, Ara-4, Ara-6	9.97	0.07	0.10
Ara+1, Ara-1, Ara-2, Ara-5, Ara-6	8.29	0.09	0.11
Ara+1, Ara-1, Ara-3, Ara-4, Ara-5	9.73	0.09	0.11
Ara+1, Ara-1, Ara-3, Ara-4, Ara-6	7.91	0.06	0.09
Ara+1, Ara-1, Ara-3, Ara-5, Ara-6	7.34	0.07	0.10
Ara+1, Ara-1, Ara-4, Ara-5, Ara-6	8.73	0.05	0.09
Ara+1, Ara-2, Ara-3, Ara-4, Ara-5	10.56	0.12	0.12
Ara+1, Ara-2, Ara-3, Ara-4, Ara-6	8.13	0.08	0.11
Ara+1, Ara-2, Ara-3, Ara-5, Ara-6	7.98	0.10	0.12
Ara+1, Ara-2, Ara-4, Ara-5, Ara-6	9.17	0.07	0.10
Ara+1, Ara-3, Ara-4, Ara-5, Ara-6	7.77	0.06	0.09
Ara+2, Ara+3, Ara+4, Ara+5, Ara-1	9.95	0.11	0.12
Ara+2, Ara+3, Ara+4, Ara+5, Ara-2	10.37	0.14	0.13
Ara+2, Ara+3, Ara+4, Ara+5, Ara-3	10.38	0.12	0.13
Ara+2, Ara+3, Ara+4, Ara+5, Ara-4	11.45	0.09	0.11
Ara+2, Ara+3, Ara+4, Ara+5, Ara-5	10.53	0.10	0.11
Ara+2, Ara+3, Ara+4, Ara+5, Ara-6	8.66	0.06	0.10
Ara+2, Ara+3, Ara+4, Ara-1, Ara-2	10.55	0.14	0.13
Ara+2, Ara+3, Ara+4, Ara-1, Ara-3	9.28	0.11	0.12
Ara+2, Ara+3, Ara+4, Ara-1, Ara-4	13.33	0.09	0.11
Ara+2, Ara+3, Ara+4, Ara-1, Ara-5	10.32	0.10	0.11
Ara+2, Ara+3, Ara+4, Ara-1, Ara-6	9.73	0.07	0.10
Ara+2, Ara+3, Ara+4, Ara-2, Ara-3	10.71	0.16	0.13
Ara+2, Ara+3, Ara+4, Ara-2, Ara-4	11.73	0.11	0.12
Ara+2, Ara+3, Ara+4, Ara-2, Ara-5	10.48	0.13	0.13
Ara+2, Ara+3, Ara+4, Ara-2, Ara-6	8.73	0.08	0.11
Ara+2, Ara+3, Ara+4, Ara-3, Ara-4	10.87	0.09	0.11
Ara+2, Ara+3, Ara+4, Ara-3, Ara-5	9.71	0.11	0.12
